"StedID","Stedtekst","Vandområde","Dato","Medie","Prøvetype","Dybde (m)","Målested, x-koordinat","Målested, y-koordinat","Faktiske dybder (m)","Analysefraktion","Stofparameter","Resultat-attribut","Resultat","Enhed","Detektionsgrænse LD","Kvantifikationsgrænse LQ","Kvalitetsmærke"
15000123,"10249 - vandkemi","Sø 10249","12.09.2012 12.00.00 +02:00","Sø","Enkeltprøve",0.2,552503.9999560525,6284618.0035131,"0,2","Total","pH"," =",7.7,"pH",9999999,NA,2
36000006,"SØGÅRD SØ (SYD, v. Vamdrup) /005 - vandkemi","Søgård Sø, jylland","25.05.1999 12.00.00 +02:00","Sø","Blandingsprøve",0.5666666666666667,520784.9999824823,6142631.003711158,"1; 0,5; 0,2","Opløst - filtrat fra filtrering","Ammonium-N"," =",0.073,"mg/l",9999999,NA,2
23000021,"TILLERUP SØ, MIDT","Tillerup Sø","05.09.2007 12.00.00 +02:00","Sø","Blandingsprøve",1.0666666666666669,587788.9999262639,6227563.003595007,"2; 1; 0,2","Total","Phosphor, total-P"," =",0.059,"mg/l",9999999,NA,2
62000009,"VESTERBORG SØ, kemi","Vesterborg Sø","12.12.1995 12.00.00 +01:00","Sø","Blandingsprøve",1.1333333333333333,645923.9998770257,6082133.003791499,"1,2; 2; 0,2","Total","Nitrogen,total N"," =",1.02,"mg/l",9999999,NA,2
21000362,"KARLSØ, MIDT - vandkemi","Karl Sø","10.10.2000 12.00.00 +02:00","Sø","Enkeltprøve",0.5,533993.9999714177,6207563.003622372,"0,5","Total","Glødetab,susp.stof"," =",3.2,"mg/l",9999999,NA,2
50000005,"BIRKERØD SØ","Birkerød Sø","08.06.1988 12.00.00 +02:00","Sø","Blandingsprøve",0.7666666666666666,714471.999819278,6193251.003630243,"1,3; 0,7; 0,3","Opløst - filtrat fra filtrering","Silicium"," =",0.1,"mg/l",9999999,NA,2
46000010,"SØHOLM SØ /001","Søholm Sø","09.11.2010 12.00.00 +01:00","Sø","Blandingsprøve",2.066666666666667,571862.9999394091,6125861.003734028,"4; 0,2; 2","Total","pH"," =",8,"pH",9999999,NA,3
46000013,"SØNDERBY SØ ST AMT","Sønderby Sø","25.03.2003 12.00.00 +01:00","Sø","Blandingsprøve",1,561029.9999485379,6122153.0037388215,"1,8; 0,2","Total","Konduktivitet"," =",48.3,"mS/m",9999999,NA,2
52000016,"SELSØ, kemi","Selsø","19.06.2003 12.00.00 +02:00","Sø","Enkeltprøve",0.2,688086.9998419017,6181931.0036539305,"0,2","Total","Nitrogen,total N"," =",1.19,"mg/l",9999999,NA,2
47000024,"Sortesø /001, Fyn","Sorte Sø","07.10.1996 12.00.00 +02:00","Sø","Enkeltprøve",0.5,583514.9999295654,6108993.003756486,"0,5","Total","Alkalinitet,total TA"," =",0.093,"mmol/l",9999999,NA,2
53000052,"SORTEDAMSSØ NORD-BAS, kemi","Sortedamssø nord bassin ","20.12.2016 12.00.00 +01:00","Sø","Blandingsprøve",0.7,724715.9998101179,6177956.003646697,"1,2; 0,2","Total","Chlorid"," =",130,"mg/l",9999999,NA,1
1000035,"NORS SØ - vandkemi","Norssø","13.04.1992 12.00.00 +02:00","Sø","Enkeltprøve",8,476319.00001976633,6320842.003460006,"8","Total","Carbon, uorganisk"," =",0.1469099944084883,"mg/l",9999999,NA,2
25000022,"HAMPEN SØ, Vandkemi","Hampensø","15.07.1991 12.00.00 +02:00","Sø","Blandingsprøve",99,524668.999979259,6208043.003621645,"99","Opløst - filtrat fra filtrering","Nitrit+nitrat-N"," =",0.031,"mg/l",9999999,NA,2
18000823,"Sø v. Neder Bjerregrav","Sø v. neder bjerregrav","25.07.2024 12.00.00 +02:00","Sø","Blandingsprøve",0.5166666666666667,555391.9999535653,6262628.003542206,"0,2; 0,45; 0,9","Opløst - filtrat fra filtrering","Ortho-phosphat-P"," =",0.0022,"mg/l",0.001,0.001,2
25003765,"Søbylejet, Sø ml. 28 og 38, N","Søbylejet, Sø ml. 28 og 38, n","24.08.2006 12.00.00 +02:00","Sø","Enkeltprøve",0,504098.9999965541,6209599.003619412,"0","Ej oplyst","KIF,total Kemisk iltforbrug","<",1,"mg/l",9999999,NA,1
21000258,"HINGE SØ - vandkemi","Hinge Sø","10.04.2024 12.00.00 +02:00","Sø","Blandingsprøve",0.76,531018.9999739551,6234743.003581687,"0,2; 1,32","Opløst - filtrat fra filtrering","Silicium"," =",4.4,"mg/l",0.005,0.005,2
58000013,"BORUP SØ ST AMT","Borup Sø","13.07.2000 12.00.00 +02:00","Sø","Blandingsprøve",0.6,687543.9998422483,6154115.003692115,"1; 0,2","Total","Glødetab,susp.stof"," =",21,"mg/l",9999999,NA,2
52000008,"KORNERUP SØ, kemi","Kornerup Sø","09.10.1990 12.00.00 +01:00","Sø","Blandingsprøve",1.2666666666666666,687851.9998420433,6168864.0036719395,"2,4; 0,2; 1,2","Total","Alkalinitet,total TA"," =",5.01,"mmol/l",9999999,NA,2
25000022,"HAMPEN SØ, Vandkemi","Hampensø","05.04.2004 12.00.00 +02:00","Sø","Blandingsprøve",4.566666666666666,524668.999979259,6208043.003621645,"9; 4,5; 0,2","Total","Jern","<",0.03,"mg/l",9999999,NA,2
31000034,"Galtho Nørresø - vandkemi","Galtho nørresø","15.08.1996 12.00.00 +02:00","Sø","Blandingsprøve",1.9,478423.0000181646,6177887.00366331,"3,5; 2; 0,2","Total","Nitrogen,total N"," =",1.8800000892952085,"mg/l",9999999,NA,2
30000121,"Gåsehullerne - vandkemi","Gåsehullerne","25.08.1999 12.00.00 +02:00","Sø","Enkeltprøve",0,461854.00003215246,6139838.003715011,"0","Total","Phosphor, total-P"," =",0.08800000417977571,"mg/l",9999999,NA,2
21000274,"VIBORG SØNDERSØ, Vandkemi","Viborg Søndersø","24.06.1998 12.00.00 +02:00","Sø","Enkeltprøve",5,525588.9999785402,6255243.003555079,"5","Total","Carbon, uorganisk"," =",0.16018999390304087,"mg/l",9999999,NA,2
52000015,"BURESØ","Buresø","16.02.1989 12.00.00 +01:00","Sø","Enkeltprøve",0,701618.999830429,6191260.003637647,"0","Total","Nitrogen,total N"," =",0.66,"mg/l",9999999,NA,2
18000017,"KLEJTRUP SØ - vandkemi","Klejtrup Sø","18.05.2006 12.00.00 +02:00","Sø","Blandingsprøve",0.85,539808.9999666517,6272673.003530203,"1,5; 0,2","Total","Phosphor, total-P"," =",0.06000000284984708,"mg/l",9999999,NA,2
53000084,"SNOLDELEV MOSE","Snoldelev mose","12.05.1993 12.00.00 +02:00","Sø","Blandingsprøve",0.55,698383.9998330845,6162054.003678849,"0,9; 0,2","Total","Suspenderede stoffer"," =",54,"mg/l",9999999,NA,2
42000057,"Sø 232 - vandkemi","Sø 232 ved kliplev","09.05.2023 12.00.00 +02:00","Sø","Blandingsprøve",0.5666666666666667,525455.9999785245,6091190.003776939,"0,2; 0,5; 1","Opløst - filtrat fra filtrering","Nitrit+nitrat-N"," =",0.11,"mg/l",0.005,NA,2
58000002,"DALBY SØ","Dalby Sø","08.11.2011 12.00.00 +01:00","Sø","Blandingsprøve",0.7666666666666666,689858.9998402889,6152954.003693236,"0,7; 0,2; 1,4","Total","Alkalinitet,total TA"," =",3.3,"mmol/l",0.05,NA,2
21000320,"SØBYGÅRD SØ - vandkemi","Søbygårdsø","23.05.1984 12.00.00 +02:00","Sø","Enkeltprøve",0.1,550065.999957962,6234790.0035843225,"0,1","Total","Chlorophyl A"," =",1015,"µg/l",9999999,NA,2
21000340,"BRASSØ, BRA 1","Brassø","30.07.1975 12.00.00 +01:00","Sø","Enkeltprøve",0.1,536231.9999695575,6221992.003602212,"0,1","Opløst - filtrat fra filtrering","Ammoniak+ammonium-N"," =",0.78,"mg/l",9999999,NA,2
21000368,"STORESØ,--SKA3","Store Sø","24.01.1978 12.00.00 +01:00","Sø","Enkeltprøve",0,559384.999950072,6209228.003620301,"0","Ej oplyst","Phosphor, total-P"," =",0.465,"mg/l",9999999,NA,2
24000009,"SKARRE SØ, UD FOR AFLØB","Skarre Sø","28.01.1993 12.00.00 +01:00","Sø","Enkeltprøve",0,594118.9999210362,6247093.003567475,"0","Opløst - filtrat fra filtrering","Ortho-phosphat-P"," =",0.025,"mg/l",9999999,NA,2
41000079,"Kruså Møllesø - vandkemi","Kruså møllesø","12.05.2020 12.00.00 +02:00","Sø","Blandingsprøve",0.45,525356.9999786054,6077691.0037967,"0,2; 0,7","Opløst - filtrat fra filtrering","Farvetal-Pt"," =",16,"mg Pt/l",1,NA,2
16000058,"HYGUM NOR, Vandkemi","Hygum nor","12.03.1990 12.00.00 +01:00","Sø","Blandingsprøve",0.2,452962.0000394021,6273583.003528965,"0,2","Opløst - filtrat fra filtrering","Ortho-phosphat-P"," =",0.006,"mg/l",9999999,NA,2
25000053,"Rørbæk Sø - vandkemi","Rørbæk Sø","03.10.1979 12.00.00 +01:00","Sø","Blandingsprøve",1,523096.99998057226,6198608.003634751,"1","Total","pH"," =",8.2,"pH",9999999,NA,2
46000103,"BØJDEN NOR (SYD)","Bøjden nor","09.04.1985 12.00.00 +02:00","Sø","Enkeltprøve",0.5,569439.9999414308,6106680.003759349,"0,5","Total","Chlorophyl A"," =",590,"µg/l",9999999,NA,2
58000013,"BORUP SØ ST AMT","Borup Sø","29.06.1999 12.00.00 +02:00","Sø","Blandingsprøve",0.65,687543.9998422483,6154115.003692115,"1,1; 0,2","Opløst - filtrat fra filtrering","Ammonium-N"," =",0.027,"mg/l",9999999,NA,2
21000355,"RAVNSØ, MIDT -- RAV1 - vandkemi","Ravnsø","24.09.2003 12.00.00 +02:00","Sø","Enkeltprøve",29,552518.9999558639,6218243.003607626,"29","Ej oplyst","Nitrogen,total N"," =",2.4,"mg/l",9999999,NA,2
21000250,"TORUP SØ - vandkemi","Torup Sø","18.05.1988 12.00.00 +02:00","Sø","Blandingsprøve",99,526957.9999773344,6208210.003621425,"99","Opløst - filtrat fra filtrering","Ammonium-N"," =",0.093,"mg/l",9999999,NA,2
21000263,"HALD SØ, Vandkemi","Hald Sø","27.04.1989 12.00.00 +02:00","Sø","Enkeltprøve",30,520998.9999823817,6247723.003565765,"30","Total","Suspenderede stoffer"," =",6.5,"mg/l",9999999,NA,2
25003303,"TIM ENGE, Vandkemi","Tim enge","05.11.2013 12.00.00 +01:00","Sø","Blandingsprøve",0.2,452342.0000400311,6227846.003594089,"0,2","Opløst - filtrat fra filtrering","Farvetal-Pt"," =",97,"mg Pt/l",1,NA,3
11000007,"OVE SØ - vandkemi","Ove Sø","15.09.1999 12.00.00 +02:00","Sø","Blandingsprøve",0.7666666666666666,465239.00002906146,6300622.003489684,"0,2; 0,7; 1,4","Opløst - filtrat fra filtrering","Nitrit+nitrat-N"," =",0.2300000109244138,"mg/l",9999999,NA,2
21000272,"VIBORG NØRRESØ, Vandkemi","Viborg nørresø","26.11.1990 12.00.00 +01:00","Sø","Enkeltprøve",10,526648.999977655,6257983.003551171,"10","Total","Suspenderede stoffer"," =",4.3,"mg/l",9999999,NA,2
21000355,"RAVNSØ, MIDT -- RAV1 - vandkemi","Ravnsø","05.04.1990 12.00.00 +02:00","Sø","Puljet prøve / vertikal serie",3,552518.9999558639,6218243.003607626,"3","Opløst - filtrat fra filtrering","Ammoniak+ammonium-N"," =",0.014,"mg/l",9999999,NA,2
25000059,"SØBY SØ, MIDTJYLLAND, Vandkemi","Søby Sø, midtjylland","30.07.2015 12.00.00 +02:00","Sø","Blandingsprøve",2.066666666666667,504514.99999620474,6211704.003616475,"2; 4; 0,2","Total","Glødetab,susp.stof","<",1,"mg/l",1,NA,3
21000274,"VIBORG SØNDERSØ, Vandkemi","Viborg Søndersø","24.10.2005 12.00.00 +02:00","Sø","Enkeltprøve",5,525588.9999785402,6255243.003555079,"5","Total","Alkalinitet,total TA"," =",2.1,"mmol/l",9999999,NA,2
62000009,"VESTERBORG SØ, kemi","Vesterborg Sø","09.06.2008 12.00.00 +02:00","Sø","Blandingsprøve",0.5666666666666667,645923.9998770257,6082133.003791499,"0,5; 0,2; 1","Total","Alkalinitet,total TA"," =",6.3,"mmol/l",9999999,NA,3
46000010,"SØHOLM SØ /001","Søholm Sø","02.05.1990 12.00.00 +02:00","Sø","Enkeltprøve",10.5,571862.9999394091,6125861.003734028,"10,5","Total","Phosphor, total-P"," =",0.151,"mg/l",9999999,NA,2
37000126,"Vedbøl Sø - vandkemi","Vedbøl Sø","22.02.1995 12.00.00 +01:00","Sø","Blandingsprøve",1.3066666666666666,525332.9999786362,6115998.003746672,"0,2; 1,24; 2,48","Total","Glødetab,susp.stof"," =",4.2,"mg/l",9999999,NA,2
49000042,"ARRESØ, kemi","Arresø","14.07.1993 12.00.00 +02:00","Sø","Enkeltprøve",0.2,693897.9998371173,6209574.003614174,"0,2","Total","Phosphor, total-P"," =",0.67,"mg/l",9999999,NA,2
26000057,"BRABRAND SØ, VESTBASS","Brabrandsø","22.06.1995 12.00.00 +02:00","Sø","Enkeltprøve",0.2,568688.9999422892,6222983.003601178,"0,2","Total","Alkalinitet,total TA"," =",3.1,"mmol/l",9999999,NA,2
55000012,"TISSØ, kemi","Tissø","03.06.2002 12.00.00 +02:00","Sø","Blandingsprøve",4.583333333333333,644294.9998785786,6162469.003684973,"9; 5,4; 7,2; 3,6; 1,8; 0,5","Total","pH"," =",8.4,"pH",9999999,NA,2
18000900,"Glenstrup ved afløb","Glenstrup Sø","22.03.2000 12.00.00 +01:00","Sø","Enkeltprøve",0,549953.999958151,6272047.003531206,"0","Total","Nitrogen,total N"," =",2.685,"mg/l",9999999,NA,2
15000989,"18-soe-014 - vandkemi","18-soe-014","29.06.2015 12.00.00 +02:00","Sø","Enkeltprøve",0.1,576484.9999360602,6301572.003488802,"0,1","Total","pH"," =",7.87,"pH",9999999,NA,3
47000181,"SØ NR. 45","Sø nr. 45","06.07.2006 12.00.00 +02:00","Sø","Enkeltprøve",0.2,573309.9999381659,6105362.0037611285,"0,2","Opløst - filtrat fra filtrering","Farvetal-Pt"," =",34,"mg Pt/l",9999999,NA,1
18000028,"FUSSING SØ MIDT ","Fussing Sø","24.05.2000 12.00.00 +02:00","Sø","Blandingsprøve",3.1,553786.9999549013,6258768.003550291,"3,1","Opløst - filtrat fra filtrering","Nitrit+nitrat-N","<",0.003,"mg/l",9999999,NA,2
46000009,"SØBO SØ, vandkemi","Søbo Sø, fyn","09.08.1990 12.00.00 +02:00","Sø","Enkeltprøve",6,576887.9999351635,6118630.003743684,"6","Total","Oxygenmætning"," =",17,"pct",9999999,NA,2
37000179,"Sønder Stendrup 1","Ribnatur-190","17.06.2020 12.00.00 +02:00","Sø","Enkeltprøve",0.2,542449.9999642246,6145141.003707923,"0,2","Total","Chlorophyl (ukorrigeret)"," =",25,"µg/l",0.3,NA,2
62000003,"NAKSKOV INDREFJORD,SØMIDTE","Nakskov indrefjord","23.04.2001 12.00.00 +02:00","Sø","Blandingsprøve",0.35,638163.9998835344,6076354.003799151,"0,2; 0,5","Total","Phosphor, total-P"," =",0.092,"mg/l",9999999,NA,2
21000393,"VESSØ","Vessø","02.09.1993 12.00.00 +02:00","Sø","Enkeltprøve",0.2,548963.9999588435,6214249.003613176,"0,2","Total","Alkalinitet,total TA"," =",2.4,"mmol/l",9999999,NA,2
42000010,"Store Søgård Sø - vandkemi","Store Søgård Sø","11.10.2006 12.00.00 +02:00","Sø","Blandingsprøve",1.2466666666666666,528586.9999758821,6087722.003783735,"2,36; 0,2; 1,18","Total","Phosphor, total-P"," =",0.28,"mg/l",9999999,NA,1
21000272,"VIBORG NØRRESØ, Vandkemi","Viborg nørresø","29.08.1990 12.00.00 +02:00","Sø","Enkeltprøve",0.2,526648.999977655,6257983.003551171,"0,2","Total","pH"," =",9.6,"pH",9999999,NA,2
26000060,"STILLING-SOLBJERGSØ A AMT ST","Stilling-solbjerg Sø","10.10.1984 12.00.00 +01:00","Sø","Enkeltprøve",0,566900.9999437593,6211509.003617215,"0","Ej oplyst","BI5"," =",5.3,"mg/l",9999999,NA,2
21006271,"Kragsø","Kragsø ved Addit","04.05.2023 12.00.00 +02:00","Sø","Blandingsprøve",0.45,541606.9999650241,6212461.003613112,"0,2; 0,7","Partikelbundet - fra filteret","Suspenderede stoffer","<",1,"mg/l",1,NA,2
26000057,"BRABRAND SØ, VESTBASS","Brabrandsø","05.07.1988 12.00.00 +02:00","Sø","Enkeltprøve",0,568688.9999422892,6222983.003601178,"0","Ej oplyst","Phosphor, total-P"," =",0.949,"mg/l",9999999,NA,2
53000168,"DEGNEMOSE KOM ST","Degnemose","25.04.2016 12.00.00 +02:00","Sø","Blandingsprøve",0.35,720226.9998141486,6178254.0036485605,"0,2; 0,5","Total","Chlorophyl (ukorrigeret)"," =",53,"µg/l",9999999,NA,1
21000362,"KARLSØ, MIDT - vandkemi","Karl Sø","15.06.2000 12.00.00 +02:00","Sø","Enkeltprøve",0.5,533993.9999714177,6207563.003622372,"0,5","Ej oplyst","Phosphor, total-P"," =",0.073,"mg/l",9999999,NA,2
47000023,"Store Øresø /001, vandkemi, sediment","Store øresø","05.08.2009 12.00.00 +02:00","Sø","Enkeltprøve",0.2,582709.9999302438,6108840.003756679,"0,2","Total","Oxygen indhold"," =",17.6,"mg/l",9999999,NA,2
1000056,"ÅLVAND 1 - vandkemi","Ålvand","13.09.2002 12.00.00 +02:00","Sø","Enkeltprøve",0.2,464399.000029739,6311352.003474015,"0,2","Opløst - filtrat fra filtrering","Ortho-phosphat-P"," =",0.010000000474974511,"mg/l",9999999,NA,2
45000018,"Arreskov Sø /004","Arreskov Sø","17.08.1992 12.00.00 +02:00","Sø","Enkeltprøve",0.3,583298.9999297527,6113387.003750695,"0,3","Total","Nitrogen,total N"," =",4.232,"mg/l",9999999,NA,2
61000002,"MØLLESØ, Falster, kemi","Mølle Sø","03.07.2020 12.00.00 +02:00","Sø","Blandingsprøve",1.5666666666666669,691300.999838957,6081685.003787639,"1,5; 0,2; 3","Opløst - filtrat fra filtrering","Farvetal-Pt"," =",14,"mg Pt/l",1,NA,2
61000005,"BORREMOSEN, LISTRUP LYNG, kemi","Listrup lyng","04.05.2022 12.00.00 +02:00","Sø","Enkeltprøve",0.5,689245.9998400419,6080424.0037873695,"0,5","Partikelbundet - fra filteret","Chlorophyl (ukorrigeret)"," =",17,"µg/l",0.3,NA,2
63000013,"SAKSKØBING ANLÆG AMT ST","Sakskøbing anlæg/ svanesøen","21.10.1996 12.00.00 +02:00","Sø","Blandingsprøve",0.7666666666666666,669911.9998569139,6074924.00379938,"0,2; 0,7; 1,4","Total","Nitrogen,total N"," =",1.3,"mg/l",9999999,NA,2
31000048,"Karlsgårde Sø - vandkemi","Karlsgårde Sø","10.11.1993 12.00.00 +01:00","Sø","Blandingsprøve",0,473785.0000220776,6167046.00367815,"0","Total","Konduktivitet"," =",29,"mS/m",9999999,NA,2
52000366,"RAMSØEN, kemi ","Ramsøen ","06.05.2025 12.00.00 +02:00","Sø","Enkeltprøve",0.2,693335.999836704,6163190.003676095,"0,2","Partikelbundet - fra filteret","Chlorophyl (ukorrigeret)"," =",8.1,"µg/l",0.3,0.9,2
18000010,"ØRSLEVKLOSTER SØ, Vandkemi","Ørslevkloster Sø","15.10.1984 12.00.00 +01:00","Sø","Enkeltprøve",0.2,516258.99998638016,6272943.003529665,"0,2","Total","Nitrogen,total N"," =",1.4000000664964318,"mg/l",9999999,NA,2
51000084,"AVNSØ","Avnsø","02.06.2020 12.00.00 +02:00","Sø","Blandingsprøve",0.6,646515.9998767414,6168695.003676422,"1; 0,2","Total","Suspenderede stoffer"," =",4.2,"mg/l",1,NA,2
53000183,"SØ I ØRSTEDSPARKEN","Sø i ørstedsparken","24.03.1997 12.00.00 +01:00","Sø","Puljet prøve / vertikal serie",1.625,724158.9998106207,6176385.003649179,"0,5; 2; 3; 1","Opløst - filtrat fra filtrering","Ammonium-N"," =",0.005,"mg/l",9999999,NA,2
53000038,"DAMHUSSØEN","Damhussøen","11.06.1996 12.00.00 +02:00","Sø","Enkeltprøve",0,718515.9998156661,6175584.003653069,"0","Opløst - filtrat fra filtrering","Ortho-phosphat-P"," =",0.003,"mg/l",9999999,NA,2
9000018,"LØNNERUP FJORD - vandkemi","Lønnerup fjord","04.03.1999 12.00.00 +01:00","Sø","Enkeltprøve",0.2,488996.0000091875,6317271.003465199,"0,2","Total","Hydrogencarbonat"," =",221.9999688354492,"mg/l",9999999,NA,2
32000010,"Fårup Sø - vandkemi","Fårup Sø","30.09.1998 12.00.00 +02:00","Sø","Blandingsprøve",1.9666666666666668,525368.9999786419,6176393.003665378,"0,2; 1,9; 3,8","Total","Nitrogen,total N"," =",0.95,"mg/l",9999999,NA,2
46000010,"SØHOLM SØ /001","Søholm Sø","15.06.2009 12.00.00 +02:00","Sø","Blandingsprøve",3.05,571862.9999394091,6125861.003734028,"0,2; 2; 4; 6","Total","Suspenderede stoffer"," =",3.3,"mg/l",9999999,NA,3
64000017,"RØGBØLLE SØ, SYDB, kemi","Røgbøllesø","09.11.1993 12.00.00 +01:00","Sø","Blandingsprøve",1.3666666666666665,666002.9998601868,6065651.003811634,"2,6; 1,3; 0,2","Total","Chlorophyl A"," =",35.5,"µg/l",9999999,NA,2
47000068,"GUDME SØ ST 1","Gudme Sø","04.04.2005 12.00.00 +02:00","Sø","Enkeltprøve",0.2,608328.9999086647,6112863.003751663,"0,2","Total","pH"," =",8.33,"pH",9999999,NA,2
53000588,"Sø i Østre Anlæg, midt","Sø i østre anlæg, midt","07.09.2005 12.00.00 +02:00","Sø","Enkeltprøve",0.5,725087.9998097811,6177506.0036471225,"0,5","Ej oplyst","Nitrogen,total N"," =",1.19,"mg/l",9999999,NA,2
16000003,"GJELLER SØ, Vandkemi","Gjeller Sø","25.11.2004 12.00.00 +01:00","Sø","Blandingsprøve",0.85,456494.00003644667,6272204.003530914,"1,5; 0,2","Ej oplyst","Nitrogen,total N"," =",1.5,"mg/l",9999999,NA,2
45000027,"Langesø /002","Langesø","12.03.1996 12.00.00 +01:00","Sø","Enkeltprøve",1,575711.9999361922,6143790.003710112,"1","Opløst - filtrat fra filtrering","Nitrit+nitrat-N"," =",1.49,"mg/l",9999999,NA,2
16000104,"MOLLERUP SØ, Vandkemi","Mollerup Sø","21.09.2022 12.00.00 +02:00","Sø","Enkeltprøve",0.2,488309.00000978785,6281033.003515371,"0,2","Total","Nitrogen,total N"," =",0.69,"mg/l",0.02,NA,2
21000320,"SØBYGÅRD SØ - vandkemi","Søbygårdsø","19.07.2023 12.00.00 +02:00","Sø","Blandingsprøve",0.55,550065.999957961,6234790.003581792,"0,2; 0,9","Partikelbundet - fra filteret","Suspenderede stoffer"," =",19,"mg/l",1,NA,2
58000003,"GAMMEL SØ","Gammelsø","20.03.1990 12.00.00 +01:00","Sø","Blandingsprøve",0.6,684773.9998445921,6156294.00368966,"1; 0,2","Total","Chlorophyl A"," =",16,"µg/l",9999999,NA,2
46000013,"SØNDERBY SØ ST AMT","Sønderby Sø","10.11.1980 12.00.00 +01:00","Sø","Enkeltprøve",2,561029.9999485379,6122153.0037388215,"2","Total","Oxygen indhold"," =",13,"mg/l",9999999,NA,2
31000009,"Kvie Sø - vandkemi","Kvie Sø","19.09.1990 12.00.00 +02:00","Sø","Enkeltprøve",0,485559.0000121582,6175543.003666495,"0","Total","Chlorophyl A"," =",16,"µg/l",9999999,NA,2
25000059,"SØBY SØ, MIDTJYLLAND, Vandkemi","Søby Sø, midtjylland","06.09.2006 12.00.00 +02:00","Sø","Blandingsprøve",2.875,504514.99999620474,6211704.003616475,"0,2; 2; 4; 5,3","Total","Suspenderede stoffer"," =",1.1,"mg/l",9999999,NA,2
25000672,"NEDERSØ, Vandkemi","Nedersø","01.10.1990 12.00.00 +01:00","Sø","Blandingsprøve",1.9,521066.9999822796,6198453.003634957,"1,9","Opløst - filtrat fra filtrering","Ortho-phosphat-P"," =",0.02,"mg/l",9999999,NA,2
61000017,"HORREBY LYNG","Horreby lyng","21.09.1995 12.00.00 +02:00","Sø","Enkeltprøve",0.2,693472.999837126,6078645.003791148,"0,2","Opløst - filtrat fra filtrering","Ortho-phosphat-P"," =",0.021,"mg/l",9999999,NA,2
21000264,"HALD SØ ST.2","Hald Sø","25.05.1989 12.00.00 +02:00","Sø","Enkeltprøve",0.2,522438.9999811759,6249893.003562684,"0,2","Opløst - filtrat fra filtrering","Silicium"," =",0.7,"mg/l",9999999,NA,2
21000274,"VIBORG SØNDERSØ, Vandkemi","Viborg Søndersø","11.11.2003 12.00.00 +01:00","Sø","Enkeltprøve",0.2,525588.9999785402,6255243.003555079,"0,2","Total","Hydrogencarbonat"," =",121.95120239257812,"mg/l",9999999,NA,2
45000024,"Nørresø, Fyn /001, vandkemi, sediment","Nørresø, fyn","16.03.1995 12.00.00 +01:00","Sø","Blandingsprøve",1.65,587916.9999258586,6112007.003752573,"3; 1,75; 0,2","Opløst - filtrat fra filtrering","Nitrit+nitrat-N"," =",1.41,"mg/l",9999999,NA,2
49000042,"ARRESØ, kemi","Arresø","05.11.1996 12.00.00 +01:00","Sø","Blandingsprøve",0.3,693897.9998371173,6209574.003614174,"0,3; 0; 0,6","Opløst - filtrat fra filtrering","Ortho-phosphat-P"," =",0.01,"mg/l",9999999,NA,2
31000009,"Kvie Sø - vandkemi","Kvie Sø","21.02.2000 12.00.00 +01:00","Sø","Blandingsprøve",0.2,485559.0000121582,6175543.003666495,"0,2","Opløst - filtrat fra filtrering","Nitrit+nitrat-N"," =",0.800000037997961,"mg/l",9999999,NA,2
21000364,"MOSSØ, -- MOS2","Mossø","06.05.1986 12.00.00 +02:00","Sø","Enkeltprøve",0,545283.9999619303,6210643.003618175,"0","Ej oplyst","EOX"," =",2.33,"g/(m2*d)",9999999,NA,2
22000039,"INDFJORDEN, Vandkemi","Indfjorden","27.04.2005 12.00.00 +02:00","Sø","Blandingsprøve",0.7999999999999999,451213.0000409233,6252061.003559804,"0,2; 1,4","Ej oplyst","Chlorid"," =",340,"mg/l",9999999,NA,2
53000571,"Vallensbæk Sø-4607","Vallensbæk Sø","01.12.1999 12.00.00 +01:00","Sø","Enkeltprøve",0.2,710549.9998226471,6170751.003663059,"0,2","Total","Glødetab, total"," =",49,"mg/l",9999999,NA,2
46000010,"SØHOLM SØ /001","Søholm Sø","15.11.1993 12.00.00 +01:00","Sø","Blandingsprøve",2.8166666666666664,571862.9999394091,6125861.003734028,"0,2; 2,75; 5,5","Total","Chlorophyl A"," =",2.8,"µg/l",9999999,NA,2
15000053,"TOFTE SØ - vandkemi","Tofte Sø","18.11.2004 12.00.00 +01:00","Sø","Enkeltprøve",0.2,572615.9999393027,6303433.00348603,"0,2","Total","Sulfat"," =",3.3,"mg/l",9999999,NA,2
50000029,"FURESØ, kemi","Furesøen  storesø","06.09.2023 12.00.00 +02:00","Sø","Blandingsprøve",3.05,714083.9998185481,6189179.003633557,"0,2; 2; 4; 6","Total","Nitrogen,total N"," =",0.66,"mg/l",0.02,NA,2
21000258,"HINGE SØ - vandkemi","Hinge Sø","27.09.1994 12.00.00 +01:00","Sø","Blandingsprøve",0.6166666666666667,531018.9999739552,6234743.003584217,"1,1; 0,55; 0,2","Total","Phosphor, total-P"," =",0.13000000617466867,"mg/l",9999999,NA,2
50000027,"BASTRUP SØ, kemi","Bastrup Sø","11.01.1989 12.00.00 +01:00","Sø","Blandingsprøve",3.266666666666667,704827.9998276662,6190664.003637466,"6,4; 3,2; 0,2","Total","Konduktivitet"," =",42.5,"mS/m",9999999,NA,2
30000005,"Holm Sø - vandkemi","Holm Sø","04.05.1994 12.00.00 +02:00","Sø","Blandingsprøve",0,450100.0000420259,6166893.003678545,"0","Total","Siliciumdioxid","<",0.3,"mg/l",9999999,NA,2
