"StedID","Stedtekst","Vandområde","Dato","Medie","Prøvetype","Dybde (m)","Målested, x-koordinat","Målested, y-koordinat","Faktiske dybder (m)","Analysefraktion","Stofparameter","Resultat-attribut","Resultat","Enhed","Detektionsgrænse LD","Kvantifikationsgrænse LQ","Kvalitetsmærke"
24000007,"RAMTEN SØ, SYDLIGE DEL- RAM 3","Ramten Sø","29.10.1981 12.00.00 +01:00","Sø","Enkeltprøve",0,600400.9999158162,6256199.003554584,"0","Ej oplyst","COD, Kemisk iltforbrug"," =",36,"mg/l",9999999,NA,2
47000167,"Sundet/001","Sundet","18.04.2001 12.00.00 +02:00","Sø","Enkeltprøve",0.2,579777.9999327131,6106525.003759684,"0,2","Total","Chlorophyl A"," =",2.8,"µg/l",9999999,NA,2
21000270,"LOLDRUP SØ, Vandkemi","Loldrup Sø","01.03.1999 12.00.00 +01:00","Sø","Blandingsprøve",1.0666666666666669,527688.9999767871,6260763.0035472,"0,2; 1; 2","Total","Ammoniak+ammonium-N"," =",0.035000001662410796,"mg/l",9999999,NA,2
50000029,"FURESØ, kemi","Furesøen  storesø","25.09.2008 12.00.00 +02:00","Sø","Blandingsprøve",5.08,714083.9998196077,6189179.003636095,"0,2; 7,5; 2,5; 5; 10,2","Opløst - filtrat fra filtrering","Silicium"," =",0.491,"mg/l",9999999,NA,3
57000116,"MORTENSTRUP SØ, kemi","Mortenstrup Sø","18.08.2008 12.00.00 +02:00","Sø","Blandingsprøve",0.4000000000000001,681218.9998475934,6158294.003687531,"0,6; 0,2; 0,4","Total","Nitrogen,total N"," =",1.84501917,"mg/l",9999999,NA,2
45000018,"Arreskov Sø /004","Arreskov Sø","22.01.2009 12.00.00 +01:00","Sø","Enkeltprøve",0.5,583298.9999297527,6113387.003750695,"0,5","Total","Oxygen indhold"," =",13.33,"mg/l",9999999,NA,1
60000043,"ABORRE SØ, kemi","Aborre Sø, møn","03.06.2015 12.00.00 +02:00","Sø","Blandingsprøve",12.8,725682.9998093741,6098241.003754665,"10,5; 13; 15,5; 17,5; 7,5","Opløst - filtrat fra filtrering","Nitrit+nitrat-N"," =",0.059,"mg/l",0.005,NA,3
47000024,"Sortesø /001, Fyn","Sorte Sø","12.06.1991 12.00.00 +02:00","Sø","Enkeltprøve",3.3,583514.9999295654,6108993.003756486,"3,3","Total","pH"," =",5.78,"pH",9999999,NA,2
25000044,"EJSTRUP SØ, Vandkemi","Ejstrup Sø","05.11.1991 12.00.00 +01:00","Sø","Blandingsprøve",0.46666666666666673,517245.99998549826,6205491.003625166,"0,2; 0,8; 0,4","Total","pH"," =",7.95,"pH",9999999,NA,2
47000014,"OLLERUP SØ AMTST.1","Ollerup Sø","24.08.1995 12.00.00 +02:00","Sø","Enkeltprøve",0.5,594807.9999200405,6103529.0037638005,"0,5","Total","Nitrogen,total N"," =",3.45,"mg/l",9999999,NA,2
50000029,"FURESØ, kemi","Furesøen  storesø","27.08.2009 12.00.00 +02:00","Sø","Blandingsprøve",26.4,714083.9998196077,6189179.003636095,"22,5; 26,5; 30; 19; 34","Opløst - filtrat fra filtrering","Ortho-phosphat-P"," =",0.2,"mg/l",9999999,NA,3
46000011,"SARUP SØ ST AMT","Sarup Sø","14.11.2000 12.00.00 +01:00","Sø","Blandingsprøve",1.1666666666666667,567953.9999426954,6118169.003744182,"1,1; 2,2; 0,2","Total","Phosphor, total-P"," =",0.12,"mg/l",9999999,NA,2
47000068,"GUDME SØ ST 1","Gudme Sø","01.09.1981 12.00.00 +02:00","Sø","Enkeltprøve",0.3,608328.9999086647,6112863.003751663,"0,3","Total","Carbondioxid"," =",1.62,"mmol/l",9999999,NA,2
23000018,"BOGENS SØ, MIDT ","Bogens Sø","16.03.1988 12.00.00 +01:00","Sø","Enkeltprøve",0,597468.9999181523,6230653.003590781,"0","Ej oplyst","BI5"," =",3.5,"mg/l",9999999,NA,2
46000012,"NORDBY SØ ST AMT","Nordby Sø","02.09.2002 12.00.00 +02:00","Sø","Blandingsprøve",0.7,561050.9999485216,6123651.003736833,"1,2; 0,2","Total","Jern"," =",0.37,"mg/l",9999999,NA,2
50000029,"FURESØ, kemi","Furesøen  storesø","05.10.1989 12.00.00 +01:00","Sø","Enkeltprøve",28,714083.9998196077,6189179.003636095,"28","Total","Phosphor, total-P"," =",0.62,"mg/l",9999999,NA,2
23000119,"RUGÅRD SØNDERSØ","Rugård Søndersø","24.04.2002 12.00.00 +02:00","Sø","Enkeltprøve",0.2,611591.9999063471,6238475.003579868,"0,2","Ej oplyst","COD, susp.stof ","<",3,"mg/l",9999999,NA,2
53000087,"GENTOFTE SØ AMT ST","Gentofte Sø","14.11.1994 12.00.00 +01:00","Sø","Blandingsprøve",0.6833333333333332,721774.9998127709,6183717.003640189,"1,25; 0,6; 0,2","Total","Chlorid"," =",110,"mg/l",9999999,NA,2
16000062,"SMEDSHAVEVESE, Vandkemi","Smedshave vese","04.04.2001 12.00.00 +02:00","Sø","Enkeltprøve",0.2,449935.0000419407,6272487.003530575,"0,2","Total","Suspenderede stoffer"," =",37,"mg/l",9999999,NA,2
21000361,"BRYRUP LANGSØ,  BRY 1","Bryrup langsø","13.11.2008 12.00.00 +01:00","Sø","Blandingsprøve",3.05,532692.9999725125,6208262.00362139,"4; 6; 0,2; 2","Opløst - filtrat fra filtrering","Ortho-phosphat-P"," =",0.043,"mg/l",9999999,NA,3
21000263,"HALD SØ, Vandkemi","Hald Sø","25.07.1988 12.00.00 +02:00","Sø","Enkeltprøve",0.2,520998.9999823817,6247723.003565765,"0,2","Total","Phosphor, total-P"," =",0.021000000997446477,"mg/l",9999999,NA,2
21000270,"LOLDRUP SØ, Vandkemi","Loldrup Sø","19.03.1998 12.00.00 +01:00","Sø","Blandingsprøve",1.0666666666666669,527688.9999767871,6260763.0035472,"2; 0,2; 1","Total","Phosphor, total-P"," =",0.08400000398978591,"mg/l",9999999,NA,2
31000034,"Galtho Nørresø - vandkemi","Galtho nørresø","18.04.1996 12.00.00 +02:00","Sø","Blandingsprøve",4.5,478423.0000181646,6177887.00366331,"4,5","Total","pH"," =",7.39,"pH",9999999,NA,2
10000163,"KLOSTERENG LERGRAV SYD - vandkemi","Klostereng lergarv syd","13.07.2005 12.00.00 +02:00","Sø","Blandingsprøve",3.5,552210.999956424,6322426.003457931,"3; 4","Total","Chlorophyl (ukorrigeret)"," =",14,"µg/l",9999999,NA,2
57000316,"KONGSKILDE MØLLESØ AMT ST","Møllesø v. kongskilde","14.06.2023 12.00.00 +02:00","Sø","Enkeltprøve",0.5,660968.9998642365,6139694.003712515,"0,5","Partikelbundet - fra filteret","Suspenderede stoffer"," =",6,"mg/l",1,NA,2
21000335,"SILKEBORG LANGSØ MIDT - Vandkemi","Silkeborg langsø","14.06.2006 12.00.00 +02:00","Sø","Blandingsprøve",1,533773.9999716278,6225525.003597231,"1,8; 0,2","Total","Suspenderede stoffer"," =",4.7,"mg/l",9999999,NA,2
64000175,"Maribo Søndersø station-54.46.41","Maribo Søndersø","27.07.1994 12.00.00 +02:00","Sø","Enkeltprøve",0.30000000000000004,663478.9998623022,6069924.003806348,"0,2; 0,4","Total","pH"," =",8.16,"pH",9999999,NA,2
21000338,"ØRNSØ  - vandkemi","Ørnsø","23.04.1991 12.00.00 +02:00","Sø","Enkeltprøve",1.1,532480.9999727111,6223358.003600268,"1,1","Total","pH"," =",8.91,"pH",9999999,NA,2
44000115,"SØ VED REVNINGE AMT ST","Sø ved revninge","18.09.2007 12.00.00 +02:00","Sø","Blandingsprøve",1.5666666666666669,603613.9999126908,6142392.003712331,"1,5; 3; 0,2","Opløst - filtrat fra filtrering","Farvetal-Pt"," =",26,"mg Pt/l",9999999,NA,2
47000053,"STENGADE SØ, VESTLIGE BASSIN","Stengade Sø","22.08.1990 12.00.00 +02:00","Sø","Enkeltprøve",1.5,617027.9999013168,6093381.003777238,"1,5","Total","Oxygen indhold"," =",14,"mg/l",9999999,NA,2
4000077,"2665 - vandkemi","Vandhul 2665","06.07.2015 12.00.00 +02:00","Sø","Enkeltprøve",0.1,556631.999952913,6364978.003394825,"0,1","Opløst - filtrat fra filtrering","Farvetal-Pt"," =",85.2,"mg Pt/l",1,NA,3
42000010,"Store Søgård Sø - vandkemi","Store Søgård Sø","16.11.1993 12.00.00 +01:00","Sø","Blandingsprøve",1.1666666666666667,528586.9999758821,6087722.003783735,"1,1; 2,2; 0,2","Opløst - filtrat fra filtrering","Nitrit-N"," =",0.062,"mg/l",9999999,NA,2
57000266,"SØ VED HOLMEGÅRD AMT ST","Sø ved holmegård","22.06.2006 12.00.00 +02:00","Sø","Blandingsprøve",0.35,677889.999850307,6131900.003723617,"0,5; 0,2","Total","Nitrogen,total N"," =",1.55,"mg/l",9999999,NA,2
50000119,"DONSE STOREDAM, kemi","Store donsedam","06.07.2010 12.00.00 +02:00","Sø","Blandingsprøve",0.5666666666666667,712660.9998208899,6199630.003622061,"0,2; 1; 0,5","Total","Chlorophyl (ukorrigeret)"," =",15,"µg/l",9999999,NA,2
21000362,"KARLSØ, MIDT - vandkemi","Karl Sø","09.07.1987 12.00.00 +02:00","Sø","Enkeltprøve",0,533993.9999714177,6207563.003622372,"0","Opløst - filtrat fra filtrering","Ortho-phosphat-P"," =",0.054,"mg/l",9999999,NA,2
46000010,"SØHOLM SØ /001","Søholm Sø","19.09.1994 12.00.00 +02:00","Sø","Enkeltprøve",13,571862.9999394091,6125861.003734028,"13","Total","Nitrogen,total N"," =",3.42,"mg/l",9999999,NA,2
50000042,"FARUM SØ,DYBDESTE STED NORD","Farum Sø","27.01.1994 12.00.00 +01:00","Sø","Blandingsprøve",3.8333333333333335,710834.9998224522,6189267.003637277,"0,2; 3,8; 7,5","Opløst - filtrat fra filtrering","Ortho-phosphat-P"," =",0.15,"mg/l",9999999,NA,2
30000136,"SØ ØST FOR LANGVAND","Sø øst for langvand","19.08.2003 12.00.00 +02:00","Sø","Enkeltprøve",0.2,450315.0000418484,6164350.003682004,"0,2","Opløst - filtrat fra filtrering","Ortho-phosphat-P"," =",0.003000000142492354,"mg/l",9999999,NA,2
22000035,"SUNDS SØ, Vandkemi","Sunds Sø","19.09.1988 12.00.00 +02:00","Sø","Blandingsprøve",0,501978.99999833794,6229849.003591019,"0","Ej oplyst","Phosphor, total-P"," =",0.04,"mg/l",9999999,NA,2
58000013,"BORUP SØ ST AMT","Borup Sø","20.11.2014 12.00.00 +01:00","Sø","Blandingsprøve",0.6,687543.9998422483,6154115.003692115,"0,2; 0,5; 1,1","Opløst - filtrat fra filtrering","Farvetal-Pt"," =",71.6,"mg Pt/l",1,NA,3
49000047,"ALSØNDERUP ENGE, kemi","Alsønderup enge","01.06.2015 12.00.00 +02:00","Sø","Blandingsprøve",0.30000000000000004,700671.9998313233,6208421.003613944,"0,4; 0,2","Opløst - filtrat fra filtrering","Ortho-phosphat-P"," =",0.01,"mg/l",0.002,NA,3
30000035,"Grov Sø - vandkemi","Grov Sø","23.07.2002 12.00.00 +02:00","Sø","Blandingsprøve",0.6,449588.0000424596,6165083.003681016,"1; 0,2","Opløst - filtrat fra filtrering","Nitrit+nitrat-N"," =",0.03000000142492354,"mg/l",9999999,NA,2
25000672,"NEDERSØ, Vandkemi","Nedersø","27.07.1999 12.00.00 +02:00","Sø","Blandingsprøve",0.9,521066.9999822796,6198453.003634957,"0,2; 1; 1,5","Total","Phosphor, total-P"," =",0.11,"mg/l",9999999,NA,2
21000250,"TORUP SØ - vandkemi","Torup Sø","17.02.2004 12.00.00 +01:00","Sø","Blandingsprøve",1.7166666666666666,526957.9999773344,6208210.003621425,"0,2; 1,65; 3,3","Total","Phosphor, total-P"," =",0.097,"mg/l",9999999,NA,2
53000038,"DAMHUSSØEN","Damhussøen","26.05.2003 12.00.00 +02:00","Sø","Blandingsprøve",1,718515.9998156661,6175584.003653069,"0,5; 1,5","Ej oplyst","Silicium"," =",0.09,"mg/l",9999999,NA,2
46000010,"SØHOLM SØ /001","Søholm Sø","13.09.2004 12.00.00 +02:00","Sø","Enkeltprøve",12.5,571862.9999394091,6125861.003734028,"12,5","Total","Alkalinitet,total TA"," =",3.44,"mmol/l",9999999,NA,2
1000027,"VANDET SØ - vandkemi","Vester Vandetsø","06.09.1971 12.00.00 +01:00","Sø","Enkeltprøve",13,473039.0000225075,6319052.0034626555,"13","Total","BI5"," =",2.4,"mg/l",9999999,NA,2
53000037,"UTTERSLEV MOSE, VESTLIG BASSIN","Utterslev mose","17.04.1990 12.00.00 +02:00","Sø","Enkeltprøve",0.2,719438.9998148526,6179850.003646715,"0,2","Opløst - filtrat fra filtrering","Ortho-phosphat-P"," =",0.03200000151991844,"mg/l",9999999,NA,2
47000068,"GUDME SØ ST 1","Gudme Sø","27.09.1989 12.00.00 +01:00","Sø","Enkeltprøve",0.2,608328.9999086647,6112863.003751663,"0,2","Total","pH"," =",8.2,"pH",9999999,NA,2
51000005,"MAGLESØ, kemi","Maglesø v. brorfelde","19.09.2006 12.00.00 +02:00","Sø","Blandingsprøve",2.8,669463.9998575082,6168553.003675066,"2,8; 1,4; 5,6; 4,2; 0","Total","Suspenderede stoffer"," =",2.87,"mg/l",9999999,NA,2
15000007,"KJELLERUP SØ - vandkemi","Kjellerup Sø","26.04.2000 12.00.00 +02:00","Sø","Enkeltprøve",0.2,561058.999948852,6273360.003529451,"0,2","Total","Alkalinitet,total TA"," =",2,"mmol/l",9999999,NA,2
32000010,"Fårup Sø - vandkemi","Fårup Sø","12.02.1990 12.00.00 +01:00","Sø","Blandingsprøve",9.75,525368.9999786419,6176393.003665378,"9,75","Total","Phosphor, total-P"," =",0.063,"mg/l",9999999,NA,2
42000059,"Grusgravsø ved Rødekro 1 - vandkemi","Grusgravsø rødekro 1","29.10.1996 12.00.00 +01:00","Sø","Blandingsprøve",5.033333333333333,519547.9999835112,6101682.003765487,"10; 6; 4; 2; 8; 0,2","Opløst - filtrat fra filtrering","Ammoniak+ammonium-N"," =",0.022,"mg/l",9999999,NA,2
21000265,"HALD SØ ST.3","Hald Sø","24.07.1986 12.00.00 +02:00","Sø","Enkeltprøve",7,521058.999982333,6249273.003563561,"7","Opløst - filtrat fra filtrering","Ortho-phosphat-P"," =",0.2300000109244138,"mg/l",9999999,NA,2
13000002,"HORNUM SØ - vandkemi","Hornum Sø","30.05.2024 12.00.00 +02:00","Sø","Blandingsprøve",1.1,545600.999961893,6306813.003478085,"0,2; 2","Partikelbundet - fra filteret","Chlorophyl (ukorrigeret)"," =",8.4,"µg/l",0.3,0.3,2
50000434,"Furesø-1643","Furesøen  storesø","24.10.1973 12.00.00 +01:00","Sø","Enkeltprøve",0.1,715809.9998180834,6187605.003637557,"0,1","Opløst - filtrat fra filtrering","Ortho-phosphat-P"," =",0.62,"mg/l",9999999,NA,2
21000320,"SØBYGÅRD SØ - vandkemi","Søbygårdsø","16.07.1990 12.00.00 +02:00","Sø","Puljet prøve / vertikal serie",0.5,550065.999957962,6234790.0035843225,"0,5","Total","Suspenderede stoffer"," =",68,"mg/l",9999999,NA,2
50000029,"FURESØ, kemi","Furesøen  storesø","18.09.2003 12.00.00 +02:00","Sø","Enkeltprøve",28,714083.9998196077,6189179.003636095,"28","Total","Alkalinitet,total TA"," =",2.3,"mmol/l",9999999,NA,2
64000017,"RØGBØLLE SØ, SYDB, kemi","Røgbøllesø","20.07.1993 12.00.00 +02:00","Sø","Blandingsprøve",0.7333333333333334,666002.9998601868,6065651.003811634,"0,2; 1,2; 0,8","Total","Jern"," =",0.17,"mg/l",9999999,NA,2
30000038,"Søvigsund Sø /001 - vandkemi","Søvigsund Sø","03.05.2022 12.00.00 +02:00","Sø","Enkeltprøve",0.2,453739.0000389568,6170468.0036712205,"0,2","Total","Nitrogen,total N"," =",1.2,"mg/l",0.02,NA,2
32000011,"Engelsholm Sø - vandkemi","Engelsholm Sø","17.02.2009 12.00.00 +01:00","Sø","Enkeltprøve",0.2,520068.9999831031,6174893.003667407,"0,2","Total","Glødetab,susp.stof"," =",4.7,"mg/l",9999999,NA,2
16000038,"FERRING SØ, Vandkemi","Ferring Sø","09.06.1999 12.00.00 +02:00","Sø","Blandingsprøve",0.6,447186.0000442562,6268201.0035367645,"1; 0,2","Total","Glødetab,susp.stof"," =",106,"mg/l",9999999,NA,2
41000006,"Nordborg Sø /001 - vandkemi","Nordborg Sø","29.05.2002 12.00.00 +02:00","Sø","Blandingsprøve",3.05,548150.9999593834,6101697.003765657,"2; 6; 0,2; 4","Opløst - filtrat fra filtrering","Nitrit+nitrat-N"," =",0.36,"mg/l",9999999,NA,2
45000027,"Langesø /002","Langesø","07.04.1997 12.00.00 +02:00","Sø","Blandingsprøve",1.3166666666666669,575711.9999361922,6143790.003710112,"0,2; 2,5; 1,25","Total","Konduktivitet"," =",48.7,"mS/m",9999999,NA,2
45000023,"BRAHETROLLEBORG SLOTSSØ ST AMT","Brahetrolleborg slotssø","21.07.2003 12.00.00 +02:00","Sø","Enkeltprøve",0.2,586000.9999274741,6112584.003751786,"0,2","Total","Suspenderede stoffer"," =",22,"mg/l",9999999,NA,2
62000032,"VANDVÆRKS MOSE AMT ST","Vandværks mose","18.09.1995 12.00.00 +02:00","Sø","Enkeltprøve",0.2,648623.9998747574,6077694.00379714,"0,2","Opløst - filtrat fra filtrering","Nitrit+nitrat-N"," =",0.09,"mg/l",9999999,NA,2
52000011,"FUGLESØ-FREDERIKSBORG AMTS ST.","Fuglesø ved stenløse","28.06.1995 12.00.00 +02:00","Sø","Blandingsprøve",0.4000000000000001,702077.999830008,6184754.003646545,"0; 0,4; 0,8","Total","Suspenderede stoffer"," =",10,"mg/l",9999999,NA,2
27000011,"TEBSTRUP SØ","Tebstrup Sø","19.06.2002 12.00.00 +02:00","Sø","Blandingsprøve",15.5,554539.9999541298,6201824.003630546,"14,5; 15,5; 16,5","Opløst - filtrat fra filtrering","Ortho-phosphat-P"," =",0.023,"mg/l",9999999,NA,2
45000018,"Arreskov Sø /004","Arreskov Sø","03.05.2016 12.00.00 +02:00","Sø","Blandingsprøve",1.3666666666666665,583298.9999297527,6113387.003750695,"2,6; 1,3; 0,2","Opløst - filtrat fra filtrering","Silicium"," =",0.043,"mg/l",0.005,NA,3
49000314,"Frederiksborg Slotssø-6154","Frederiksborg slotsø","14.10.1999 12.00.00 +02:00","Sø","Enkeltprøve",0.2,706060.9998266569,6203822.003618662,"0,2","Total","Chlorophyl (ukorrigeret)"," =",9,"µg/l",9999999,NA,2
51000135,"ETDAM AMT ST","Etdam","11.07.2019 12.00.00 +02:00","Sø","Enkeltprøve",0.2,639229.9998828867,6177830.003664152,"0,2","Total","Suspenderede stoffer"," =",37,"mg/l",2,NA,3
4000006,"VANDPLASKEN - vandkemi","Vandplasken","15.06.2022 12.00.00 +02:00","Sø","Enkeltprøve",0.2,552667.9999562526,6375452.003376274,"0,2","Opløst - filtrat fra filtrering","Farvetal-Pt"," =",58,"mg Pt/l",1,NA,2
51000005,"MAGLESØ, kemi","Maglesø v. brorfelde","05.07.2022 12.00.00 +02:00","Sø","Blandingsprøve",1.1,669463.9998571471,6168553.003672639,"0,2; 2","Partikelbundet - fra filteret","Glødetab,susp.stof"," =",1.2,"mg/l",1,NA,2
20000016,"FLYNDERSØ, SYDLIGE DEL, Vandkemi","Flyndersø, syd","30.06.2003 12.00.00 +02:00","Sø","Enkeltprøve",9,493249.00000565994,6259883.003548378,"9","Opløst - filtrat fra filtrering","Ortho-phosphat-P"," =",0.086,"mg/l",9999999,NA,2
21000355,"RAVNSØ, MIDT -- RAV1 - vandkemi","Ravnsø","11.06.1998 12.00.00 +02:00","Sø","Enkeltprøve",20,552518.9999558639,6218243.003607626,"20","Ej oplyst","Nitrogen,total N"," =",3.56,"mg/l",9999999,NA,2
52000013,"GUNDSØMAGLE SØ ST AMT","Østrup-gundsømagle Sø","05.09.2005 12.00.00 +02:00","Sø","Blandingsprøve",0.6749999999999999,700367.9998314561,6180364.003653126,"0,2; 1,15","Opløst - filtrat fra filtrering","Farvetal-Pt"," =",37,"mg Pt/l",9999999,NA,2
51000005,"MAGLESØ, kemi","Maglesø v. brorfelde","27.04.1989 12.00.00 +02:00","Sø","Blandingsprøve",2.4,669463.9998575082,6168553.003675066,"2,5; 0,2; 4,5","Ej oplyst","Silicium"," =",0.04,"mg/l",9999999,NA,2
47000318,"TRYGGELEV NOR VEST MC ST 2","Tryggelev nor vest","12.08.2009 12.00.00 +02:00","Sø","Blandingsprøve",0.3666666666666667,606769.9999099374,6073340.003803112,"0,2; 0,6; 0,3","Total","pH"," =",8.55,"pH",9999999,NA,2
43000037,"ORESTRAND AMT ST","Orestrand","28.04.2011 12.00.00 +02:00","Sø","Enkeltprøve",0.2,574438.9999372957,6160520.003687501,"0,2","Total","Glødetab,susp.stof"," =",89,"mg/l",9999999,NA,2
21000270,"LOLDRUP SØ, Vandkemi","Loldrup Sø","17.07.2019 12.00.00 +02:00","Sø","Blandingsprøve",0.6866666666666666,527688.9999767871,6260763.0035472,"0,2; 0,62; 1,24","Total","Konduktivitet"," =",42.5,"mS/m",1,NA,3
51000005,"MAGLESØ, kemi","Maglesø v. brorfelde","30.04.2020 12.00.00 +02:00","Sø","Enkeltprøve",0.1,669463.9998575082,6168553.003675066,"0,1","Total","Nitrogen,total N"," =",1,"mg/l",0.02,NA,2
21000355,"RAVNSØ, MIDT -- RAV1 - vandkemi","Ravnsø","06.10.2016 12.00.00 +02:00","Sø","Blandingsprøve",21.4,552518.9999558639,6218243.003607626,"14; 18; 25; 22; 28","Opløst - filtrat fra filtrering","Nitrit+nitrat-N"," =",1.4,"mg/l",0.005,NA,3
53000111,"RINGBÆK SØ DYBESTE STED","Ringbæk Sø","01.06.1989 12.00.00 +02:00","Sø","Blandingsprøve",0.6666666666666666,714321.9998193504,6168471.003664729,"0,2; 0,6; 1,2","Total","Phosphor, total-P"," =",0.09,"mg/l",9999999,NA,2
19000019,"BREDMOSE VIBORG, Vandkemi","Bredmose viborg","09.06.2004 12.00.00 +02:00","Sø","Blandingsprøve",0.7166666666666668,518118.99998480815,6258723.0035500685,"0,65; 1,3; 0,2","Total","pH"," =",6.8,"pH",9999999,NA,2
18000010,"ØRSLEVKLOSTER SØ, Vandkemi","Ørslevkloster Sø","14.05.2008 12.00.00 +02:00","Sø","Blandingsprøve",0.6666666666666666,516258.99998638016,6272943.003529665,"1,2; 0,2; 0,6","Total","Salinitet"," =",3.2,"promille",9999999,NA,2
57000116,"MORTENSTRUP SØ, kemi","Mortenstrup Sø","16.05.2019 12.00.00 +02:00","Sø","Enkeltprøve",0.5,681218.9998475934,6158294.003687531,"0,5","Total","Alkalinitet,total TA"," =",3.2,"mmol/l",0.05,NA,3
21000372,"VELLING IGELSØ, midt - vandkemi","Velling igelsø","18.05.1995 12.00.00 +02:00","Sø","Enkeltprøve",13,532506.9999726726,6211090.003617445,"13","Opløst - filtrat fra filtrering","Ammoniak+ammonium-N"," =",0.052,"mg/l",9999999,NA,2
25003751,"GRUSGRAV N VED LYNE, Vandkemi","Grusgrav N ved Lyne","18.05.2017 12.00.00 +02:00","Sø","Enkeltprøve",3.9,467937.00002698274,6187094.003650717,"3,9","Total","Phosphor, total-P"," =",0.055,"mg/l",0.003,NA,3
21000355,"RAVNSØ, MIDT -- RAV1 - vandkemi","Ravnsø","30.04.1998 12.00.00 +02:00","Sø","Enkeltprøve",10,552518.9999558639,6218243.003607626,"10","Opløst - filtrat fra filtrering","Ammoniak+ammonium-N"," =",0.009,"mg/l",9999999,NA,2
23000149,"VANDHUL NORDØST FOR STENVAD","Vandhul nordøst for stenvad","02.04.2001 12.00.00 +02:00","Sø","Enkeltprøve",0.2,601070.9999152694,6259007.003550582,"0,2","Ej oplyst","Nitrogen,total N"," =",6.7,"mg/l",9999999,NA,2
16000059,"MELLEMVESE, Vandkemi","Mellemvese","10.07.2019 12.00.00 +02:00","Sø","Enkeltprøve",0.2,448989.0000427374,6271000.003532723,"0,2","Total","Nitrogen,total N"," =",4.6,"mg/l",0.02,NA,3
21000270,"LOLDRUP SØ, Vandkemi","Loldrup Sø","17.05.1995 12.00.00 +02:00","Sø","Blandingsprøve",0.7666666666666666,527688.9999767871,6260763.0035472,"0,7; 0,2; 1,4","Total","Ammoniak+ammonium-N"," =",0.05700000270735472,"mg/l",9999999,NA,2
16000057,"EGGESØ, Vandkemi","Egge Sø","31.10.1994 12.00.00 +01:00","Sø","Blandingsprøve",0,490804.0000077076,6264438.003541861,"0","Total","pH"," =",6.21,"pH",9999999,NA,2
49000042,"ARRESØ, kemi","Arresø","30.11.1999 12.00.00 +01:00","Sø","Blandingsprøve",0.6666666666666666,693897.9998371173,6209574.003614174,"0,6; 1,2; 0,2","Opløst - filtrat fra filtrering","Ammoniak+ammonium-N"," =",0.99,"mg/l",9999999,NA,2
53000051,"PEBLINGSØ  KOM ST","Peblingesø","17.07.2007 12.00.00 +02:00","Sø","Puljet prøve / vertikal serie",0.6,723896.999810857,6176639.003648963,"1; 0,2","Total","Chlorophyl A"," =",6.45,"µg/l",9999999,NA,1
60000008,"MAGLEMOSEN,MERN","Maglemosen","25.09.1997 12.00.00 +02:00","Sø","Blandingsprøve",0.35,694597.9998361829,6105431.003755859,"0,5; 0,2","Total","Nitrogen,total N"," =",2.38,"mg/l",9999999,NA,2
51000005,"MAGLESØ, kemi","Maglesø v. brorfelde","19.01.2022 12.00.00 +01:00","Sø","Blandingsprøve",2.066666666666667,669463.9998571471,6168553.003672639,"4; 2; 0,2","Opløst - filtrat fra filtrering","Nitrit+nitrat-N"," =",0.17,"mg/l",0.005,NA,2
18000028,"FUSSING SØ MIDT ","Fussing Sø","23.04.1982 12.00.00 +02:00","Sø","Enkeltprøve",0,553786.9999549013,6258768.003550291,"0","Ej oplyst","Phosphor, total-P"," =",0.11,"mg/l",9999999,NA,2
15000007,"KJELLERUP SØ - vandkemi","Kjellerup Sø","15.07.1993 12.00.00 +02:00","Sø","Enkeltprøve",0.2,561058.999948852,6273360.003529451,"0,2","Total","Oxygen indhold"," =",12.7,"mg/l",9999999,NA,2
21000263,"HALD SØ, Vandkemi","Hald Sø","09.07.2001 12.00.00 +02:00","Sø","Enkeltprøve",0.2,520998.9999823817,6247723.003565765,"0,2","Total","Ammoniak+ammonium-N"," =",0.0050000002374872565,"mg/l",9999999,NA,2
57000017,"BAVELSE SØ, kemi","Bavelse Sø","25.07.2025 12.00.00 +02:00","Sø","Blandingsprøve",2.066666666666667,667069.0188557943,6135190.927399562,"0,2; 2; 4","Partikelbundet - fra filteret","Chlorophyl (ukorrigeret)"," =",21,"µg/l",0.3,0.9,2
57000114,"JYSTRUP SØ HOVED ST","Jystrup Sø","18.08.2016 12.00.00 +02:00","Sø","Blandingsprøve",0.5666666666666667,681118.9998476695,6156194.003690397,"1; 0,5; 0,2","Opløst - filtrat fra filtrering","Nitrit+nitrat-N","<",0.005,"mg/l",0.005,NA,3
53000036,"UTTERSLEV MOSE, ØSTLIGE BASSIN, kemi","Utterslev mose","03.08.1999 12.00.00 +02:00","Sø","Puljet prøve / vertikal serie",0.5,720911.99981354,6180567.003645008,"0,5","Total","Alkalinitet,total TA"," =",4.4,"mmol/l",9999999,NA,2
21000365,"MOSSØ - vandkemi","Mossø","28.07.1981 12.00.00 +02:00","Sø","Enkeltprøve",0,549549.9999583433,6210472.003618455,"0","Ej oplyst","EOX"," =",0.9,"g/(m2*d)",9999999,NA,2
1000035,"NORS SØ - vandkemi","Norssø","24.10.2011 12.00.00 +02:00","Sø","Blandingsprøve",3.05,476319.00001976633,6320842.003460006,"2; 4; 6; 0,2","Total","Suspenderede stoffer"," =",3.7,"mg/l",0.5,NA,3
