"Stedtekst","Dato","Medie","Dybde","Målested, x-koordinat","Målested, y-koordinat","Parameter","Resultat-attribut","Resultat","Enhed","Kvalitetsmærke"
"TISSØ, kemi","02.08.2004 12.00.00 +02:00","Vandløb",11.17,644295,6162469,"Oxygen indhold"," =",4.51,"mg/l",2
"GLENSTRUP SØ - vandkemi","20.05.2021 12.00.00 +02:00","Vandløb",16,553293.678104935,6272307.584143105,"Oxygen indhold","",9.22,"mg/l",2
"SJÆLSØ","06.05.1981 12.00.00 +02:00","Vandløb",2,715252,6196623,"Oxygenmætning"," =",115,"pct",2
"Kvie Sø - vandkemi","13.08.2012 12.00.00 +02:00","Vandløb",1,485559,6175543,"Oxygen indhold"," =",9.1,"mg/l",2
"GRUSGRAVSØ 5.17 AMT ST","10.07.2007 12.00.00 +02:00","Vandløb",3.5,597415,6131785,"Oxygenmætning"," =",2,"pct",2
"Nørresø, Fyn /001, vandkemi, sediment","07.08.2024 12.00.00 +02:00","Vandløb",1.59,587917.0410109077,6112007.087992507,"Oxygen indhold","",9.02,"mg/l",2
"KIELSTRUP SØ - vandkemi","01.06.2023 12.00.00 +02:00","Vandløb",2.01,557739.0142364448,6280648.9163128,"Oxygenmætning","",132.2489,"pct",2
"Stilling Solbjerg Sø, SYD FOR KOLLEN","18.04.2012 12.00.00 +02:00","Vandløb",6.97,565236,6213113,"Oxygen indhold"," =",13.1,"mg/l",2
"KNUD SØ, ØST - Kemistation","22.05.1990 12.00.00 +02:00","Vandløb",27,547982,6217718,"Oxygen indhold"," =",4.4,"mg/l",2
"BAGSVÆRD SØ, kemi","20.08.1996 12.00.00 +02:00","Vandløb",2.5,717383,6185871,"Oxygen indhold"," =",4.4,"mg/l",2
"Vedsted Sø - vandkemi","19.05.2005 12.00.00 +02:00","Vandløb",11,523233,6116144,"Oxygenmætning"," =",4.5,"pct",2
"SØBY SØ, MIDTJYLLAND, Vandkemi","20.03.2025 12.00.00 +01:00","Vandløb",5.6,504515.0399677128,6211703.980554111,"Oxygen indhold","",12.56,"mg/l",2
"SØHOLM SØ /001","27.07.1999 12.00.00 +02:00","Vandløb",7,571863,6125861,"Oxygenmætning"," =",1,"pct",2
"FURESØ, kemi","01.06.1995 12.00.00 +02:00","Vandløb",17,714084,6189179,"Oxygenmætning"," =",92,"pct",2
"BRASSØ, BRA 1","12.07.2005 12.00.00 +02:00","Vandløb",6,536232,6221992,"Oxygenmætning"," =",5,"pct",2
"RAVNSØ, MIDT -- RAV1 - vandkemi","07.09.1989 12.00.00 +02:00","Vandløb",29,552519,6218243,"Oxygen indhold"," =",0.1,"mg/l",2
"RAVNSØ, MIDT -- RAV1 - vandkemi","16.01.2002 12.00.00 +01:00","Vandløb",3.1,552519,6218243,"Oxygen indhold"," =",11.9,"mg/l",2
"HALD SØ ST.3","22.06.1994 12.00.00 +02:00","Vandløb",1,521059,6249273,"Oxygen indhold"," =",11.2,"mg/l",2
"ARRESØ, kemi","11.06.2002 12.00.00 +02:00","Vandløb",4,693898,6209574,"Oxygen indhold"," =",9.2,"mg/l",2
"VIBORG NØRRESØ, Vandkemi","23.06.1993 12.00.00 +02:00","Vandløb",3,526649,6257983,"Oxygen indhold"," =",10.3,"mg/l",2
"KIMMERSLEV SØ, kemi","24.08.2004 12.00.00 +02:00","Vandløb",4,688780,6153065,"Oxygen indhold"," =",9.1,"mg/l",2
"Skanderborg Sø - vandkemi","13.03.2001 12.00.00 +01:00","Vandløb",10,557952,6207834,"Oxygenmætning"," =",114,"pct",2
"Rygbjerg Sø - vandkemi","22.08.1996 12.00.00 +02:00","Vandløb",0.2,522378,6116429,"Oxygen indhold"," =",9.3,"mg/l",2
"FUSSING SØ MIDT ","30.04.2009 12.00.00 +02:00","Vandløb",23.99,553787,6258768,"Oxygenmætning"," =",99.6,"pct",2
"SØBO SØ, vandkemi","22.05.1989 12.00.00 +02:00","Vandløb",4,576888,6118630,"Oxygen indhold"," =",6,"mg/l",2
"ESRUM SØ, kemi","20.10.1987 12.00.00 +01:00","Vandløb",20,711305,6213072,"Oxygen indhold"," =",10.4,"mg/l",2
"FUGLESØ-FREDERIKSBORG AMTS ST.","31.07.1997 12.00.00 +02:00","Vandløb",1,702078,6184754,"Oxygenmætning"," =",130,"pct",2
"HOLSTEBRO VANDKRAFTSØ, Vandkemi","28.11.1995 12.00.00 +01:00","Vandløb",0.25,479740,6245300,"Oxygenmætning"," =",100,"pct",2
"NORS SØ - vandkemi","03.06.2008 12.00.00 +02:00","Vandløb",10,476319,6320842,"Oxygen indhold"," =",9,"mg/l",3
"TORUP SØ - vandkemi","04.10.2004 12.00.00 +02:00","Vandløb",0.17,526958,6208210,"Oxygenmætning"," =",91,"pct",2
"FIBO SØ, Vandkemi","28.07.2009 12.00.00 +02:00","Vandløb",1.01,474476,6211161,"Oxygen indhold"," =",8.6,"mg/l",1
"BORBJERG MØLLESØ, Vandkemi","15.07.2019 12.00.00 +02:00","Vandløb",0.2,485144,6251534,"Oxygen indhold"," =",9.49,"mg/l",3
"THORSØ, MIDT  THO1 - vandkemi","20.09.2007 12.00.00 +02:00","Vandløb",4,532734,6220120,"Oxygenmætning"," =",96,"pct",2
"Furesø-3007","24.07.2003 12.00.00 +02:00","Vandløb",25.52,713292,6189209,"Oxygen indhold"," =",8.45,"mg/l",2
"KULSØ, NØRRE SNEDE, Vandkemi","20.06.2011 12.00.00 +02:00","Vandløb",3.27,520106,6198657,"Oxygen indhold"," =",10,"mg/l",2
"SARUP SØ ST AMT","07.08.1992 12.00.00 +02:00","Vandløb",1,567954,6118169,"Oxygen indhold"," =",8.9,"mg/l",2
"126-soe-001","18.07.2024 12.00.00 +02:00","Vandløb",0.29,735932.2082438717,6174826.360656502,"Oxygenmætning","",96.1313,"pct",2
"Grindsted Engsø /001 - vandkemi","16.11.2020 12.00.00 +01:00","Vandløb",1,492563,6179380,"Oxygen indhold"," =",10.99,"mg/l",2
"RØGBØLLE SØ, SYDB, kemi","19.04.2010 12.00.00 +02:00","Vandløb",0.21,666003,6065651,"Oxygen indhold"," =",12.31,"mg/l",2
"BORUP SØ ST AMT","20.08.1991 12.00.00 +02:00","Vandløb",1,687544,6154115,"Oxygen indhold"," =",8.9,"mg/l",2
"MARIBO SØNDERSØ, kemi","01.07.2002 12.00.00 +02:00","Vandløb",1,661571,6070255,"Oxygenmætning"," =",69,"pct",2
"SNORREBAKKESØ","23.06.2021 12.00.00 +02:00","Vandløb",11,865357.9994981254,6121169.003365579,"Oxygen indhold"," =",4.76,"mg/l",2
"NORS SØ - vandkemi","20.08.2012 12.00.00 +02:00","Vandløb",17,476319,6320842,"Oxygenmætning"," =",17.1,"pct",2
"VOERBJERG LERGRAV - vandkemi","14.09.2015 12.00.00 +02:00","Vandløb",8,554305,6328226,"Oxygen indhold"," =",7.14,"mg/l",2
"RAVNSØ, MIDT -- RAV1 - vandkemi","19.05.2020 12.00.00 +02:00","Vandløb",19.9,552519,6218243,"Oxygen indhold"," =",8.9,"mg/l",2
"UTTERSLEV MOSE, VESTLIG BASSIN","25.10.2023 12.00.00 +02:00","Vandløb",1.1,719438.9998064459,6179850.003863373,"Oxygenmætning","",82.5,"pct",1
"Stallerup Sø - vandkemi","20.06.2013 12.00.00 +02:00","Vandløb",1,526538,6153355,"Oxygenmætning"," =",120,"pct",2
"STRANDHOLM SØ","02.09.1999 12.00.00 +02:00","Vandløb",0.2,652763,6058187,"Oxygen indhold"," =",10.66,"mg/l",2
"EMDRUP SØ AMTST","08.05.2007 12.00.00 +02:00","Vandløb",0.2,723176,6180953,"Oxygen indhold"," =",9.4,"mg/l",2
"NORDBY SØ ST AMT","02.07.2025 12.00.00 +02:00","Vandløb",0.5,561051.0129994939,6123650.999076192,"Oxygen indhold","",16.94,"mg/l",2
"BUNDLØS,MERN","12.08.1998 12.00.00 +02:00","Vandløb",0.5,689999,6107002,"Oxygen indhold"," =",3.6,"mg/l",2
"SKARRESØ Kemistation","12.06.2007 12.00.00 +02:00","Vandløb",2,649416,6169795,"Oxygen indhold"," =",20.8,"mg/l",2
"VIRKET SØ, kemi","21.06.2005 12.00.00 +02:00","Vandløb",1.5,690400,6080263,"Oxygen indhold"," =",14.63,"mg/l",2
"BASTRUP SØ, kemi","17.07.1984 12.00.00 +02:00","Vandløb",0,704828,6190664,"Oxygenmætning"," =",92,"pct",2
"FURESØ, kemi","01.10.1992 12.00.00 +01:00","Vandløb",4,714084,6189179,"Oxygen indhold"," =",9.5,"mg/l",2
"VEJLESØ, MIDT","12.06.2003 12.00.00 +02:00","Vandløb",4,717014,6190183,"Oxygen indhold"," =",0.41,"mg/l",2
"Ulstrup Langsø - vandkemi","18.02.2004 12.00.00 +01:00","Vandløb",11,599932,6236803,"Oxygenmætning"," =",93,"pct",2
"NIELSTRUP SØ, (RØNNEDE)","19.05.1998 12.00.00 +02:00","Vandløb",0.2,690900,6131086,"Oxygenmætning"," =",111,"pct",2
"Store Øresø /001, vandkemi, sediment","17.05.2006 12.00.00 +02:00","Vandløb",0.2,582710,6108840,"Oxygen indhold"," =",7.2,"mg/l",2
"KULSØ, NØRRE SNEDE, Vandkemi","08.06.2017 12.00.00 +02:00","Vandløb",1,520106,6198657,"Oxygenmætning"," =",101.1,"pct",3
"Dons Søndersø - vandkemi","11.08.2025 12.00.00 +02:00","Vandløb",0.19,526989.0073953408,6155548.945806657,"Oxygenmætning","",156.72,"pct",2
"SUNDS SØ, Vandkemi","17.02.1988 12.00.00 +01:00","Vandløb",0.2,501979,6229849,"Oxygenmætning"," =",98,"pct",2
"GRUSGRAVSSØ 1","03.06.1992 12.00.00 +02:00","Vandløb",8,598126,6133118,"Oxygenmætning"," =",3,"pct",2
"BRYRUP LANGSØ,  BRY 1","08.05.1990 12.00.00 +02:00","Vandløb",5,532693,6208262,"Oxygen indhold"," =",7.9,"mg/l",2
"HELLESØ, Vandkemi","27.11.2002 12.00.00 +01:00","Vandløb",0.2,493446,6257475,"Oxygenmætning"," =",90,"pct",2
"TEBSTRUP SØ","15.05.2019 12.00.00 +02:00","Vandløb",1,554540,6201824,"Oxygenmætning"," =",96,"pct",3
"HALD SØ, Vandkemi","20.01.2003 12.00.00 +01:00","Vandløb",13,520999,6247723,"Oxygen indhold"," =",12.5,"mg/l",2
"BORBJERG MØLLESØ, Vandkemi","21.05.1997 12.00.00 +02:00","Vandløb",0.25,485144,6251534,"Oxygenmætning"," =",76,"pct",2
"HALD SØ, Vandkemi","21.09.1998 12.00.00 +02:00","Vandløb",0.2,520999,6247723,"Oxygen indhold"," =",10.3,"mg/l",2
"Sjælsø vest","27.06.1995 12.00.00 +02:00","Vandløb",0.5,714469,6196649,"Oxygen indhold"," =",9.2,"mg/l",2
"Nørresø, Fyn /001, vandkemi, sediment","27.05.1992 12.00.00 +02:00","Vandløb",3,587917,6112007,"Oxygenmætning"," =",123,"pct",2
"FURESØ, kemi","13.08.2009 12.00.00 +02:00","Vandløb",32,714084,6189179,"Oxygen indhold"," =",6.3,"mg/l",2
"Nørresø, Fyn /001, vandkemi, sediment","15.11.2000 12.00.00 +01:00","Vandløb",2,587917,6112007,"Oxygenmætning"," =",80.8,"pct",2
"STRANDBY SØ - Kemi","02.05.2000 12.00.00 +02:00","Vandløb",1,684074,6070693,"Oxygenmætning"," =",92,"pct",2
"HAMPEN SØ, Vandkemi","05.07.2007 12.00.00 +02:00","Vandløb",5.01,524669,6208043,"Oxygenmætning"," =",86.8,"pct",2
"Mørke Mosesø N - vandkemi","23.06.1993 12.00.00 +02:00","Vandløb",0.5,583239,6244843,"Oxygen indhold"," =",11.6,"mg/l",2
"Fårup Sø - vandkemi","03.10.1995 12.00.00 +01:00","Vandløb",10,525369,6176393,"Oxygenmætning"," =",104,"pct",2
"VEDSTED SØ AMT ST 2","14.07.1997 12.00.00 +02:00","Vandløb",7.98,523151,6116246,"Oxygenmætning"," =",12.3,"pct",2
"OLLERUP SØ AMTST.1","08.07.1998 12.00.00 +02:00","Vandløb",0.5,594808,6103529,"Oxygen indhold"," =",10.7,"mg/l",2
"SØBO SØ, vandkemi","12.09.2024 12.00.00 +02:00","Vandløb",3.86,576888.0422766963,6118630.0164778,"Oxygen indhold","",4.57,"mg/l",2
"FURESØEN STOREKALV AMT ST","19.06.1975 12.00.00 +01:00","Vandløb",3,715762,6190674,"Oxygen indhold"," =",9.6,"mg/l",2
"TISSØ, kemi","14.12.1992 12.00.00 +01:00","Vandløb",0,644295,6162469,"Oxygenmætning"," =",95,"pct",2
"Gråsten Slotssø - vandkemi","27.11.2014 12.00.00 +01:00","Vandløb",1,537772,6086237,"Oxygen indhold"," =",8.97,"mg/l",2
"ARRESØ, kemi","17.05.2010 12.00.00 +02:00","Vandløb",2,693898,6209574,"Oxygenmætning"," =",98,"pct",2
"Store Søgård Sø - vandkemi","08.05.2012 12.00.00 +02:00","Vandløb",6,528587,6087722,"Oxygen indhold"," =",2.74,"mg/l",2
"FURESØ, kemi","24.10.2019 12.00.00 +02:00","Vandløb",35,714084,6189179,"Oxygenmætning"," =",0,"pct",3
"NORS SØ - vandkemi","13.03.2003 12.00.00 +01:00","Vandløb",6,476319,6320842,"Oxygen indhold"," =",13.2,"mg/l",2
"Nørresø, Fyn /001, vandkemi, sediment","20.06.2006 12.00.00 +02:00","Vandløb",3,587917,6112007,"Oxygenmætning"," =",32,"pct",2
"ARRESØ, kemi","14.03.2016 12.00.00 +01:00","Vandløb",4,693898,6209574,"Oxygen indhold"," =",14,"mg/l",3
"LYNGBY SØ,SØPROMENADEN","18.07.1974 12.00.00 +01:00","Vandløb",0.2,718919,6186468,"Oxygenmætning"," =",129,"pct",2
"SØHOLM SØ /001","13.02.1995 12.00.00 +01:00","Vandløb",5,571863,6125861,"Oxygen indhold"," =",12.4,"mg/l",2
"HINGE SØ - vandkemi","10.06.2002 12.00.00 +02:00","Vandløb",0.2,531019,6234743,"Oxygen indhold"," =",12.5,"mg/l",2
"BRABRAND SØ, VESTBASS","29.05.2020 12.00.00 +02:00","Vandløb",1.5,568689,6222983,"Oxygenmætning"," =",100,"pct",2
"SØ VED DØJRINGE MC ST","15.05.2014 12.00.00 +02:00","Vandløb",0.2,661390,6152450,"Oxygenmætning"," =",126,"pct",2
"A4S","11.07.2006 12.00.00 +02:00","Vandløb",3,463253,6218110,"Oxygenmætning"," =",89,"pct",2
"HAMPEN SØ, Vandkemi","18.08.2010 12.00.00 +02:00","Vandløb",9.56,524669,6208043,"Oxygenmætning"," =",19,"pct",2
"FURESØ, kemi","08.08.1983 12.00.00 +02:00","Vandløb",31,714084,6189179,"Oxygenmætning"," =",9,"pct",2
"Skee Mose, kemi","02.05.2024 12.00.00 +02:00","Vandløb",2.14,676805.9796164015,6157036.008636397,"Oxygen indhold","",10.4542,"mg/l",2
"Nørresø, Fyn /004, sediment","02.08.1994 12.00.00 +02:00","Vandløb",0.2,587900,6112247,"Oxygenmætning"," =",139,"pct",2
"STUBBE SØ, MIDT -- STV5","30.05.2011 12.00.00 +02:00","Vandløb",2.03,604655,6235720,"Oxygenmætning"," =",92.6,"pct",2
"KNUD SØ, ØST - Kemistation","24.09.2025 12.00.00 +02:00","Vandløb",23,547981.9608128633,6217717.920106421,"Oxygen indhold","",0,"mg/l",2
"DONSE STOREDAM, kemi","15.04.2010 12.00.00 +02:00","Vandløb",2,712661,6199630,"Oxygenmætning"," =",103,"pct",2
"SØNDERSØ, kemi","17.11.1993 12.00.00 +01:00","Vandløb",1,710238,6186185,"Oxygen indhold"," =",12.3,"mg/l",2
"KILEN, Vandkemi","25.08.2016 12.00.00 +02:00","Vandløb",4,473293,6261767,"Oxygenmætning"," =",0.6,"pct",3
"SILKEBORG LANGSØ,VESTB - SIL4","14.06.2011 12.00.00 +02:00","Vandløb",2.04,532164,6224755,"Oxygenmætning"," =",95.2,"pct",2
"VEJLSØ MIDT","27.08.2008 12.00.00 +02:00","Vandløb",2,534698,6223046,"Oxygenmætning"," =",91,"pct",2
"ØRNSØ  - vandkemi","16.08.1990 12.00.00 +02:00","Vandløb",5,532481,6223358,"Oxygenmætning"," =",11,"pct",2
"Sortesø /001, Fyn","11.07.1995 12.00.00 +02:00","Vandløb",2.5,583515,6108993,"Oxygenmætning"," =",1,"pct",2
"SØNDERSØ, kemi","26.08.1992 12.00.00 +02:00","Vandløb",6,710238,6186185,"Oxygenmætning"," =",87.3,"pct",2
"KULSØ, NØRRE SNEDE, Vandkemi","20.06.2011 12.00.00 +02:00","Vandløb",3.01,520106,6198657,"Oxygen indhold"," =",10.1,"mg/l",2
"SJÆLSØ","14.07.1999 12.00.00 +02:00","Vandløb",2,715252,6196623,"Oxygenmætning"," =",102,"pct",2
"SORTEDAMSSØ NORD-BAS, kemi","26.03.2021 12.00.00 +01:00","Vandløb",2,724715.9998018866,6177956.003866275,"Oxygenmætning","",110.6,"pct",1
"BRYRUP LANGSØ,  BRY 1","11.03.1998 12.00.00 +01:00","Vandløb",6,532693,6208262,"Oxygen indhold"," =",13,"mg/l",2
"ENGETVED SØ AMT ST","19.09.2017 12.00.00 +02:00","Vandløb",1,534876,6212844,"Oxygen indhold"," =",6.6,"mg/l",3
"TEBSTRUP SØ","12.09.1991 12.00.00 +02:00","Vandløb",12,554540,6201824,"Oxygen indhold"," =",0.1,"mg/l",2
"BORRESØ, BOR1","22.09.2021 12.00.00 +02:00","Vandløb",1,537878.0011331239,6220827.007235515,"Oxygenmætning","",68.03,"pct",2
"Keldsnor /001, vandkemi, sediment","29.06.2006 12.00.00 +02:00","Vandløb",0.9,609890,6065908,"Oxygenmætning"," =",129,"pct",2
"HARALDSTED LANGESØ, hovedstation","14.08.2014 12.00.00 +02:00","Vandløb",8.98,674662,6152198,"Oxygen indhold"," =",8.7,"mg/l",2
"LAXEGAARD SØ VEST, Vandkemi","27.08.2024 12.00.00 +02:00","Vandløb",0.21,471019.96599174326,6198194.9284202745,"Oxygen indhold","",6.3386,"mg/l",2
"Skanderborg Sø - vandkemi","27.07.2015 12.00.00 +02:00","Vandløb",14.38,557952,6207834,"Oxygenmætning"," =",78.8,"pct",2
"SLÅEN SØ - vandkemi","28.11.1989 12.00.00 +01:00","Vandløb",8,538285,6219967,"Oxygenmætning"," =",75,"pct",2
"HOVEDSØ, AVERNAKØ","31.05.2007 12.00.00 +02:00","Vandløb",0.2,579211,6099205,"Oxygenmætning"," =",121,"pct",2
"SØ I ØRSTEDSPARKEN","10.08.2020 12.00.00 +02:00","Vandløb",1,724158.9998023572,6176385.003868424,"Oxygenmætning","",101.8,"pct",1
"SORTEDAMS SØ SYD BAS AMTST","01.10.2003 12.00.00 +02:00","Vandløb",0.2,724214,6177260,"Oxygen indhold"," =",7.6,"mg/l",2
"Jels Nedersø - vandkemi","03.07.2013 12.00.00 +02:00","Vandløb",1,513937,6135204,"Oxygenmætning"," =",92.3,"pct",2
"HANNEBJERG MOSE,NORDVEST BASSI","19.07.1993 12.00.00 +02:00","Vandløb",1.5,610684,6079454,"Oxygen indhold"," =",5.6,"mg/l",2
"BUE SØ, kemi","22.09.1994 12.00.00 +02:00","Vandløb",3,688018,6170184,"Oxygen indhold"," =",6,"mg/l",2
"KILEN, Vandkemi","05.08.1992 12.00.00 +02:00","Vandløb",2,473293,6261767,"Oxygenmætning"," =",126,"pct",1
"TYSTRUP SØ, kemi","01.04.1997 12.00.00 +02:00","Vandløb",1,663916,6137795,"Oxygenmætning"," =",95,"pct",2
"Jægerum Sø - vandkemi","21.09.2017 12.00.00 +02:00","Vandløb",0.2,534489,6329541,"Oxygen indhold"," =",9.88,"mg/l",3
"SØHOLM SØ /001","13.01.2014 12.00.00 +01:00","Vandløb",4,571863,6125861,"Oxygenmætning"," =",91,"pct",2
"FURESØ, kemi","06.03.1997 12.00.00 +01:00","Vandløb",14,714084,6189179,"Oxygen indhold"," =",14.1,"mg/l",2
"FURESØ, kemi","27.08.1992 12.00.00 +02:00","Vandløb",34,714084,6189179,"Oxygenmætning"," =",0,"pct",2
"STUBBERGÅRD SØ, Vandkemi","09.07.2009 12.00.00 +02:00","Vandløb",9.13,495462,6253704,"Oxygenmætning"," =",115,"pct",2
"Kvie Sø - vandkemi","05.04.2017 12.00.00 +02:00","Vandløb",0.2,485559,6175543,"Oxygen indhold"," =",10.93,"mg/l",3
"SIDETAGSSØ M, Vestervang sø, Vandkemi","14.06.2010 12.00.00 +02:00","Vandløb",4.25,502391,6219303,"Oxygenmætning"," =",94,"pct",2
"TISSØ, kemi","06.10.2008 12.00.00 +02:00","Vandløb",5,644295,6162469,"Oxygenmætning"," =",92,"pct",2
"ALMINDSØ  ALM 1","30.06.1994 12.00.00 +02:00","Vandløb",3.2,534102,6222659,"Oxygen indhold"," =",10.4,"mg/l",1
"RAVNSØ, MIDT -- RAV1 - vandkemi","06.12.2006 12.00.00 +01:00","Vandløb",9,552519,6218243,"Oxygenmætning"," =",74,"pct",2
"Store Søgård Sø - vandkemi","19.04.2007 12.00.00 +02:00","Vandløb",3,528587,6087722,"Oxygen indhold"," =",12.4,"mg/l",2
"SJØRUP SØ - vandkemi","09.04.2013 12.00.00 +02:00","Vandløb",15,524225,6302796,"Oxygenmætning"," =",60.1,"pct",2
"Lillesø - KEMI","01.03.1990 12.00.00 +01:00","Vandløb",2,717422,6196434,"Oxygen indhold"," =",13.2,"mg/l",2
"EJLEMADE, kemi","10.07.2018 12.00.00 +02:00","Vandløb",0.23,690119,6132894,"Oxygen indhold"," =",14.21,"mg/l",3
"DAM VED BJØRNEGÅRD AMT ST","11.07.2006 12.00.00 +02:00","Vandløb",0.6,866524,6126130,"Oxygenmætning"," =",14,"pct",2
"Kvie Sø - vandkemi","11.06.2003 12.00.00 +02:00","Vandløb",2,485559,6175543,"Oxygen indhold"," =",9.4,"mg/l",2
"RAVNSØ, MIDT -- RAV1 - vandkemi","18.07.2011 12.00.00 +02:00","Vandløb",14,552519,6218243,"Oxygen indhold"," =",6.1,"mg/l",2
"HORNBÆK SØ AMT ST","21.05.2003 12.00.00 +02:00","Vandløb",2,714834,6221227,"Oxygen indhold"," =",8.2,"mg/l",2
"NORS SØ - vandkemi","16.02.2000 12.00.00 +01:00","Vandløb",15,476319,6320842,"Oxygen indhold"," =",13.1,"mg/l",2
"NØRRESØ, PENSYLVANNIEN","18.08.1997 12.00.00 +02:00","Vandløb",1.5,660561,6073276,"Oxygen indhold"," =",3,"mg/l",2
"KLARESØ, kemi","22.09.2009 12.00.00 +02:00","Vandløb",1.5,721332,6217390,"Oxygenmætning"," =",62,"pct",2
"Engelsholm Sø - vandkemi","22.06.2009 12.00.00 +02:00","Vandløb",0.18,520069,6174893,"Oxygenmætning"," =",106.8,"pct",2
"Langesø /002","16.09.2025 12.00.00 +02:00","Vandløb",3.92,575712.0111992719,6143789.951566356,"Oxygenmætning","",67.31,"pct",2
"Keldsnor /001, vandkemi, sediment","03.08.2015 12.00.00 +02:00","Vandløb",0.5,609890,6065908,"Oxygenmætning"," =",183.4,"pct",2
"Sortesø /001, Fyn","19.11.2003 12.00.00 +01:00","Vandløb",0.2,583515,6108993,"Oxygen indhold"," =",8.2,"mg/l",2
"FURESØ, kemi","13.08.1991 12.00.00 +02:00","Vandløb",4.94,714084,6189179,"Oxygen indhold"," =",8,"mg/l",2
"MADE SØ AMT ST","21.06.1995 12.00.00 +02:00","Vandløb",2.03,646119,6165994,"Oxygen indhold"," =",11.2,"mg/l",2
"HORNUM SØ - vandkemi","09.12.2024 12.00.00 +01:00","Vandløb",0.18,545600.9674711359,6306812.985118206,"Oxygenmætning","",91.7,"pct",2
"Fårup Sø - vandkemi","12.10.1998 12.00.00 +02:00","Vandløb",0.12,525369,6176393,"Oxygen indhold"," =",9.5,"mg/l",2
"GRØNJORDSSØEN, kemi","09.11.1999 12.00.00 +01:00","Vandløb",0.5,725525,6173003,"Oxygen indhold"," =",3.6,"mg/l",2
"GYRSTINGE SØ","24.08.1993 12.00.00 +02:00","Vandløb",6,670170,6154066,"Oxygenmætning"," =",112,"pct",2
"LUND FJORD - vandkemi","06.07.2015 12.00.00 +02:00","Vandløb",0.5,502681,6329400,"Oxygen indhold"," =",8.47,"mg/l",2
"SØHOLM SØ /001","26.08.2002 12.00.00 +02:00","Vandløb",5.5,571863,6125861,"Oxygen indhold"," =",0.1,"mg/l",2
"KOLLELEV MOSE NORDLIGE BASSIN","22.04.1999 12.00.00 +02:00","Vandløb",0.5,716990,6189190,"Oxygenmætning"," =",112,"pct",2
"Frederiksborg  Slotsø, kemi","14.07.1994 12.00.00 +02:00","Vandløb",7,706425,6203680,"Oxygenmætning"," =",1,"pct",2
"SØBY SØ, MIDTJYLLAND, Vandkemi","25.02.2009 12.00.00 +01:00","Vandløb",3,504515,6211704,"Oxygen indhold"," =",13.13,"mg/l",2
"Aasedammene (BON), kemi","24.09.2024 12.00.00 +02:00","Vandløb",3.5,877129.9994181509,6125850.003275112,"Oxygen indhold"," =",0.38,"mg/l",2
"GØDSTRUP SØ, Vandkemi","09.05.1989 12.00.00 +02:00","Vandløb",3.5,494267,6223446,"Oxygen indhold"," =",13.3,"mg/l",2
"SØHOLM SØ /001","12.08.2020 12.00.00 +02:00","Vandløb",3,571863,6125861,"Oxygenmætning"," =",148.5,"pct",2
"SØLVSTEN DAMME AMT ST","27.11.2014 12.00.00 +01:00","Vandløb",0.2,557707,6237142,"Oxygen indhold"," =",11.2,"mg/l",2
"GAMMEL HAVDRUP MOSE","08.05.1996 12.00.00 +02:00","Vandløb",1,699102,6161659,"Oxygen indhold"," =",11.78,"mg/l",2
"LINDHOLM KRIDTGRAV - vandkemi","01.08.2012 12.00.00 +02:00","Vandløb",15.5,555670,6325321,"Oxygen indhold"," =",14.06,"mg/l",2
"FURESØ, kemi","17.10.1996 12.00.00 +02:00","Vandløb",19,714084,6189179,"Oxygen indhold"," =",9.6,"mg/l",2
"VANDET SØ - vandkemi","08.05.2018 12.00.00 +02:00","Vandløb",17,473039,6319052,"Oxygenmætning"," =",81.9,"pct",3
"Engelsholm Sø - vandkemi","20.07.2004 12.00.00 +02:00","Vandløb",2.51,520069,6174893,"Oxygenmætning"," =",63.3,"pct",2
"SØNDERBY SØ ST AMT","01.08.2001 12.00.00 +02:00","Vandløb",0.2,561030,6122153,"Oxygen indhold"," =",9.7,"mg/l",2
"ARRESØ, kemi","11.09.1997 12.00.00 +02:00","Vandløb",2,693898,6209574,"Oxygen indhold"," =",10,"mg/l",2
"TYSTRUP SØ, kemi","28.07.1992 12.00.00 +02:00","Vandløb",11.04,663916,6137795,"Oxygen indhold"," =",0.6,"mg/l",2
"SUNDS SØ, Vandkemi","09.11.1993 12.00.00 +01:00","Vandløb",2.5,501979,6229849,"Oxygenmætning"," =",83,"pct",2
"TEBSTRUP SØ","14.08.2019 12.00.00 +02:00","Vandløb",10.53,554540,6201824,"Oxygenmætning"," =",0,"pct",3
"VESTBIRK SØ - vandkemi","16.04.2008 12.00.00 +02:00","Vandløb",2,544046,6202980,"Oxygen indhold"," =",10.5,"mg/l",2
"BROKHOLM SØ, Vandkemi","21.11.2007 12.00.00 +01:00","Vandløb",0.2,505002,6286351,"Oxygen indhold"," =",11.3,"mg/l",2
"STORE HULSØ, kemi","30.06.2022 12.00.00 +02:00","Vandløb",0.2,715002.9998177101,6186832.003636447,"Oxygen indhold","",7.8,"mg/l",2
"HALLE SØ ST AMT","22.10.1990 12.00.00 +01:00","Vandløb",3.3,529628,6204776,"Oxygen indhold"," =",9.8,"mg/l",2
"Nørreballe Nor","04.07.2023 12.00.00 +02:00","Vandløb",1.58,608012.82733574335,6074999.236941768,"Oxygen indhold","",8.9063,"mg/l",2
"Jels Nedersø - vandkemi","17.04.2001 12.00.00 +02:00","Vandløb",10.46,513937,6135204,"Oxygen indhold"," =",12.8,"mg/l",2
