"StedID","Stedtekst","Medie","Vandområde","Dato","Prøvetype","Målested, x-koordinat","Målested, y-koordinat","Dybde (m)","Faktiske dybder (m)","Analysefraktion","Stofparameter","Resultat-attribut","Resultat","Enhed","Detektionsgrænse LD","Kvantifikationsgrænse LQ","Kvalitetsmærke"
93000001,"300 Kattegat, åbne del","Marin","Kattegat, åbne del","17.12.2007 12.00.00 +01:00","Enkeltprøve",634020.2800729885,6222698.424901591,5,"5","Total","pH"," =",8.01,"pH",9999999,NA,2
91320001,"Ringkøbing Fjord","Marin","Ringkøbing Fjord, nord","09.10.1995 12.00.00 +01:00","Blandingsprøve",451763.5168010944,6215087.194329004,0.65,"0,2; 0,35; 1,4","Total","Jern"," =",0.22,"mg/l",9999999,NA,2
97120001,"712 Køge Bugt","Marin","Køge Bugt, Nord","17.12.1991 12.00.00 +01:00","Blandingsprøve",720134.1428876049,6164725.244991751,1.1666666666666667,"1; 2; 0,5","Total","Ortho-phosphat-P"," =",25,"µg/l",9999999,NA,2
91650001,"Lister Dyb","Marin","Lister Dyb, Tyske del","03.05.2005 12.00.00 +02:00","Enkeltprøve",466354.7502595189,6100853.043400826,1,"1","Opløst - filtrat fra filtrering","Silicium","<",6,"µg/l",9999999,NA,2
96700017,"6700054","Marin","Storebælt, Vest","12.01.2004 12.00.00 +01:00","Enkeltprøve",619534.0815068241,6131949.110953468,26.8,"26,8","Total","Oxygen indhold"," =",10.306733616,"mg/l",9999999,NA,2
94230001,"ODF17","Marin","Odense Fjord, ydre del","02.03.1983 12.00.00 +01:00","Enkeltprøve",596013.3376373918,6149163.600448473,1,"1","Partikelbundet - fra filteret","Chlorophyl A"," =",0.3,"µg/l",9999999,NA,1
96100015,"6700053","Marin","Storebælt, Øst","02.11.2000 12.00.00 +01:00","Enkeltprøve",617597.4847568087,6152867.23567505,5,"5","Ej oplyst","Ortho-phosphat-P"," =",10,"µg/l",9999999,NA,2
91200002,"Thyborøn transekt 7 km","Marin","Nordsøen, Thyborøn-Vedersø","19.04.1983 12.00.00 +02:00","Blandingsprøve",444103.9771727879,6285217.812188412,9.1,"0,2; 18","Total","Chlorid"," =",18100,"mg/l",9999999,NA,2
95500001,"6200027","Marin","Lillebælt, Øst","14.02.1995 12.00.00 +01:00","Enkeltprøve",549447.0560633395,6118365.346200576,0.87,"0,87","Ej oplyst","Primær produktion assimilieret Carbon, potentielt"," =",1.25,"mg/(m3*h)",9999999,NA,1
96510001,"DSØ51","Marin","Ringgård Bassin, åbne del","05.12.2001 12.00.00 +01:00","Enkeltprøve",590791.3435346179,6098981.632767737,1,"1","Ej oplyst","Phosphor, total-P"," =",37,"µg/l",9999999,NA,2
96600005,"6500053","Marin","Langelandssundet","09.03.2011 12.00.00 +01:00","Enkeltprøve",615079.6668659594,6103623.400418141,1,"1","Total","Oxygen indhold"," =",14.46,"mg/l",9999999,NA,3
99000001,"Bøje station","Marin","Østersøen, åbne del","23.11.2000 12.00.00 +01:00","Enkeltprøve",717468.0687002982,6080497.846432806,10,"10","Opløst - filtrat fra filtrering","Ammoniak+ammonium-N"," =",9,"µg/l",9999999,NA,2
94410023,"Knebel Vig","Marin","Knebel Vig","20.08.2024 12.00.00 +02:00","Enkeltprøve",589715.4702511117,6231375.2835269105,15.8,"15,8","Opløst - filtrat fra filtrering","Nitrit+nitrat-N","<",1.5,"µg/l",1.5,NA,2
91000060,"Nordsøen","Marin","Nordsøen","07.02.2023 12.00.00 +01:00","Enkeltprøve",288519.81837326917,6278915.376158738,1.1,"1,1","Opløst - filtrat fra filtrering","Ammoniak+ammonium-N","<",3,"µg/l",3,NA,2
96110002,"611 Kalundborg Fjord","Marin","Kalundborg fjord","15.02.2017 12.00.00 +01:00","Enkeltprøve",621818.9506171432,6175260.45460799,1,"1","Opløst - filtrat fra filtrering","Nitrit+nitrat-N"," =",62,"µg/l",9999999,NA,3
96100015,"6700053","Marin","Storebælt, Øst","15.11.2011 12.00.00 +01:00","Enkeltprøve",617698.3168534396,6152955.230672735,20,"20","Total","Phosphor, total-P"," =",31,"µg/l",9999999,NA,3
95130003,"Vejle Fjord","Marin","Rosenvold","14.04.2025 12.00.00 +02:00","Enkeltprøve",553830.7019203781,6167387.970629812,1,"1","Opløst - filtrat fra filtrering","Nitrit+nitrat-N","<",1.5,"µg/l",1.5,NA,2
95200003,"6100020","Marin","Lillebælt, Snævringen","26.04.1994 12.00.00 +02:00","Enkeltprøve",541287.973631922,6151300.636796575,6.83,"6,83","Ej oplyst","Primær produktion assimilieret Carbon, integreret"," =",17.15,"mg/(m3*d)",9999999,NA,1
93900002,"DMU station 1009","Marin","Kattegat, Aalbæk Bugt","28.02.2023 12.00.00 +01:00","Enkeltprøve",602562.0288642138,6366912.945175486,10,"10","Opløst - filtrat fra filtrering","Silicium"," =",120,"µg/l",5,NA,2
99200001,"Darss Tærsklen","Marin","Østersøen, Falster-Møn, Øst","23.05.2002 12.00.00 +02:00","Enkeltprøve",713623.7788356041,6087800.344441033,10,"10","Opløst - filtrat fra filtrering","Ammoniak+ammonium-N"," =",10,"µg/l",9999999,NA,2
93710009,"Langerak Ved Hals","Marin","Mou","03.07.2001 12.00.00 +02:00","Enkeltprøve",578626.8240382578,6316980.299136922,1,"1","Total","Nitrogen,total N"," =",613,"µg/l",9999999,NA,2
95200004,"6100051","Marin","Lillebælt, Snævringen","24.05.2000 12.00.00 +02:00","Enkeltprøve",547803.1614290134,6156742.453839152,1,"1","Ej oplyst","Ortho-phosphat-P"," =",2,"µg/l",9999999,NA,2
95600002,"6300043","Marin","Lillebælt, Syd","31.01.2024 12.00.00 +01:00","Enkeltprøve",574230.5421275778,6095149.346915318,15,"15","Opløst - filtrat fra filtrering","Ammoniak+ammonium-N"," =",12,"µg/l",3,NA,2
95910001,"Als fjord","Marin","Als Fjord","06.12.1988 12.00.00 +01:00","Enkeltprøve",543822.0475491089,6095692.334476978,23.1,"23,1","Opløst - filtrat fra filtrering","Ammoniak+ammonium-N"," =",66,"µg/l",9999999,NA,2
96510011,"6500035","Marin","Ringgård Bassin, åbne del","29.08.1980 12.00.00 +02:00","Enkeltprøve",593984.2726697807,6099233.103373077,1,"1","Ej oplyst","Ammoniak+ammonium-N"," =",36,"µg/l",9999999,NA,2
99200001,"Darss Tærsklen","Marin","Østersøen, Falster-Møn, Øst","11.08.2003 12.00.00 +02:00","Enkeltprøve",713756.4448188855,6087936.7439242955,5,"5","Partikelbundet - fra filteret","Chlorophyl A"," =",0.9987,"µg/l",9999999,NA,2
95440001,"Haderslev Fjord","Marin","Haderslev Fjord","17.03.1989 12.00.00 +01:00","Enkeltprøve",540340.6916098153,6126935.3218177045,6,"6","Opløst - filtrat fra filtrering","Nitrat-N"," =",181,"µg/l",9999999,NA,2
94230001,"ODF17","Marin","Odense Fjord, ydre del","15.12.2003 12.00.00 +01:00","Enkeltprøve",596013.3376373918,6149163.600448473,8,"8","Opløst - filtrat fra filtrering","Silicium"," =",880,"µg/l",9999999,NA,2
94230017,"6900803","Marin","Odense Fjord, ydre del","21.12.2000 12.00.00 +01:00","Enkeltprøve",596332.1160143793,6153363.842824548,1,"1","Ej oplyst","Silicium"," =",1200,"µg/l",9999999,NA,2
95300001,"6100021","Marin","Lillebælt, Bredningen,Nord","25.06.2003 12.00.00 +02:00","Enkeltprøve",545692.8196095304,6142772.550436986,33,"33","Total","Ammoniak+ammonium-N"," =",3.9,"µg/l",9999999,NA,2
95700001,"Flensborg fjord","Marin","Flensbord Fjord, åbne del","07.04.2005 12.00.00 +02:00","Enkeltprøve",553036.4322970837,6077051.001916595,1,"1","Opløst - filtrat fra filtrering","Nitrit+nitrat-N","<",1.5,"µg/l",9999999,NA,2
95910001,"Als fjord","Marin","Als Fjord","15.11.1989 12.00.00 +01:00","Enkeltprøve",543822.0475491089,6095692.334476978,21.5,"21,5","Opløst - filtrat fra filtrering","Ortho-phosphat-P"," =",48,"µg/l",9999999,NA,2
93000005,"DMU station 409","Marin","Kattegat, åbne del","03.08.2020 12.00.00 +02:00","Enkeltprøve",609276.8175474629,6302880.552281235,1,"1","Total","Phosphor, total-P"," =",20,"µg/l",9999999,NA,2
95300001,"6100021","Marin","Lillebælt, Bredningen,Nord","13.09.2000 12.00.00 +02:00","Enkeltprøve",545692.8196095304,6142772.550436986,28.7,"28,7","Ej oplyst","Silicium"," =",260,"µg/l",9999999,NA,2
95200004,"6100051","Marin","Lillebælt, Snævringen","09.05.1989 12.00.00 +02:00","Enkeltprøve",547803.1614290134,6156742.453839152,2.7,"2,7","Ej oplyst","Primær produktion assimilieret Carbon, potentielt"," =",30.98,"mg/(m3*h)",9999999,NA,1
93740011,"Lovns Bredning","Marin","Lovns Bredning","17.01.1991 12.00.00 +01:00","Enkeltprøve",514987.6925468814,6279659.181369203,1.6,"1,6","Total","Chlorophyl (ukorrigeret)"," =",3,"µg/l",9999999,NA,2
93720009,"Hjarbæk Fjord","Marin","Hjarbæk Fjord","27.02.2023 12.00.00 +01:00","Enkeltprøve",517960.8981378256,6272435.678980419,1,"1","Partikelbundet - fra filteret","Chlorophyl (ukorrigeret)"," =",7.95,"µg/l",0.3,NA,2
91330001,"Vesterhavet","Marin","Ringkøbing Fjord-Nymindegab","16.08.2010 12.00.00 +02:00","Enkeltprøve",444341.66090209706,6202728.645122723,1,"1","Total","Oxygen indhold"," =",7.7,"mg/l",9999999,NA,3
93220010,"322 Roskilde Fjord","Marin","Lejre Vig","06.01.1992 12.00.00 +01:00","Blandingsprøve",686444.3602927369,6174507.464276859,3.875,"4,2; 8,4; 0,8; 2,1","Ej oplyst","Nitrogen,total N"," =",1410,"µg/l",9999999,NA,2
93740007,"VIB3727-00001","Marin","Skive Fjord","08.09.1986 12.00.00 +02:00","Enkeltprøve",504653.4410506106,6275182.681496635,0.3,"0,3","Total","Primær produktion assimilieret Carbon, potentielt"," =",73,"mg/(m3*h)",9999999,NA,1
95600002,"6300043","Marin","Lillebælt, Syd","30.12.1997 12.00.00 +01:00","Enkeltprøve",574230.5421934745,6095149.342943648,1,"1","Ej oplyst","Nitrogen,total N"," =",328,"µg/l",9999999,NA,2
94220007,"6940622","Marin","Farvandet Nord for gabet","13.10.1983 12.00.00 +01:00","Enkeltprøve",596524.3116014502,6162929.447012975,2,"2","Ej oplyst","Primær produktion assimilieret Carbon, integreret"," =",202.7,"mg/(m3*d)",9999999,NA,1
94330002,"Husodde","Marin","Husodde","13.08.2002 12.00.00 +02:00","Enkeltprøve",556766.262904654,6189883.031179073,1,"1","Ej oplyst","Ortho-phosphat-P"," =",32,"µg/l",9999999,NA,2
93720002,"Nibe Og Gjøl Bredning","Marin","Nibe Bredning","05.08.2014 12.00.00 +02:00","Enkeltprøve",537629.1989237112,6321322.878463091,1,"1","Total","Phosphor, total-P"," =",91,"µg/l",9999999,NA,2
93610033,"Havnø","Marin","Mariager Fjord, ydre del","16.11.2016 12.00.00 +01:00","Enkeltprøve",571258.6830712928,6285532.191523091,1,"1","Total","Phosphor, total-P"," =",32,"µg/l",9999999,NA,1
94300001,"Nordlige Lillebælt","Marin","Nordlige Bælthav, Fyn, Nord","30.07.1990 12.00.00 +02:00","Enkeltprøve",568573.9573718247,6170379.159272914,1,"1","Partikelbundet - fra filteret","Suspenderede stoffer"," =",5,"mg/l",9999999,NA,2
95200001,"6100018","Marin","Lillebælt, Snævringen","09.01.1990 12.00.00 +01:00","Enkeltprøve",552974.4807454726,6159959.198151811,5.4,"5,4","Ej oplyst","Primær produktion assimilieret Carbon, potentielt"," =",0.94,"mg/(m3*h)",9999999,NA,1
94400007,"ARH170006","Marin","Aarhus Bugt","11.08.2011 12.00.00 +02:00","Enkeltprøve",581865.9976320092,6224094.366308354,15.2,"15,2","Partikelbundet - fra filteret","Suspenderede stoffer"," =",15,"mg/l",9999999,NA,1
96750002,"0018841","Marin","Kertinge Nor","02.05.1984 12.00.00 +02:00","Enkeltprøve",599575.8490961789,6144010.406309684,0.33,"0,33","Ej oplyst","Primær produktion assimilieret Carbon, potentielt"," =",18.09,"mg/(m3*h)",9999999,NA,1
93240004,"324 Isefjord Inderbredning","Marin","Isefjord Inderbredning","22.05.2000 12.00.00 +02:00","Enkeltprøve",677252.1006294374,6178636.676113504,1,"1","Opløst - filtrat fra filtrering","Nitrit+nitrat-N"," =",48,"µg/l",9999999,NA,2
99360004,"2SM SSV for Fakse Ladeplads","Marin","Fakse Bugt, Stevns","02.07.2007 12.00.00 +02:00","Enkeltprøve",700802.1719306589,6119695.115527379,13.8,"13,8","Total","Oxygen indhold"," =",7.354,"mg/l",9999999,NA,2
91320001,"Ringkøbing Fjord","Marin","Ringkøbing Fjord, nord","26.04.1995 12.00.00 +02:00","Blandingsprøve",451763.5168010944,6215087.194329004,0.7766666666666667,"1,7; 0,43; 0,2","Opløst - filtrat fra filtrering","Silicium"," =",320,"µg/l",9999999,NA,2
93110002,"311 Gilleleje-Hundested","Marin","Gilleleje-Hundested","06.11.1995 12.00.00 +01:00","Blandingsprøve",678348.0605262138,6209678.34152202,2.3333333333333335,"4; 1; 2","Ej oplyst","Silicium"," =",170,"µg/l",9999999,NA,2
99000049,"910 Bornholm, åbne del","Marin","Østersøen, åbne del","04.06.1997 12.00.00 +02:00","Enkeltprøve",943545.1619785636,6144866.5376737,87,"87","Ej oplyst","Nitrogen,total N"," =",373,"µg/l",9999999,NA,2
93610032,"Dybet","Marin","Mariager Fjord, midter del","28.11.2017 12.00.00 +01:00","Blandingsprøve",559669.2298282684,6280239.6271855105,5,"10; 0","Opløst - filtrat fra filtrering","Ammoniak+ammonium-N"," =",220,"µg/l",9999999,NA,3
96530005,"0018572","Marin","Lindelse Nor","15.01.1992 12.00.00 +01:00","Enkeltprøve",609018.7266264892,6082482.243848491,1,"1","Ej oplyst","Nitrogen,total N"," =",514,"µg/l",9999999,NA,2
94400007,"ARH170006","Marin","Aarhus Bugt","22.09.1997 12.00.00 +02:00","Blandingsprøve",581992.2623172564,6224152.445677219,3,"3","Ej oplyst","Chlorophyl A"," =",4.1,"µg/l",9999999,NA,2
94400007,"ARH170006","Marin","Aarhus Bugt","20.09.1994 12.00.00 +02:00","Enkeltprøve",582000.07012802,6223744.460637016,15,"15","Total","Alkalinitet,total TA"," =",2.04,"meq/l",9999999,NA,2
91300001,"Vesterhavet","Marin","Nordsøen, Vedersø-Nymindegab","30.04.1987 12.00.00 +02:00","Enkeltprøve",435846.1188984836,6226037.504396044,0.2,"0,2","Partikelbundet - fra filteret","Chlorophyl (ukorrigeret)"," =",5,"µg/l",9999999,NA,2
95100001,"6100016","Marin","Nordlige Bælthav, Fyn, Nord","23.03.2004 12.00.00 +01:00","Enkeltprøve",560192.9229903336,6162278.603666123,17.6,"17,6","Total","Oxygen indhold"," =",8.704348416,"mg/l",9999999,NA,2
98110009,"6500055","Marin","Vejsnæs Bugt","18.05.1978 12.00.00 +01:00","Enkeltprøve",601767.664295673,6074334.2855016645,1,"1","Ej oplyst","Primær produktion, 24 timers maximum"," =",660.3,"mg/(m2*d)",9999999,NA,1
96100015,"6700053","Marin","Storebælt, Øst","01.03.2001 12.00.00 +01:00","Enkeltprøve",617597.4847568087,6152867.23567505,35.8,"35,8","Ej oplyst","Nitrogen,total N"," =",320,"µg/l",9999999,NA,2
96510001,"DSØ51","Marin","Ringgård Bassin, åbne del","08.09.1978 12.00.00 +01:00","Enkeltprøve",590791.3435346179,6098981.632767737,18,"18","Ej oplyst","Nitrogen,total N"," =",275,"µg/l",9999999,NA,2
93500005,"Ud for Randers Fjord","Marin","Kattegat, Hevring Bugt","29.07.2003 12.00.00 +02:00","Enkeltprøve",588590.8430755982,6274906.050729174,1,"1","Ej oplyst","Phosphor, total-P"," =",21,"µg/l",9999999,NA,2
93770031,"Nissum Bredning, Midt","Marin","Nissum Bredning, Midt","05.08.2022 12.00.00 +02:00","Enkeltprøve",464072.8786297739,6273107.114549454,1,"1","Total","Phosphor, total-P"," =",14,"µg/l",3,NA,2
96220004,"Nord for Rønnen","Marin","Dybsø Fjord","25.01.2007 12.00.00 +01:00","Enkeltprøve",674897.3732303348,6114419.191947435,1,"1","Total","Ortho-phosphat-P"," =",37,"µg/l",9999999,NA,2
95440017,"Haderslev Fjord","Marin","Haderslev Fjord","13.03.2019 12.00.00 +01:00","Enkeltprøve",533912.6071811469,6122717.316754681,2.8,"2,8","Total","Nitrogen,total N"," =",610,"µg/l",9999999,NA,2
93740007,"VIB3727-00001","Marin","Skive Fjord","19.05.2003 12.00.00 +02:00","Enkeltprøve",504653.4410506106,6275182.681496635,1,"1","Opløst - filtrat fra filtrering","Nitrit+nitrat-N"," =",100,"µg/l",9999999,NA,2
95600002,"6300043","Marin","Lillebælt, Syd","11.06.2003 12.00.00 +02:00","Enkeltprøve",574230.5421934745,6095149.342943648,34.3,"34,3","Opløst - filtrat fra filtrering","Nitrit+nitrat-N"," =",58,"µg/l",9999999,NA,2
93210003,"321 Isefjord Yderbredning","Marin","Isefjord Yderbredning","09.11.1998 12.00.00 +01:00","Enkeltprøve",676602.5542417349,6200190.365611801,0.9,"0,9","Ej oplyst","Silicium"," =",190,"µg/l",9999999,NA,2
97210004,"721 Amager/Svanemøllebugten","Marin","Amager/Svanemøllebugten","10.01.1994 12.00.00 +01:00","Enkeltprøve",731606.0731432394,6178867.679735518,16,"16","Total","Chlorophyl A"," =",1,"µg/l",9999999,NA,2
94230001,"ODF17","Marin","Odense Fjord, ydre del","28.05.1996 12.00.00 +02:00","Enkeltprøve",596013.3376373918,6149163.600448473,8,"8","Ej oplyst","Oxygen indhold"," =",10.2,"mg/l",9999999,NA,2
94410004,"STUDSTRUPVÆRKET","Marin","Kalø Vig, ydre del","13.07.1998 12.00.00 +02:00","Enkeltprøve",584825.994102305,6233938.085670409,12.8,"12,8","Opløst - filtrat fra filtrering","Ortho-phosphat-P"," =",8,"µg/l",9999999,NA,2
91330001,"Vesterhavet","Marin","Ringkøbing Fjord-Nymindegab","21.03.2011 12.00.00 +01:00","Enkeltprøve",444341.66090209706,6202728.645122723,1,"1","Partikelbundet - fra filteret","Chlorophyl (ukorrigeret)"," =",29,"µg/l",9999999,NA,3
96250056,"SV for Kejlsø","Marin","Guldborg Sund Bredning","09.07.2019 12.00.00 +02:00","Enkeltprøve",682120.8077801459,6066321.743998044,1,"1","Opløst - filtrat fra filtrering","Ortho-phosphat-P","<",1,"µg/l",9999999,NA,2
93000001,"300 Kattegat, åbne del","Marin","Kattegat, åbne del","07.04.2014 12.00.00 +02:00","Enkeltprøve",634020.2800729885,6222698.424901591,10.3,"10,3","Partikelbundet - fra filteret","Chlorophyl (ukorrigeret)"," =",20,"µg/l",9999999,NA,2
94230001,"ODF17","Marin","Odense Fjord, ydre del","14.05.1992 12.00.00 +02:00","Enkeltprøve",596013.3376373918,6149163.600448473,2.95,"2,95","Ej oplyst","Primær produktion assimilieret Carbon, potentielt"," =",64.27,"mg/(m3*h)",9999999,NA,1
93770032,"JAR 673-00008 - Rønland","Marin","Nissum Bredning, Vest","07.05.2020 12.00.00 +02:00","Enkeltprøve",450698.75,6278750.76,0.5,"0,5","Ej oplyst","O,O-Dimethyl-thiofosfat","<",0.001,"mg/l",1e-5,NA,1
91610008,"Grådyb tidevandsområde","Marin","Grådyb, Tidevandsområde","25.09.1997 12.00.00 +02:00","Enkeltprøve",468112.42828481423,6143685.942824516,0,"0","Total","Nitrogen,total N"," =",530,"µg/l",9999999,NA,2
93000001,"300 Kattegat, åbne del","Marin","Kattegat, åbne del","16.09.2021 12.00.00 +02:00","Enkeltprøve",634020.2799542748,6222698.428698779,5,"5","Partikelbundet - fra filteret","Chlorophyl (ukorrigeret)"," =",1.31,"µg/l",0.3,NA,2
95600001,"6200029","Marin","Lillebælt, Syd","29.05.1990 12.00.00 +02:00","Enkeltprøve",564361.1010252151,6106684.572977509,7,"7","Ej oplyst","Primær produktion assimilieret Carbon, potentielt"," =",8.88,"mg/(m3*h)",9999999,NA,1
96530005,"0018572","Marin","Lindelse Nor","02.06.1992 12.00.00 +02:00","Enkeltprøve",609018.7266264892,6082482.243848491,1,"1","Ej oplyst","Phosphor, total-P"," =",26,"µg/l",9999999,NA,2
95600002,"6300043","Marin","Lillebælt, Syd","27.04.1994 12.00.00 +02:00","Enkeltprøve",574230.5421934745,6095149.342943648,0.2,"0,2","Ej oplyst","Primær produktion assimilieret Carbon, integreret"," =",48.24,"mg/(m3*d)",9999999,NA,1
99000049,"910 Bornholm, åbne del","Marin","Østersøen, åbne del","13.11.1998 12.00.00 +01:00","Enkeltprøve",943545.1619785636,6144866.5376737,3,"3","Ej oplyst","Salinitet"," =",7.24,"promille",9999999,NA,2
93610032,"Dybet","Marin","Mariager Fjord, midter del","07.04.2022 12.00.00 +02:00","Dybdeintegreret prøve",559681.1976398923,6280260.284673923,5,"","Partikelbundet - fra filteret","Chlorophyl (ukorrigeret)"," =",11.4,"µg/l",0.3,NA,2
96720004,"6600007","Marin","Nyborg Fjord, åbne del","09.08.2002 12.00.00 +02:00","Enkeltprøve",613986.3939464354,6129306.767801836,9.1,"9,1","Ej oplyst","Oxygen indhold"," =",8.08,"mg/l",9999999,NA,2
95910001,"Als fjord","Marin","Als Fjord","01.06.2017 12.00.00 +02:00","Enkeltprøve",543722.38858546,6095745.110874399,1,"1","Partikelbundet - fra filteret","Chlorophyl (ukorrigeret)"," =",1.6,"µg/l",9999999,NA,3
93000001,"300 Kattegat, åbne del","Marin","Kattegat, åbne del","29.11.2022 12.00.00 +01:00","Enkeltprøve",634020.2799542748,6222698.428698779,20,"20","Opløst - filtrat fra filtrering","Ammoniak+ammonium-N","<",3,"µg/l",3,NA,2
98220018,"NW for Gedser","Marin","Lambo farvand","10.11.2011 12.00.00 +01:00","Enkeltprøve",685724.0041691649,6055108.035361363,1,"1","Total","Phosphor, total-P"," =",25,"µg/l",9999999,NA,3
94230001,"ODF17","Marin","Odense Fjord, ydre del","12.11.1985 12.00.00 +01:00","Enkeltprøve",596013.3376373918,6149163.600448473,2.5,"2,5","Ej oplyst","Primær produktion assimilieret Carbon, integreret"," =",2.7,"mg/(m3*d)",9999999,NA,1
97200065,"MBG_N","Marin","Øresund, Nord","28.05.2025 12.00.00 +02:00","Enkeltprøve",727004.3816065509,6177137.516511542,1,"1","Total","2,3,3',4,4',5',6-Heptabromdiphenylether,","<",0.556,"ng/l",0.583,NA,1
96220006,"Karrebæksminde Bugt","Marin","Karrebæksminde Bugt","03.06.2003 12.00.00 +02:00","Enkeltprøve",671301.5673131972,6111551.697257358,1,"1","Partikelbundet - fra filteret","Chlorophyl A"," =",0.5178,"µg/l",9999999,NA,2
96220006,"Karrebæksminde Bugt","Marin","Karrebæksminde Bugt","25.07.2001 12.00.00 +02:00","Enkeltprøve",671332.727950867,6111571.501209393,7.4,"7,4","Opløst - filtrat fra filtrering","Silicium"," =",254,"µg/l",9999999,NA,2
93900003,"DMU station 403","Marin","Kattegat, Aalbæk Bugt","01.09.2014 12.00.00 +02:00","Enkeltprøve",605155.4558282834,6352145.861966172,5,"5","Opløst - filtrat fra filtrering","Silicium"," =",55,"µg/l",9999999,NA,2
96100015,"6700053","Marin","Storebælt, Øst","16.03.2016 12.00.00 +01:00","Enkeltprøve",617626.0162738734,6152901.404436682,17,"17","Total","pH"," =",7.98,"pH",9999999,NA,2
