"Stedtekst","Dato","Medie","Dybde","Målested, x-koordinat","Målested, y-koordinat","Parameter","Resultat-attribut","Resultat","Enhed","Kvalitetsmærke"
"RAVNSØ, MIDT -- RAV1 - vandkemi","16.10.2002 12.00.00 +02:00","Marin",9,552519,6218243,"Oxygenmætning"," =",94,"pct",2
"STORE KATTINGE SØ, kemi","14.10.1992 12.00.00 +01:00","Marin",1,689552,6172212,"Oxygen indhold"," =",11.46,"mg/l",2
"FUSSING SØ MIDT ","01.11.2005 12.00.00 +01:00","Marin",21,553787,6258768,"Oxygenmætning"," =",2,"pct",2
"FURESØ, kemi","17.08.2010 12.00.00 +02:00","Marin",10,714084,6189179,"Oxygenmætning"," =",28,"pct",2
"Engelsholm Sø - vandkemi","22.02.2023 12.00.00 +01:00","Marin",5.043759,520068.9999831031,6174893.003667407,"Oxygenmætning","",102.0929,"pct",2
"UTTERSLEV MOSE, VESTLIG BASSIN","18.10.1994 12.00.00 +01:00","Marin",0.9,719439,6179850,"Oxygen indhold"," =",7.3,"mg/l",2
"SKØR SØ, Vandkemi","23.05.2006 12.00.00 +02:00","Marin",1.2,491055,6267116,"Oxygenmætning"," =",89,"pct",2
"SØNDERBY SØ ST AMT","08.08.2000 12.00.00 +02:00","Marin",3.5,561030,6122153,"Oxygenmætning"," =",49.2,"pct",2
"SØLLERØD SØ, kemi","12.08.1991 12.00.00 +02:00","Marin",1.5,718410,6190956,"Oxygenmætning"," =",114.5,"pct",2
"Fårup Sø - vandkemi","16.04.1998 12.00.00 +02:00","Marin",2.99,525369,6176393,"Oxygenmætning"," =",112.8,"pct",2
"KARLSØ, MIDT - vandkemi","27.07.2005 12.00.00 +02:00","Marin",3,533994,6207563,"Oxygen indhold"," =",8.1,"mg/l",2
"Jels Nedersø - vandkemi","24.09.2001 12.00.00 +02:00","Marin",1,513937,6135204,"Oxygenmætning"," =",69.2,"pct",2
"TORUP SØ - vandkemi","31.05.2000 12.00.00 +02:00","Marin",5.43,526958,6208210,"Oxygen indhold"," =",3.3,"mg/l",2
"HINGE SØ - vandkemi","18.11.2009 12.00.00 +01:00","Marin",1.5,531019,6234743,"Oxygenmætning"," =",92,"pct",2
"FURESØ, kemi","20.08.1998 12.00.00 +02:00","Marin",15,714084,6189179,"Oxygenmætning"," =",81.6,"pct",2
"NØRREMOSE SØ, Vandkemi","23.08.2022 12.00.00 +02:00","Marin",6.12,524179.01303898933,6262593.059479026,"Oxygenmætning","",0.0689,"pct",2
"STENGÅRD SØ HOVED ST","17.09.2001 12.00.00 +02:00","Marin",2,652365,6058806,"Oxygenmætning"," =",133,"pct",2
"Bymosen","07.07.1998 12.00.00 +02:00","Marin",1,681819,6168581,"Oxygen indhold"," =",7.63,"mg/l",2
"RAVNSØ, MIDT -- RAV1 - vandkemi","09.05.2018 12.00.00 +02:00","Marin",25,552519,6218243,"Oxygenmætning"," =",11.9,"pct",3
"Arreskov Sø /004","30.10.2018 12.00.00 +01:00","Marin",2,583299,6113387,"Oxygen indhold"," =",11.4,"mg/l",3
"KLEJTRUP SØ - vandkemi","08.03.1994 12.00.00 +01:00","Marin",0.2,539809,6272673,"Oxygen indhold"," =",16.8,"mg/l",2
"NØRREVESE, Vandkemi","22.10.1987 12.00.00 +01:00","Marin",0.2,449305,6271834,"Oxygen indhold"," =",9.9,"mg/l",1
"NORS SØ - vandkemi","30.06.2022 12.00.00 +02:00","Marin",15,476200.98624243616,6320964.953877215,"Oxygen indhold","",6.0085,"mg/l",2
"Nymindestrømmen 2 - vandkemi","22.10.1996 12.00.00 +02:00","Marin",3.5,448830,6183177,"Oxygen indhold"," =",10.5,"mg/l",2
"VROLD LILLESØ V. HYLKE SØ AMT","14.09.2006 12.00.00 +02:00","Marin",0.5,556266,6208970,"Oxygen indhold"," =",2.3,"mg/l",2
"TEBSTRUP SØ","02.08.1989 12.00.00 +02:00","Marin",8,554540,6201824,"Oxygen indhold"," =",0.6,"mg/l",2
"P.HANSENS GRUSGRAV AMT ST","12.09.1989 12.00.00 +02:00","Marin",9.5,669830,6075138,"Oxygenmætning"," =",2,"pct",2
"KNUD SØ, ØST - Kemistation","30.03.1982 12.00.00 +02:00","Marin",14,547982,6217718,"Oxygen indhold"," =",9.8,"mg/l",2
"HALD SØ, Vandkemi","10.11.2008 12.00.00 +01:00","Marin",15.26,520999,6247723,"Oxygen indhold"," =",8.8,"mg/l",2
"MADUM SØ - vandkemi","30.04.2008 12.00.00 +02:00","Marin",3,557195,6295420,"Oxygen indhold"," =",10.3,"mg/l",2
"GRUSGRAVSSØ 7.9","31.03.1992 12.00.00 +02:00","Marin",2,598028,6132518,"Oxygen indhold"," =",12.8,"mg/l",2
"EVEN SØ, Præstø, kemi","18.05.1993 12.00.00 +02:00","Marin",0.2,691392,6113485,"Oxygen indhold"," =",9.7,"mg/l",2
"ESRUM SØ, kemi","25.06.1985 12.00.00 +02:00","Marin",18,711305,6213072,"Oxygenmætning"," =",20,"pct",2
"FURESØ, kemi","24.05.1989 12.00.00 +02:00","Marin",35,714084,6189179,"Oxygenmætning"," =",80.9,"pct",2
"HALD SØ, Vandkemi","22.07.2002 12.00.00 +02:00","Marin",27,520999,6247723,"Oxygen indhold"," =",2.9,"mg/l",2
"SØHOLM SØ /001","03.05.2005 12.00.00 +02:00","Marin",12,571863,6125861,"Oxygenmætning"," =",52,"pct",2
"LILLE VEJLESØ DYBESTE STED","26.04.2007 12.00.00 +02:00","Marin",2.8,712148,6166689,"Oxygenmætning"," =",139,"pct",2
"FURESØ, kemi","17.09.1984 12.00.00 +02:00","Marin",21,714084,6189179,"Oxygenmætning"," =",2,"pct",2
"SØ NORD FOR GJELLER SØ, Vandkemi","20.08.2007 12.00.00 +02:00","Marin",0.2,456106,6272812,"Oxygen indhold"," =",8.58,"mg/l",2
"SØBO SØ, vandkemi","28.06.2011 12.00.00 +02:00","Marin",5.5,576888,6118630,"Oxygen indhold"," =",1.8,"mg/l",2
"HVIDKILDE SØ /001","30.06.2022 12.00.00 +02:00","Marin",1,597396.0509870213,6103325.9557011565,"Oxygen indhold","",13.8182,"mg/l",2
"SØBO SØ, vandkemi","31.10.2006 12.00.00 +01:00","Marin",1,576888,6118630,"Oxygenmætning"," =",77,"pct",2
"Sø v. Neder Bjerregrav","02.09.2014 12.00.00 +02:00","Marin",1,555392,6262628,"Oxygenmætning"," =",149,"pct",2
"NORS SØ - vandkemi","27.09.2022 12.00.00 +02:00","Marin",11,476200.98624243616,6320964.953877215,"Oxygen indhold","",9.9774,"mg/l",2
"MADE SØ AMT ST","14.05.2007 12.00.00 +02:00","Marin",0.2,646119,6165994,"Oxygen indhold"," =",9.5,"mg/l",2
"FIBO SØ, Vandkemi","27.05.2009 12.00.00 +02:00","Marin",2.86,474476,6211161,"Oxygen indhold"," =",9.4,"mg/l",1
"STRØDAM","28.09.2015 12.00.00 +02:00","Marin",0.2,703642,6206433,"Oxygen indhold"," =",9,"mg/l",2
"Holm Sø - vandkemi","21.02.2006 12.00.00 +01:00","Marin",0.2,450100,6166893,"Oxygen indhold"," =",8.25,"mg/l",2
"LOLDRUP SØ, Vandkemi","26.08.1996 12.00.00 +02:00","Marin",1,527689,6260763,"Oxygen indhold"," =",10.4,"mg/l",2
"Strandsø nord for Harboslette - vandkemi","01.06.2015 12.00.00 +02:00","Marin",6.5,488376,6328885,"Oxygen indhold"," =",0,"mg/l",2
"TRYGGELEV NOR VEST MC ST 2","23.08.2006 12.00.00 +02:00","Marin",4,606770,6073340,"Oxygen indhold"," =",2.5,"mg/l",2
"SØRUP SØ, Fyn /001","19.06.1989 12.00.00 +02:00","Marin",0.2,599779,6104178,"Oxygen indhold"," =",26.1,"mg/l",2
"Marbæk Sø - Vest - vandkemi","13.06.2024 12.00.00 +02:00","Marin",1.5,456738.0000364474,6156904.003689662,"Oxygen indhold","",9.8,"mg/l",2
"FURESØ, kemi","13.08.1992 12.00.00 +02:00","Marin",24,714084,6189179,"Oxygen indhold"," =",0.2,"mg/l",2
"ARRESØ, kemi","18.07.2022 12.00.00 +02:00","Marin",2,693897.9998364563,6209574.003611643,"Oxygen indhold","",5.2,"mg/l",2
"Hals sø amts st","28.05.2013 12.00.00 +02:00","Marin",2.07,572866,6254128,"Oxygen indhold"," =",10.1,"mg/l",2
"UTTERSLEV MOSE, MIDT BASSIN","21.08.2024 12.00.00 +02:00","Marin",0.2,720231.9998057615,6180183.003862957,"Oxygenmætning","",112.8,"pct",1
"FURESØ, kemi","11.05.2022 12.00.00 +02:00","Marin",18,714083.9990448453,6189179.027232725,"Oxygenmætning","",87,"pct",1
"BURESØ","03.05.1988 12.00.00 +02:00","Marin",4,701619,6191260,"Oxygenmætning"," =",114,"pct",2
"HALD SØ, Vandkemi","04.05.2011 12.00.00 +02:00","Marin",9.38,520999,6247723,"Oxygen indhold"," =",11.6,"mg/l",2
"Fåresø - vandkemi","04.09.2023 12.00.00 +02:00","Marin",0.2314634,452131.0000827791,6164521.007559058,"Oxygen indhold","",7.97342,"mg/l",2
"Kvie Sø - vandkemi","04.05.1995 12.00.00 +02:00","Marin",1,485559,6175543,"Oxygenmætning"," =",92,"pct",2
"FURESØ, kemi","15.05.2003 12.00.00 +02:00","Marin",8,714084,6189179,"Oxygenmætning"," =",113,"pct",2
"ARRESØ, kemi","02.08.2007 12.00.00 +02:00","Marin",4,693898,6209574,"Oxygenmætning"," =",100,"pct",2
"FURESØ, kemi","22.07.2004 12.00.00 +02:00","Marin",1.19,714084,6189179,"Oxygenmætning"," =",117.6,"pct",2
"FURESØ, kemi","30.08.1990 12.00.00 +02:00","Marin",9.08,714084,6189179,"Oxygenmætning"," =",67,"pct",2
"BURESØ","03.09.2012 12.00.00 +02:00","Marin",1,701619,6191260,"Oxygenmætning"," =",80,"pct",2
"LEMVIG SØ, Vandkemi","16.04.1996 12.00.00 +02:00","Marin",2,457993,6266836,"Oxygenmætning"," =",122,"pct",2
"BASTRUP SØ, kemi","05.11.2002 12.00.00 +01:00","Marin",5,704828,6190664,"Oxygenmætning"," =",84,"pct",2
"ARRESØ, kemi","07.02.2006 12.00.00 +01:00","Marin",0.2,693898,6209574,"Oxygenmætning"," =",70,"pct",1
"SØHOLM SØ /001","17.09.2018 12.00.00 +02:00","Marin",11,571863,6125861,"Oxygenmætning"," =",0.2,"pct",3
"FURESØ, kemi","18.07.2013 12.00.00 +02:00","Marin",25,714084,6189179,"Oxygen indhold"," =",10.5,"mg/l",2
"BAGSVÆRD SØ, kemi","30.05.2001 12.00.00 +02:00","Marin",2,717383,6185871,"Oxygen indhold"," =",8.5,"mg/l",2
"SELSØ, kemi","10.06.1987 12.00.00 +02:00","Marin",0.5,688087,6181931,"Oxygenmætning"," =",125,"pct",2
"ST.GRIB SØ","15.03.2006 12.00.00 +01:00","Marin",8,706078,6209294,"Oxygen indhold"," =",4.5,"mg/l",2
"VINTMØLLE SØ, Vandkemi","11.09.2024 12.00.00 +02:00","Marin",1.98,524303.0002163074,6252988.0466348985,"Oxygenmætning","",80.7115,"pct",2
"NORS SØ - vandkemi","07.12.2011 12.00.00 +01:00","Marin",2,476319,6320842,"Oxygenmætning"," =",97.4,"pct",2
"HORNUM SØ - vandkemi","02.02.2022 12.00.00 +01:00","Marin",0.95,545563.0441972642,6306743.920878542,"Oxygen indhold","",12.9358,"mg/l",2
"GRANE LANGSØ, MIDT","09.06.2023 12.00.00 +02:00","Marin",0.19,528200.0097046501,6208142.052465227,"Oxygenmætning","",105.2273,"pct",2
"KNUD SØ, ØST - Kemistation","13.01.1982 12.00.00 +01:00","Marin",1,547982,6217718,"Oxygen indhold"," =",13.4,"mg/l",2
"MOSSØ - vandkemi","04.07.2023 12.00.00 +02:00","Marin",3.98,549550.03193372,6210472.056630528,"Oxygenmætning","",89.4475,"pct",2
"KNUD SØ, ØST - Kemistation","03.08.1982 12.00.00 +02:00","Marin",15,547982,6217718,"Oxygen indhold"," =",5.6,"mg/l",2
"ULSE SØ, kemi","19.06.1996 12.00.00 +02:00","Marin",13.17,691219,6132094,"Oxygen indhold"," =",0.6,"mg/l",2
"ABORRE SØ, kemi","08.07.2015 12.00.00 +02:00","Marin",5.03,725683,6098241,"Oxygenmætning"," =",80.9,"pct",2
"FURESØ, kemi","19.09.2001 12.00.00 +02:00","Marin",20,714084,6189179,"Oxygenmætning"," =",21,"pct",2
"NORS SØ - vandkemi","20.02.2024 12.00.00 +01:00","Marin",15.01,476200.98624243616,6320964.953877215,"Oxygenmætning","",98.6726,"pct",2
"HUNO SØ Møn, kemi","06.09.2001 12.00.00 +02:00","Marin",2,725328,6098699,"Oxygenmætning"," =",81,"pct",2
"Jels Oversø - vandkemi","14.04.1992 12.00.00 +02:00","Marin",1.3,515695,6136936,"Oxygen indhold"," =",15,"mg/l",2
"Engelsholm Sø - vandkemi","21.07.1999 12.00.00 +02:00","Marin",3.01,520069,6174893,"Oxygen indhold"," =",3.4,"mg/l",2
"ULVEDYBET - vandkemi","18.05.1998 12.00.00 +02:00","Marin",0.2,539589,6327186,"Oxygen indhold"," =",10.1,"mg/l",2
"Nakskov Indrefjord - KEMI","30.06.1997 12.00.00 +02:00","Marin",0.2,638164,6076354,"Oxygen indhold"," =",9,"mg/l",2
"BRABRAND SØ, VESTBASS","23.06.2017 12.00.00 +02:00","Marin",0.2,568689,6222983,"Oxygen indhold"," =",6.5,"mg/l",3
"ARRESØ, kemi","14.07.1992 12.00.00 +02:00","Marin",3,693898,6209574,"Oxygen indhold"," =",9.3,"mg/l",2
"FURESØ, kemi","08.04.2025 12.00.00 +02:00","Marin",5.97,714084.4349960297,6189178.677114806,"Oxygen indhold","",15.67,"mg/l",2
"ST. GEDDESØ,MØN","22.05.2008 12.00.00 +02:00","Marin",2.5,725763,6097897,"Oxygenmætning"," =",4.8,"pct",1
"SØHOLM SØ /001","16.08.2004 12.00.00 +02:00","Marin",5,571863,6125861,"Oxygenmætning"," =",1,"pct",2
"MAGLESØ, kemi","04.07.2001 12.00.00 +02:00","Marin",1,669464,6168553,"Oxygen indhold"," =",11.1,"mg/l",2
"FURESØ, kemi","26.09.2005 12.00.00 +02:00","Marin",15,714084,6189179,"Oxygenmætning"," =",41,"pct",2
"Stilling Solbjerg Sø, SYD FOR KOLLEN","13.07.2018 12.00.00 +02:00","Marin",0.17,565236,6213113,"Oxygenmætning"," =",138.9,"pct",3
"SØHOLM SØ /001","10.03.1992 12.00.00 +01:00","Marin",14,571863,6125861,"Oxygen indhold"," =",10.8,"mg/l",2
"VESTERBORG SØ, kemi","04.06.1996 12.00.00 +02:00","Marin",1.5,645924,6082133,"Oxygenmætning"," =",103,"pct",2
"RØRMOSEN","22.08.2002 12.00.00 +02:00","Marin",1,705758,6163524,"Oxygen indhold"," =",1.4,"mg/l",2
"Rørbæk Sø - vandkemi","17.05.1995 12.00.00 +02:00","Marin",0.2,523097,6198608,"Oxygenmætning"," =",129,"pct",2
"RAVNSØ, MIDT -- RAV1 - vandkemi","19.08.2004 12.00.00 +02:00","Marin",24,552519,6218243,"Oxygenmætning"," =",1,"pct",2
"SØBO SØ, vandkemi","25.08.1992 12.00.00 +02:00","Marin",1,576888,6118630,"Oxygenmætning"," =",80,"pct",2
"SØBO SØ, vandkemi","15.08.1994 12.00.00 +02:00","Marin",4,576888,6118630,"Oxygen indhold"," =",7.3,"mg/l",2
"NORS SØ - vandkemi","17.02.1998 12.00.00 +01:00","Marin",18,476319,6320842,"Oxygen indhold"," =",12.5,"mg/l",2
"GØDSTRUP SØ, Vandkemi","25.07.2019 12.00.00 +02:00","Marin",3.45,494267,6223446,"Oxygenmætning"," =",4.8,"pct",3
"VIBORG NØRRESØ, Vandkemi","24.11.2005 12.00.00 +01:00","Marin",6,526649,6257983,"Oxygen indhold"," =",10.1,"mg/l",2
"UDBYOVER SØ Ø-DEL (UDB 1)","28.07.2009 12.00.00 +02:00","Marin",1.5,574384,6279463,"Oxygenmætning"," =",116,"pct",2
"Holm Sø - vandkemi","15.01.2009 12.00.00 +01:00","Marin",1,450100,6166893,"Oxygen indhold"," =",12.8,"mg/l",2
"NORDBY SØ ST AMT","28.11.2006 12.00.00 +01:00","Marin",5,561051,6123651,"Oxygen indhold"," =",9.3,"mg/l",2
"ARRESØ, kemi","10.08.1993 12.00.00 +02:00","Marin",1,693898,6209574,"Oxygenmætning"," =",103,"pct",2
"ABORRE SØ, kemi","26.06.1995 12.00.00 +02:00","Marin",5.5,725683,6098241,"Oxygen indhold"," =",10.8,"mg/l",2
"FURESØ, kemi","12.04.2007 12.00.00 +02:00","Marin",20,714084,6189179,"Oxygen indhold"," =",13.6,"mg/l",2
"RAVNSØ, MIDT -- RAV1 - vandkemi","09.07.2014 12.00.00 +02:00","Marin",13.01,552519,6218243,"Oxygen indhold"," =",7.3,"mg/l",2
"VEDSØ, NONBO, Vandkemi","10.06.2009 12.00.00 +02:00","Marin",5.27,524269,6251523,"Oxygen indhold"," =",9.9,"mg/l",2
"Skærsø - vandkemi","10.06.1996 12.00.00 +02:00","Marin",1,517419,6159693,"Oxygenmætning"," =",109,"pct",2
"VESSØ","06.12.2005 12.00.00 +01:00","Marin",1,548964,6214249,"Oxygenmætning"," =",91,"pct",2
"BASTRUP SØ, kemi","17.07.1990 12.00.00 +02:00","Marin",4,704828,6190664,"Oxygen indhold"," =",9.9,"mg/l",2
"Lille Sø - vandkemi","11.08.1993 12.00.00 +02:00","Marin",0,572968,6305479,"Oxygen indhold"," =",11.8,"mg/l",2
"TYSTRUP SØ, kemi","09.07.1991 12.00.00 +02:00","Marin",16.98,663916,6137795,"Oxygen indhold"," =",3.5,"mg/l",2
"MOSSØ - vandkemi","23.08.2000 12.00.00 +02:00","Marin",1.1,549550,6210472,"Oxygen indhold"," =",9.1,"mg/l",2
"Store Bjergemark Sø (Linde sø), kemi","10.05.1995 12.00.00 +02:00","Marin",0.2,688886,6101644,"Oxygen indhold"," =",3.3,"mg/l",2
"ØJESØ, N-DEL --ØJE1","16.09.2021 12.00.00 +02:00","Marin",8.1,599513.6510002521,6239390.337963191,"Oxygenmætning","",0,"pct",2
"Sortesø /001, Fyn","28.03.1989 12.00.00 +02:00","Marin",0.5,583515,6108993,"Oxygenmætning"," =",97,"pct",2
"SØNDERSØ, kemi","13.08.1990 12.00.00 +02:00","Marin",4,710238,6186185,"Oxygenmætning"," =",41.7,"pct",2
"FERRING SØ, Vandkemi","09.06.1999 12.00.00 +02:00","Marin",0.19,447186,6268201,"Oxygen indhold"," =",9.3,"mg/l",2
"FURESØ, kemi","11.09.2007 12.00.00 +02:00","Marin",10,714084,6189179,"Oxygen indhold"," =",8.9,"mg/l",2
"PEDERSBORG SØ, kemi","16.05.2017 12.00.00 +02:00","Marin",0.24,661319,6147494,"Oxygenmætning"," =",106.23,"pct",3
"Store Søgård Sø - vandkemi","13.11.2002 12.00.00 +01:00","Marin",0.22,528587,6087722,"Oxygen indhold"," =",10.9,"mg/l",2
"TISSØ, kemi","01.07.2009 12.00.00 +02:00","Marin",7,644295,6162469,"Oxygen indhold"," =",12.7,"mg/l",2
"RAVNSØ, MIDT -- RAV1 - vandkemi","03.04.1991 12.00.00 +02:00","Marin",4,552519,6218243,"Oxygenmætning"," =",112,"pct",2
"KULSØ, TROLDHEDE, Vandkemi","06.07.2004 12.00.00 +02:00","Marin",0.2,483127,6206494,"Oxygenmætning"," =",100.6,"pct",2
"SJØRUP SØ - vandkemi","01.03.1989 12.00.00 +01:00","Marin",10,524225,6302796,"Oxygen indhold"," =",12.9,"mg/l",2
"VESTERBORG SØ, kemi","01.11.1988 12.00.00 +01:00","Marin",1,645924,6082133,"Oxygen indhold"," =",11.9,"mg/l",2
"TUEL SØ ST.1,HOVEDSTATION","21.04.1995 12.00.00 +02:00","Marin",4.02,663416,6147895,"Oxygen indhold"," =",12.8,"mg/l",2
"NALDAL SØ - vandkemi","25.08.2020 12.00.00 +02:00","Marin",3,544095,6202157,"Oxygenmætning"," =",64.93,"pct",2
"SVOGERSLEV SØ ST 1","11.09.1989 12.00.00 +02:00","Marin",3,689013,6170343,"Oxygen indhold"," =",12.3,"mg/l",2
"SØHOLM SØ /001","09.07.2007 12.00.00 +02:00","Marin",4,571863,6125861,"Oxygenmætning"," =",100,"pct",2
"KNUD SØ, ØST - Kemistation","08.06.2022 12.00.00 +02:00","Marin",16,547981.9608128633,6217717.920106421,"Oxygenmætning","",83.1829,"pct",2
"RØGBØLLE SØ, SYDB, kemi","23.09.1992 12.00.00 +02:00","Marin",0.2,666003,6065651,"Oxygen indhold"," =",9.4,"mg/l",2
"HALD SØ, Vandkemi","28.09.2004 12.00.00 +02:00","Marin",19,520999,6247723,"Oxygen indhold"," =",2.1,"mg/l",2
"Damhussøen - KEMI","17.11.2011 12.00.00 +01:00","Marin",2.1,718516,6175584,"Oxygenmætning"," =",103,"pct",1
"GRUSGRAVSSØ 1","06.08.1992 12.00.00 +02:00","Marin",3.5,598126,6133118,"Oxygenmætning"," =",11,"pct",2
"Damhussøen - KEMI","11.06.2013 12.00.00 +02:00","Marin",1.5,718516,6175584,"Oxygenmætning"," =",123,"pct",2
"P.HANSENS GRUSGRAV AMT ST","29.09.1999 12.00.00 +02:00","Marin",5,669830,6075138,"Oxygenmætning"," =",96,"pct",2
"GRUSGRAVSSØ ØST FOR DARUPVEJ","10.06.2025 12.00.00 +02:00","Marin",8.16,693258.1460248672,6167499.6479606265,"Oxygenmætning","",198.58,"pct",2
"VESTERBORG SØ, kemi","02.11.2017 12.00.00 +01:00","Marin",2.02,645924,6082133,"Oxygen indhold"," =",8.32,"mg/l",3
"FURESØ, kemi","27.05.1993 12.00.00 +02:00","Marin",4.01,714084,6189179,"Oxygen indhold"," =",11.5,"mg/l",2
"Vedbøl Sø - vandkemi","18.09.2023 12.00.00 +02:00","Marin",0.165679,525332.999956151,6115998.007690017,"Oxygenmætning","",75.36363,"pct",2
"BAGSVÆRD SØ, kemi","24.06.1998 12.00.00 +02:00","Marin",2,717383,6185871,"Oxygenmætning"," =",102,"pct",2
"VIBORG NØRRESØ, Vandkemi","22.09.1998 12.00.00 +02:00","Marin",6,526649,6257983,"Oxygen indhold"," =",7,"mg/l",2
"RINGBÆK SØ DYBESTE STED","13.07.1989 12.00.00 +02:00","Marin",1,714322,6168471,"Oxygen indhold"," =",7.7,"mg/l",2
"STUBBE SØ, MIDT -- STV5","20.06.2000 12.00.00 +02:00","Marin",4,604655,6235720,"Oxygenmætning"," =",121,"pct",2
"RØGBØLLE SØ, SYDB, kemi","13.02.1996 12.00.00 +01:00","Marin",1,666003,6065651,"Oxygen indhold"," =",10.2,"mg/l",2
"Gråsten Slotssø - vandkemi","23.04.2014 12.00.00 +02:00","Marin",5.5,537772,6086237,"Oxygenmætning"," =",2,"pct",2
"ULVEDYBET - vandkemi","28.09.1999 12.00.00 +02:00","Marin",2.1,539589,6327186,"Oxygen indhold"," =",10.3,"mg/l",2
"KLEJTRUP SØ - vandkemi","25.01.1996 12.00.00 +01:00","Marin",1,539809,6272673,"Oxygen indhold"," =",9.5,"mg/l",2
"Ralsøen (G30) - vandkemi","18.05.2004 12.00.00 +02:00","Marin",0.2,519536,6100939,"Oxygen indhold"," =",9.6,"mg/l",2
"BJØRNKÆR, Vandkemi","26.05.2021 12.00.00 +02:00","Marin",1,488935.0000092757,6261581.003543379,"Oxygenmætning"," =",89.97,"pct",2
"Langesø /002","25.06.1990 12.00.00 +02:00","Marin",2.5,575712,6143790,"Oxygen indhold"," =",9.6,"mg/l",2
"KALGÅRD SØ, MIDT","04.02.1987 12.00.00 +01:00","Marin",0,528319,6207543,"Oxygen indhold"," =",13.5,"mg/l",2
"FLØDESTRUP SØ ST AMT","03.07.1989 12.00.00 +02:00","Marin",0.5,606294,6137712,"Oxygenmætning"," =",123,"pct",2
"Dallund Sø /001","24.06.1992 12.00.00 +02:00","Marin",0.5,580869,6149324,"Oxygenmætning"," =",121,"pct",2
"ØRNSØ  - vandkemi","17.08.1999 12.00.00 +02:00","Marin",0.5,532481,6223358,"Oxygen indhold"," =",13.5,"mg/l",2
"NØRRE SØ VED VEDERSØ, Vandkemi","15.07.2008 12.00.00 +02:00","Marin",1.19,450677,6233658,"Oxygenmætning"," =",87,"pct",2
"RAVNSØ, MIDT -- RAV1 - vandkemi","08.07.1998 12.00.00 +02:00","Marin",5,552519,6218243,"Oxygenmætning"," =",105,"pct",2
"KOLSØ - vandkemi","04.05.2023 12.00.00 +02:00","Marin",1.01,528189.0018775798,6213973.996767296,"Oxygenmætning","",109.4961,"pct",2
"TISSØ, kemi","18.06.2003 12.00.00 +02:00","Marin",12.24,644295,6162469,"Oxygen indhold"," =",4.41,"mg/l",2
"RÆVSØ, MIDT","03.09.1997 12.00.00 +02:00","Marin",4,527614,6208973,"Oxygen indhold"," =",8.7,"mg/l",2
"ØRNSØ  - vandkemi","18.07.1996 12.00.00 +02:00","Marin",0.5,532481,6223358,"Oxygenmætning"," =",120,"pct",2
"TYSTRUP SØ, kemi","09.04.1990 12.00.00 +02:00","Marin",4.96,663916,6137795,"Oxygenmætning"," =",101,"pct",2
"MAGLESØ, kemi","29.07.1992 12.00.00 +02:00","Marin",4.99,669464,6168553,"Oxygen indhold"," =",7.1,"mg/l",2
"SØBO SØ, vandkemi","25.04.1989 12.00.00 +02:00","Marin",2,576888,6118630,"Oxygenmætning"," =",93,"pct",2
"RAVNSØ, MIDT -- RAV1 - vandkemi","07.07.2005 12.00.00 +02:00","Marin",7,552519,6218243,"Oxygen indhold"," =",6.4,"mg/l",2
"SØBYLEJET 38, Vandkemi","24.07.2023 12.00.00 +02:00","Marin",2.03,504254.0022718834,6208819.981967795,"Oxygenmætning","",98.1104,"pct",2
"TORUP SØ - vandkemi","18.06.2002 12.00.00 +02:00","Marin",0.24,526958,6208210,"Oxygenmætning"," =",176.6,"pct",2
"SANKT JØRGENSSØ SYD-BAS, kemi","26.04.2023 12.00.00 +02:00","Marin",1,723665.9998027799,6175816.003869181,"Oxygenmætning","",93.2,"pct",1
"NORDBY SØ ST AMT","26.06.1991 12.00.00 +02:00","Marin",2,561051,6123651,"Oxygenmætning"," =",100,"pct",2
"LILLE SØ VED VESTERLUND AMT ST","05.08.2004 12.00.00 +02:00","Marin",0.2,487921,6126427,"Oxygen indhold"," =",0.83,"mg/l",1
"GAMMELMØLLE ST AMT","19.10.1990 12.00.00 +01:00","Marin",1.5,603307,6122945,"Oxygenmætning"," =",25,"pct",2
"TJELE LANGSØ, Vandkemi","20.06.2003 12.00.00 +02:00","Marin",7,538029,6265253,"Oxygen indhold"," =",10.5,"mg/l",2
"GJORSLEV MØLLESØ, kemi","23.06.1998 12.00.00 +02:00","Marin",1,714654,6141325,"Oxygen indhold"," =",16.9,"mg/l",2
"MADUM SØ - vandkemi","04.11.2013 12.00.00 +01:00","Marin",0.2,557195,6295420,"Oxygen indhold"," =",11.01,"mg/l",2
"SØHOLM SØ /001","09.06.2022 12.00.00 +02:00","Marin",14.06,583298.9609660351,6113386.972710936,"Oxygenmætning","",0,"pct",2
"TRYGGELEV NOR VEST MC ST 2","26.01.2006 12.00.00 +01:00","Marin",2.9,606770,6073340,"Oxygenmætning"," =",96,"pct",2
"ESTRUP DAM - vandkemi","06.08.2025 12.00.00 +02:00","Marin",0.23,555947.9735306732,6299623.058599398,"Oxygenmætning","",83.31,"pct",2
"MARIBO SØNDERSØ, kemi","20.06.2000 12.00.00 +02:00","Marin",0.2,661571,6070255,"Oxygen indhold"," =",11.8,"mg/l",2
"FURESØ, kemi","07.11.2023 12.00.00 +01:00","Marin",5,714084.4349960297,6189178.677114806,"Oxygenmætning","",84.17,"pct",2
