"Stedtekst","Dato","Medie","Dybde","Målested, x-koordinat","Målested, y-koordinat","Parameter","Resultat-attribut","Resultat","Enhed","Kvalitetsmærke"
"SIDETAGSSØ ØST FOR IKAST, Vandkemi","11.08.2025 12.00.00 +02:00","Sø",1,512937.02070393134,6220594.057786882,"Oxygenmætning","",96.03,"pct",2
"Arreskov Sø /004","08.11.2011 12.00.00 +01:00","Sø",0.2,583299,6113387,"Oxygen indhold"," =",9.9,"mg/l",2
"TISSØ, kemi","25.06.1992 12.00.00 +02:00","Sø",8.02,644295,6162469,"Oxygen indhold"," =",6.6,"mg/l",2
"SØTORUP SØ, kemi","06.09.2022 12.00.00 +02:00","Sø",21,689418.9998399746,6132094.003719082,"Oxygen indhold","",0,"mg/l",2
"Skanderborg Sø - vandkemi","07.09.1995 12.00.00 +02:00","Sø",5,557952,6207834,"Oxygenmætning"," =",76,"pct",2
"Nørresø, Fyn /001, vandkemi, sediment","02.10.1997 12.00.00 +02:00","Sø",0.5,587917,6112007,"Oxygenmætning"," =",110,"pct",2
"STUBBERGÅRD SØ, Vandkemi","29.06.2023 12.00.00 +02:00","Sø",7.47,495480.9490825133,6253630.041464565,"Oxygen indhold","",8e-4,"mg/l",2
"Fårup Sø - vandkemi","10.12.1990 12.00.00 +01:00","Sø",7,525369,6176393,"Oxygen indhold"," =",13.4,"mg/l",2
"Langesø /002","07.02.2022 12.00.00 +01:00","Sø",3.02,575712.0111992719,6143789.951566356,"Oxygen indhold","",11.4873,"mg/l",2
"BUE SØ, kemi","23.09.1985 12.00.00 +02:00","Sø",6,688018,6170184,"Oxygen indhold"," =",8.9,"mg/l",2
"SIGERSLEV SØ","20.07.1992 12.00.00 +02:00","Sø",0.2,716543,6136394,"Oxygenmætning"," =",220,"pct",2
"Nørresø, Fyn /004, sediment","08.02.1989 12.00.00 +01:00","Sø",3.5,587900,6112247,"Oxygen indhold"," =",12.7,"mg/l",2
"VANDET SØ - vandkemi","21.05.2014 12.00.00 +02:00","Sø",16,473039,6319052,"Oxygenmætning"," =",87.3,"pct",2
"SØNDERSØ, kemi","31.10.2002 12.00.00 +01:00","Sø",0.1,710238,6186185,"Oxygen indhold"," =",11.7,"mg/l",2
"ØRNSØ  - vandkemi","04.11.1998 12.00.00 +01:00","Sø",2,532481,6223358,"Oxygenmætning"," =",73,"pct",2
"Rygbjerg Sø - vandkemi","02.05.1996 12.00.00 +02:00","Sø",10,522378,6116429,"Oxygenmætning"," =",66,"pct",2
"TISSØ, kemi","31.10.1990 12.00.00 +01:00","Sø",0.98,644295,6162469,"Oxygenmætning"," =",90,"pct",2
"MØRKE SØ, Vandkemi","04.09.2025 12.00.00 +02:00","Sø",4.01,493284.9659243354,6261900.010033851,"Oxygen indhold","",1.22,"mg/l",2
"STORE KATTINGE SØ, kemi","10.05.1999 12.00.00 +02:00","Sø",2,689552,6172212,"Oxygenmætning"," =",113.1,"pct",2
"DRONNINGLUND MØLLESØ - vandkemi","21.08.1995 12.00.00 +02:00","Sø",1,576790,6334986,"Oxygen indhold"," =",4,"mg/l",2
"TUEL SØ ST.1,HOVEDSTATION","29.05.2018 12.00.00 +02:00","Sø",15.97,663416,6147895,"Oxygen indhold"," =",0,"mg/l",3
"FURESØ, kemi","15.05.2013 12.00.00 +02:00","Sø",17,714084,6189179,"Oxygenmætning"," =",108,"pct",2
"RAVNSØ, MIDT -- RAV1 - vandkemi","11.03.2004 12.00.00 +01:00","Sø",3,552519,6218243,"Oxygen indhold"," =",13.2,"mg/l",2
"SKARRESØ Kemistation","16.08.1993 12.00.00 +02:00","Sø",2.08,649416,6169795,"Oxygenmætning"," =",94,"pct",2
"TANGE SØ, Vandkemi GAMMEL","02.06.2010 12.00.00 +02:00","Sø",5.5,536479,6241513,"Oxygen indhold"," =",9.5,"mg/l",1
"TYSTRUP SØ, kemi","09.10.1989 12.00.00 +01:00","Sø",14.96,663916,6137795,"Oxygen indhold"," =",8.9,"mg/l",2
"BAGSVÆRD SØ, kemi","25.06.1997 12.00.00 +02:00","Sø",3,717383,6185871,"Oxygenmætning"," =",70,"pct",2
"EGGESØ, Vandkemi","01.07.2008 12.00.00 +02:00","Sø",3.22,490804,6264438,"Oxygen indhold"," =",6.4,"mg/l",2
"SØNDERBY SØ ST AMT","14.03.1990 12.00.00 +01:00","Sø",0.2,561030,6122153,"Oxygen indhold"," =",13.4,"mg/l",2
"HØHOLMSØ","19.11.2009 12.00.00 +01:00","Sø",1.4,706575,6177240,"Oxygen indhold"," =",8.4,"mg/l",2
"Gram Slotsø - vandkemi","13.08.2019 12.00.00 +02:00","Sø",1.2,503704,6127607,"Oxygen indhold"," =",8.82,"mg/l",3
"PYRITSØEN, kemi ","20.08.2025 12.00.00 +02:00","Sø",18.45,863551.3806034648,6126567.41182306,"Oxygen indhold","",7.09,"mg/l",2
"LØGSØ AMT ST","29.09.2008 12.00.00 +02:00","Sø",4,717909,6192954,"Oxygen indhold"," =",0.3,"mg/l",2
"KILEN, Vandkemi","28.09.1989 12.00.00 +01:00","Sø",2,473293,6261767,"Oxygen indhold"," =",11.1,"mg/l",2
"NORS SØ - vandkemi","21.12.2016 12.00.00 +01:00","Sø",18,476319,6320842,"Oxygenmætning"," =",100.2,"pct",3
"HALD SØ ST.3","26.07.1990 12.00.00 +02:00","Sø",4,521059,6249273,"Oxygen indhold"," =",5.5,"mg/l",1
"SØBYLEJET 31, MELDGÅRD SØ, Vandkemi","18.11.2009 12.00.00 +01:00","Sø",10.19,506525,6207743,"Oxygen indhold"," =",11.6,"mg/l",1
"MØLLESØ, Falster, kemi","10.06.2008 12.00.00 +02:00","Sø",0.2,691301,6081685,"Oxygenmætning"," =",80,"pct",2
"SØBY SØ, MIDTJYLLAND, Vandkemi","08.05.2025 12.00.00 +02:00","Sø",1.01,504515.0399677128,6211703.980554111,"Oxygenmætning","",102.39,"pct",2
"HEJREDE SØ, MARIBO","12.07.1994 12.00.00 +02:00","Sø",0.5,666920,6068978,"Oxygen indhold"," =",11.2,"mg/l",2
"STAMPEDAM MIDT","18.08.1987 12.00.00 +02:00","Sø",0.6,722312,6190183,"Oxygenmætning"," =",66.4,"pct",2
"ALVAD SØ,V FOR RYOMGÅRD","15.08.1995 12.00.00 +02:00","Sø",0.2,593269,6253593,"Oxygenmætning"," =",60,"pct",1
"Store Søgård Sø - vandkemi","05.07.2005 12.00.00 +02:00","Sø",1,528587,6087722,"Oxygen indhold"," =",7.66,"mg/l",2
"MAGLESØ, kemi","10.08.1999 12.00.00 +02:00","Sø",0.02,669464,6168553,"Oxygenmætning"," =",108,"pct",2
"Råstofsø ved Nørre Hostrup - vandkemi","03.07.2025 12.00.00 +02:00","Sø",4,517922.963653518,6104339.076451887,"Oxygenmætning","",79.36,"pct",2
"Hudevad Sø /001","07.09.1992 12.00.00 +02:00","Sø",5,597539,6131354,"Oxygenmætning"," =",56,"pct",2
"MØLHOLM KRIDTGRAV - vandkemi","24.06.2021 12.00.00 +02:00","Sø",6.5,553378.0032105054,6322436.849319354,"Oxygen indhold","",16.69,"mg/l",2
"FUGLSANG SØ, Vandkemi","16.05.2023 12.00.00 +02:00","Sø",5.49,496818.9886095871,6223399.035495586,"Oxygenmætning","",106.3208,"pct",2
"SORTEDAMSSØ NORD-BAS, kemi","26.01.2021 12.00.00 +01:00","Sø",0.2,724715.9998018866,6177956.003866275,"Oxygenmætning","",96.5,"pct",1
"FUGLSANGSSØEN MIDT","05.08.2003 12.00.00 +02:00","Sø",0.2,723452,6186637,"Oxygenmætning"," =",126,"pct",2
"YDERNÆS SØ","22.06.2023 12.00.00 +02:00","Sø",0.24,674003.9483963529,6121383.079180985,"Oxygen indhold","",20.0816,"mg/l",2
"Langesø /002","24.06.1992 12.00.00 +02:00","Sø",1,575712,6143790,"Oxygenmætning"," =",129,"pct",2
"KILEN, Vandkemi","18.05.2010 12.00.00 +02:00","Sø",2.2,473293,6261767,"Oxygen indhold"," =",11.5,"mg/l",2
"Ralsøen (G30) - vandkemi","10.08.2010 12.00.00 +02:00","Sø",1,519536,6100939,"Oxygenmætning"," =",104.9,"pct",2
"OLSENS SØ, kemi","19.05.2025 12.00.00 +02:00","Sø",1.97,715963.9980822699,6191824.754030977,"Oxygenmætning","",59.64,"pct",2
"SØHOLM SØ /001","11.05.2010 12.00.00 +02:00","Sø",6,571863,6125861,"Oxygenmætning"," =",100,"pct",2
"TJELE LANGSØ, BIGUMDYBET","06.08.1990 12.00.00 +02:00","Sø",4,540339,6266163,"Oxygen indhold"," =",7.9,"mg/l",2
"HALD SØ, Vandkemi","17.08.2006 12.00.00 +02:00","Sø",26,520999,6247723,"Oxygen indhold"," =",0.7,"mg/l",2
"SØ VED BLOMMELYST CAMPING","01.12.2005 12.00.00 +01:00","Sø",1,579029,6138213,"Oxygenmætning"," =",73,"pct",2
"SØBY SØ, MIDTJYLLAND, Vandkemi","17.05.1993 12.00.00 +02:00","Sø",3.83,504515,6211704,"Oxygen indhold"," =",9.6,"mg/l",2
"Kamstrup Grusgrav, kemi","29.05.2024 12.00.00 +02:00","Sø",5.03,694247.0320985961,6167127.61109986,"Oxygen indhold","",5.0864,"mg/l",2
"RAVNSØ, MIDT -- RAV1 - vandkemi","05.09.1990 12.00.00 +02:00","Sø",27,552519,6218243,"Oxygenmætning"," =",4,"pct",2
"FUSSING SØ MIDT ","16.07.2019 12.00.00 +02:00","Sø",15.95,553787,6258768,"Oxygen indhold"," =",0.4,"mg/l",3
"RAVNSØ, MIDT -- RAV1 - vandkemi","31.05.2006 12.00.00 +02:00","Sø",30,552519,6218243,"Oxygen indhold"," =",7.5,"mg/l",2
"Vorup Engsø - Vandkemi","25.08.2023 12.00.00 +02:00","Sø",0.24,562574.9686079259,6257173.081064951,"Oxygen indhold","",11.9361,"mg/l",2
"ULSE SØ, kemi","21.09.2004 12.00.00 +02:00","Sø",13.17,691219,6132094,"Oxygenmætning"," =",1.5,"pct",2
"SORTEDAMSSØ NORD-BAS, kemi","28.10.2021 12.00.00 +02:00","Sø",0.2,724715.9998018866,6177956.003866275,"Oxygen indhold","",11.8,"mg/l",1
"HULEMOSE SØ,VORDINGBORG","29.08.1991 12.00.00 +02:00","Sø",1.8,690162,6099336,"Oxygenmætning"," =",77,"pct",2
"BASTRUP SØ, kemi","05.09.1990 12.00.00 +02:00","Sø",6,704828,6190664,"Oxygen indhold"," =",7.2,"mg/l",2
"RAVNSØ, MIDT -- RAV1 - vandkemi","27.06.2002 12.00.00 +02:00","Sø",6,552519,6218243,"Oxygen indhold"," =",9.3,"mg/l",2
"Store Økssø - vandkemi","02.06.2025 12.00.00 +02:00","Sø",8.04,552982.0078391844,6295890.054825037,"Oxygen indhold","",6.65,"mg/l",2
"SNESERE SØ,TAPPERNØJE","28.09.2017 12.00.00 +02:00","Sø",1.04,687869,6117349,"Oxygenmætning"," =",91.06,"pct",3
"BAGSVÆRD SØ, kemi","03.10.1995 12.00.00 +01:00","Sø",2,717383,6185871,"Oxygen indhold"," =",10.7,"mg/l",2
"NORS SØ - vandkemi","20.09.2018 12.00.00 +02:00","Sø",4,476319,6320842,"Oxygen indhold"," =",9.93,"mg/l",3
"Slivsø - vandkemi","17.09.2014 12.00.00 +02:00","Sø",0.2,530453,6113924,"Oxygen indhold"," =",8.74,"mg/l",2
"KILEN, Vandkemi","13.05.1993 12.00.00 +02:00","Sø",0.4,473293,6261767,"Oxygenmætning"," =",126,"pct",2
"HOLSTEBRO VANDKRAFTSØ, AMT ST 7","06.09.1995 12.00.00 +02:00","Sø",0.25,480379,6245468,"Oxygenmætning"," =",85,"pct",2
"Hostrup Sø - vandkemi","02.08.2011 12.00.00 +02:00","Sø",5,527763,6090708,"Oxygenmætning"," =",77.3,"pct",2
"HALD SØ, Vandkemi","07.05.1990 12.00.00 +02:00","Sø",10,520999,6247723,"Oxygen indhold"," =",14.2,"mg/l",2
"ØRNSØ  - vandkemi","22.06.1999 12.00.00 +02:00","Sø",8,532481,6223358,"Oxygen indhold"," =",0.7,"mg/l",2
"SNÆBUM SØ - vandkemi","08.06.2017 12.00.00 +02:00","Sø",1,539799,6278193,"Oxygen indhold"," =",10.57,"mg/l",3
"BRYRUP LANGSØ,  BRY 1","23.01.2007 12.00.00 +01:00","Sø",1,532693,6208262,"Oxygen indhold"," =",11.2,"mg/l",2
"Arreskov Sø /004","16.10.1991 12.00.00 +01:00","Sø",1,583299,6113387,"Oxygenmætning"," =",92,"pct",2
"ORMSTRUP SØ, Vandkemi","23.04.2007 12.00.00 +02:00","Sø",0.2,539739,6242573,"Oxygen indhold"," =",10.3,"mg/l",2
"NORS SØ - vandkemi","25.02.2002 12.00.00 +01:00","Sø",18,476319,6320842,"Oxygen indhold"," =",13,"mg/l",2
"Fjellerup Sø /001, vandkemi, sediment","29.06.1990 12.00.00 +02:00","Sø",0.2,600420,6121973,"Oxygenmætning"," =",134,"pct",2
"VIRKET SØ, kemi","21.08.2008 12.00.00 +02:00","Sø",7,690400,6080263,"Oxygenmætning"," =",21,"pct",2
"HALD SØ, Vandkemi","11.08.2008 12.00.00 +02:00","Sø",16.67,520999,6247723,"Oxygen indhold"," =",0.9,"mg/l",2
"Furesø-1646","01.08.1972 12.00.00 +01:00","Sø",0.1,713364,6190274,"Oxygenmætning"," =",95,"pct",2
"LYNGBY SØ, MIDT I VESTBASSIN, kemi","20.09.2018 12.00.00 +02:00","Sø",0.2,718006,6186555,"Oxygen indhold"," =",9.4,"mg/l",3
"FURESØ, kemi","05.10.1989 12.00.00 +01:00","Sø",4,714084,6189179,"Oxygenmætning"," =",86.5,"pct",2
"SØNDERSØ, kemi","22.06.2015 12.00.00 +02:00","Sø",1,710238,6186185,"Oxygen indhold"," =",8.7,"mg/l",1
"Engelsholm Sø - vandkemi","01.09.2025 12.00.00 +02:00","Sø",5.6,520120.01414932945,6174900.093317531,"Oxygenmætning","",0,"pct",2
"MELLEMDYB, VEST STADIL FJORD, Vandkemi","27.09.2005 12.00.00 +02:00","Sø",0.2,447176,6229512,"Oxygen indhold"," =",9.8,"mg/l",2
"SØHOLM SØ /001","11.09.2001 12.00.00 +02:00","Sø",14,571863,6125861,"Oxygen indhold"," =",0.1,"mg/l",2
"Hals sø amts st","10.09.2002 12.00.00 +02:00","Sø",1,572866,6254128,"Oxygenmætning"," =",60,"pct",2
"SØBY SØ, MIDTJYLLAND, Vandkemi","29.10.2015 12.00.00 +01:00","Sø",1,504515,6211704,"Oxygenmætning"," =",97.4,"pct",2
"Vedsted Sø - vandkemi","30.08.1995 12.00.00 +02:00","Sø",7.06,523233,6116144,"Oxygen indhold"," =",1.8,"mg/l",2
"TISSØ, kemi","21.06.1993 12.00.00 +02:00","Sø",7.03,644295,6162469,"Oxygen indhold"," =",8.7,"mg/l",2
"SØHOLM SØ /001","03.04.2018 12.00.00 +02:00","Sø",5,571863,6125861,"Oxygenmætning"," =",133.8,"pct",3
"LADEGÅRD SØ ST AMT","02.09.1991 12.00.00 +02:00","Sø",1,613055,6131227,"Oxygen indhold"," =",8.6,"mg/l",2
"ULSE SØ, kemi","15.08.1995 12.00.00 +02:00","Sø",7.01,691219,6132094,"Oxygen indhold"," =",0.2,"mg/l",2
"Sø NV for Egeskov - vandkemi","08.05.2024 12.00.00 +02:00","Sø",0.22414796,546499.999919587,6163800.007561009,"Oxygen indhold","",10.48141,"mg/l",2
"BRYRUP LANGSØ,  BRY 1","01.03.1999 12.00.00 +01:00","Sø",2,532693,6208262,"Oxygenmætning"," =",85,"pct",2
"Nørresø, Fyn /001, vandkemi, sediment","29.06.1989 12.00.00 +02:00","Sø",2,587917,6112007,"Oxygen indhold"," =",8.7,"mg/l",2
"ARUP VEJLE - vandkemi","18.05.2015 12.00.00 +02:00","Sø",0.2,494889,6319219,"Oxygenmætning"," =",113,"pct",2
"VANDET SØ - vandkemi","21.05.2014 12.00.00 +02:00","Sø",15,473039,6319052,"Oxygen indhold"," =",9.61,"mg/l",2
"HVIDKILDE SØ /001","16.05.2001 12.00.00 +02:00","Sø",0.5,597396,6103326,"Oxygenmætning"," =",90.4,"pct",2
"TRYGGELEV NOR VEST MC ST 2","02.12.2004 12.00.00 +01:00","Sø",0.8,606770,6073340,"Oxygen indhold"," =",11.9,"mg/l",2
"HALD SØ ST.3","31.10.2006 12.00.00 +01:00","Sø",1,521059,6249273,"Oxygen indhold"," =",9.6,"mg/l",2
"RAVNSØ, MIDT -- RAV1 - vandkemi","30.05.1989 12.00.00 +02:00","Sø",2,552519,6218243,"Oxygenmætning"," =",111,"pct",2
"TRYGGELEV NOR VEST MC ST 2","21.12.1993 12.00.00 +01:00","Sø",2.4,606770,6073340,"Oxygen indhold"," =",12.5,"mg/l",2
"FURESØ, kemi","06.05.2004 12.00.00 +02:00","Sø",4.09,714084,6189179,"Oxygen indhold"," =",13.62,"mg/l",2
"SØTORUP SØ, kemi","08.07.2019 12.00.00 +02:00","Sø",8.06,689419,6132094,"Oxygen indhold"," =",6.31,"mg/l",3
"FLYNDERSØ, SYDLIGE DEL, Vandkemi","14.08.2006 12.00.00 +02:00","Sø",8.7,493249,6259883,"Oxygen indhold"," =",0.01,"mg/l",2
"Sø ved Bromme - KEMI","17.06.2009 12.00.00 +02:00","Sø",4,660790,6150870,"Oxygen indhold"," =",9.67,"mg/l",2
"Lille Ibjerg Sø (Grusgravsø. 4.1) /001","02.07.2015 12.00.00 +02:00","Sø",7,596520,6131169,"Oxygen indhold"," =",7.52,"mg/l",2
"ESRUM SØ, kemi","19.09.2025 12.00.00 +02:00","Sø",18.14,711304.707816272,6213072.109023718,"Oxygenmætning","",0.93,"pct",2
"RING SØ","31.07.2002 12.00.00 +02:00","Sø",0.99,537179,6202473,"Oxygen indhold"," =",9.5,"mg/l",2
"MARIBO SØNDERSØ, kemi","14.04.1993 12.00.00 +02:00","Sø",2,661571,6070255,"Oxygen indhold"," =",13.9,"mg/l",2
"BRYRUP LANGSØ,  BRY 1","22.07.2021 12.00.00 +02:00","Sø",5.6,532693.0269878072,6208261.961397567,"Oxygenmætning","",0.7,"pct",2
"Arreskov Sø /004","09.04.2013 12.00.00 +02:00","Sø",0.5,583299,6113387,"Oxygen indhold"," =",15.4,"mg/l",2
"ESRUM SØ, kemi","02.09.1997 12.00.00 +02:00","Sø",2,711305,6213072,"Oxygen indhold"," =",8.6,"mg/l",2
"HORNBÆK SØ AMT ST","16.08.1989 12.00.00 +02:00","Sø",1.5,714834,6221227,"Oxygen indhold"," =",7.4,"mg/l",2
"SØMOSE","25.06.2024 12.00.00 +02:00","Sø",2.01,555594.0344686337,6224087.989987761,"Oxygen indhold","",1.85,"mg/l",2
"TRYGGELEV NOR VEST MC ST 2","06.04.2006 12.00.00 +02:00","Sø",2.5,606770,6073340,"Oxygen indhold"," =",6.3,"mg/l",2
"FURESØ, kemi","10.05.1988 12.00.00 +02:00","Sø",32,714084,6189179,"Oxygen indhold"," =",12.4,"mg/l",2
"Store Søgård Sø - vandkemi","10.07.2003 12.00.00 +02:00","Sø",0.2,528587,6087722,"Oxygenmætning"," =",98.8,"pct",2
"GRUSGRAVSSØ 5.20","28.05.2013 12.00.00 +02:00","Sø",4.5,597782,6131303,"Oxygen indhold"," =",0.3,"mg/l",2
"VOMME SØ ST 2 AMT","07.06.1999 12.00.00 +02:00","Sø",1,603570,6133607,"Oxygen indhold"," =",9.3,"mg/l",2
"SØHOLM SØ /001","29.07.2013 12.00.00 +02:00","Sø",9.5,571863,6125861,"Oxygenmætning"," =",2,"pct",2
"FARUM SØ, DYBESTE STED NORD","28.08.2008 12.00.00 +02:00","Sø",13,710835,6189267,"Oxygen indhold"," =",0.1,"mg/l",2
"HOVVIG, kemi","27.11.2007 12.00.00 +01:00","Sø",0.2,669528,6200858,"Oxygenmætning"," =",102,"pct",2
"HALD SØ, Vandkemi","22.09.1980 12.00.00 +02:00","Sø",16,520999,6247723,"Oxygen indhold"," =",0.4,"mg/l",2
"SØBY SØ, MIDTJYLLAND, Vandkemi","18.12.2019 12.00.00 +01:00","Sø",0.2,504515,6211704,"Oxygenmætning"," =",94.6,"pct",3
"DALLERUP SØ  - vandkemi","29.07.2003 12.00.00 +02:00","Sø",7.48,552914,6185555,"Oxygen indhold"," =",0,"mg/l",2
"BASTRUP SØ, kemi","04.08.1999 12.00.00 +02:00","Sø",2,704828,6190664,"Oxygenmætning"," =",111,"pct",2
"TEBSTRUP SØ","26.08.2008 12.00.00 +02:00","Sø",7,554540,6201824,"Oxygen indhold"," =",0.2,"mg/l",2
"Lillesø - KEMI","30.08.1990 12.00.00 +02:00","Sø",4.5,717422,6196434,"Oxygen indhold"," =",0.4,"mg/l",2
"TISSØ, kemi","11.04.2006 12.00.00 +02:00","Sø",0,644295,6162469,"Oxygenmætning"," =",119,"pct",2
"Jels Oversø - vandkemi","26.07.1995 12.00.00 +02:00","Sø",0.8,515695,6136936,"Oxygen indhold"," =",10.1,"mg/l",2
"FURESØ, kemi","13.10.1998 12.00.00 +02:00","Sø",0,714084,6189179,"Oxygen indhold"," =",8,"mg/l",2
"STADIL FJORD, Vandkemi","05.11.2013 12.00.00 +01:00","Sø",1,451285,6224313,"Oxygenmætning"," =",94.4,"pct",2
"SØHOLM SØ /001","01.09.1992 12.00.00 +02:00","Sø",7,571863,6125861,"Oxygenmætning"," =",79,"pct",2
"Store Søgård Sø - vandkemi","24.04.2012 12.00.00 +02:00","Sø",1,528587,6087722,"Oxygen indhold"," =",12.49,"mg/l",2
"MØLLESØ, Falster, kemi","18.03.2003 12.00.00 +01:00","Sø",8,691301,6081685,"Oxygen indhold"," =",17.75,"mg/l",2
"NØRRESØ, PENSYLVANNIEN","04.11.2003 12.00.00 +01:00","Sø",0.5,660561,6073276,"Oxygen indhold"," =",11.87,"mg/l",2
"BOGENS SØ, MIDT ","18.09.2014 12.00.00 +02:00","Sø",0.2,597469,6230653,"Oxygenmætning"," =",113.5,"pct",2
"Vedsted Sø - vandkemi","11.10.2001 12.00.00 +02:00","Sø",0.2,523233,6116144,"Oxygen indhold"," =",8.1,"mg/l",2
"SØ VED KULGÅRDEN, Vandkemi","26.07.2007 12.00.00 +02:00","Sø",5,511969,6198477,"Oxygenmætning"," =",120,"pct",2
"TORP SØ","31.07.2002 12.00.00 +02:00","Sø",0.03,545640,6200822,"Oxygenmætning"," =",110.9,"pct",2
"MAGLESØ, kemi","05.08.2010 12.00.00 +02:00","Sø",3,669464,6168553,"Oxygen indhold"," =",7.7,"mg/l",2
"KNUD SØ, ØST - Kemistation","14.06.2007 12.00.00 +02:00","Sø",26,547982,6217718,"Oxygenmætning"," =",22,"pct",2
"Ellinge Sø","16.09.2020 12.00.00 +02:00","Sø",0.5,662369,6174384,"Oxygenmætning"," =",131,"pct",2
"Sortesø /001, Fyn","05.05.1993 12.00.00 +02:00","Sø",3.3,583515,6108993,"Oxygenmætning"," =",2,"pct",2
"BRYRUP LANGSØ,  BRY 1","25.02.1992 12.00.00 +01:00","Sø",8,532693,6208262,"Oxygen indhold"," =",13.7,"mg/l",2
"VEJLESØ, MIDT","03.07.2006 12.00.00 +02:00","Sø",2,717014,6190183,"Oxygenmætning"," =",127,"pct",2
"SØBY SØ, MIDTJYLLAND, Vandkemi","22.07.2010 12.00.00 +02:00","Sø",3.65,504515,6211704,"Oxygen indhold"," =",5.6,"mg/l",2
"Ketting Nor - vandkemi","03.07.2018 12.00.00 +02:00","Sø",0.6,555950,6091851,"Oxygen indhold"," =",12.4,"mg/l",3
"VESTERBORG SØ, kemi","17.03.2003 12.00.00 +01:00","Sø",2.5,645924,6082133,"Oxygen indhold"," =",15.61,"mg/l",2
"Store Søgård Sø - vandkemi","20.06.2006 12.00.00 +02:00","Sø",1,528587,6087722,"Oxygen indhold"," =",12.4,"mg/l",2
"SØHOLM SØ /001","26.04.2022 12.00.00 +02:00","Sø",4.51,571863.0491656138,6125860.9812944615,"Oxygen indhold","",11.0714,"mg/l",2
"NØRRESTRAND AMT ST","09.06.2004 12.00.00 +02:00","Sø",0.2,555565,6192796,"Oxygen indhold"," =",15.5,"mg/l",2
"VESTERBORG SØ, kemi","12.01.1998 12.00.00 +01:00","Sø",1,645924,6082133,"Oxygenmætning"," =",87.1,"pct",2
"Jels Nedersø - vandkemi","21.09.2015 12.00.00 +02:00","Sø",9,513937,6135204,"Oxygen indhold"," =",7.79,"mg/l",2
"OLLERUP SØ AMTST.1","24.11.1998 12.00.00 +01:00","Sø",0.2,594808,6103529,"Oxygenmætning"," =",61.3,"pct",2
"UTTERSLEV MOSE, MIDT BASSIN","03.08.1999 12.00.00 +02:00","Sø",0.2,720232,6180183,"Oxygen indhold"," =",12.2,"mg/l",2
"FURESØ, kemi","18.12.1996 12.00.00 +01:00","Sø",6,714084,6189179,"Oxygenmætning"," =",95,"pct",2
"SØHOLM SØ /001","21.08.1995 12.00.00 +02:00","Sø",2.5,571863,6125861,"Oxygenmætning"," =",108,"pct",2
"DALLERUP SØ  - vandkemi","19.07.1990 12.00.00 +02:00","Sø",2.5,552914,6185555,"Oxygen indhold"," =",9.7,"mg/l",2
"SNESERE SØ,TAPPERNØJE","20.08.1984 12.00.00 +02:00","Sø",0.2,687869,6117349,"Oxygen indhold"," =",11.4,"mg/l",2
"FURESØ, kemi","17.06.2002 12.00.00 +02:00","Sø",2,714084,6189179,"Oxygen indhold"," =",9.6,"mg/l",2
"Fårup Sø - vandkemi","12.02.1990 12.00.00 +01:00","Sø",8.5,525369,6176393,"Oxygen indhold"," =",11.8,"mg/l",2
"ØJESØ, N-DEL --ØJE1","04.09.1997 12.00.00 +02:00","Sø",7,599592,6239655,"Oxygen indhold"," =",0.1,"mg/l",2
"NORS SØ - vandkemi","19.08.2013 12.00.00 +02:00","Sø",6,476319,6320842,"Oxygenmætning"," =",97.9,"pct",2
"TUEL SØ ST.1,HOVEDSTATION","14.05.2009 12.00.00 +02:00","Sø",5,663416,6147895,"Oxygenmætning"," =",100.8,"pct",2
"Vallensbæk Sø-4607","09.12.1998 12.00.00 +01:00","Sø",0.2,710550,6170751,"Oxygen indhold"," =",7,"mg/l",2
"TILLERUP SØ, MIDT","24.04.2013 12.00.00 +02:00","Sø",0.2,587789,6227563,"Oxygen indhold"," =",11.6,"mg/l",2
"NIELSTRUP SØ, (RØNNEDE)","16.04.2009 12.00.00 +02:00","Sø",0.5,690900,6131086,"Oxygen indhold"," =",10.2,"mg/l",2
"TORUP SØ - vandkemi","22.09.2022 12.00.00 +02:00","Sø",5,526864.0322221718,6208209.939589458,"Oxygenmætning","",77.3084,"pct",2
"BORBJERG MØLLESØ, Vandkemi","04.06.1998 12.00.00 +02:00","Sø",1.1,485144,6251534,"Oxygen indhold"," =",5.6,"mg/l",2
"LEGIND SØ - vandkemi","14.07.2010 12.00.00 +02:00","Sø",0.99,489559,6291232,"Oxygenmætning"," =",19,"pct",2
"VESSØ","17.06.2008 12.00.00 +02:00","Sø",6,548964,6214249,"Oxygenmætning"," =",85,"pct",2
"Langesø /002","26.11.1991 12.00.00 +01:00","Sø",4,575712,6143790,"Oxygen indhold"," =",9.5,"mg/l",2
"BAGSVÆRD SØ, kemi","18.10.1994 12.00.00 +01:00","Sø",2.5,717383,6185871,"Oxygen indhold"," =",12.1,"mg/l",2
"RAVNSØ, MIDT -- RAV1 - vandkemi","07.08.2018 12.00.00 +02:00","Sø",0.18,552519,6218243,"Oxygen indhold"," =",9.1,"mg/l",3
"KNUD SØ, ØST - Kemistation","26.08.1997 12.00.00 +02:00","Sø",26,547982,6217718,"Oxygenmætning"," =",1,"pct",2
"POULSTRUP SØ - vandkemi","31.07.2002 12.00.00 +02:00","Sø",1.5,556405,6315017,"Oxygen indhold"," =",2.3,"mg/l",2
