"Stedtekst","Dato","Medie","Dybde","Målested, x-koordinat","Målested, y-koordinat","Parameter","Resultat-attribut","Resultat","Enhed","Kvalitetsmærke"
"STENGADE SØ, VESTLIGE BASSIN","03.06.1998 12.00.00 +02:00","Sø",1,617028,6093381,"Oxygen indhold"," =",10.5,"mg/l",2
"VOMME SØ ST 2 AMT","15.06.1998 12.00.00 +02:00","Sø",0.2,603570,6133607,"Oxygen indhold"," =",13.1,"mg/l",2
"ESRUM SØ, kemi","09.08.1990 12.00.00 +02:00","Sø",5,711305,6213072,"Oxygenmætning"," =",98,"pct",2
"JÆGERSØ, kemi","21.05.1987 12.00.00 +02:00","Sø",2.85,712702,6167074,"Oxygenmætning"," =",102.3,"pct",2
"KNUDMOSE SØ, Vandkemi","19.04.2010 12.00.00 +02:00","Sø",4,501188,6218596,"Oxygenmætning"," =",88,"pct",2
"ESRUM SØ, kemi","09.08.1990 12.00.00 +02:00","Sø",8,711305,6213072,"Oxygenmætning"," =",98,"pct",2
"TUEHOLM SØ V. INDLØB VEST BASS","19.04.2006 12.00.00 +02:00","Sø",0.2,710694,6171579,"Oxygen indhold"," =",13.9,"mg/l",2
"VEDSTED SØ AMT ST 2","16.09.1997 12.00.00 +02:00","Sø",8,523151,6116246,"Oxygenmætning"," =",54.3,"pct",2
"BASTRUP SØ, kemi","14.12.1994 12.00.00 +01:00","Sø",4,704828,6190664,"Oxygen indhold"," =",11.7,"mg/l",2
"Engelsholm Sø - vandkemi","29.06.1995 12.00.00 +02:00","Sø",3,520069,6174893,"Oxygen indhold"," =",4.5,"mg/l",2
"GYRSTINGE SØ","09.06.2020 12.00.00 +02:00","Sø",0.2,670170,6154066,"Oxygenmætning"," =",135,"pct",2
"VRADS SANDE SØ - sydbassin","09.03.1994 12.00.00 +01:00","Sø",0,527599,6211756,"Oxygen indhold"," =",10,"mg/l",2
"FURESØ, kemi","06.09.2012 12.00.00 +02:00","Sø",17,714084,6189179,"Oxygenmætning"," =",55,"pct",2
"HUNDSEMYRE, kemi","20.05.2019 12.00.00 +02:00","Sø",0.2,889874,6115273,"Oxygenmætning"," =",43.1,"pct",3
"FARUM SØ, DYBESTE STED NORD","03.10.1977 12.00.00 +01:00","Sø",2.5,710835,6189267,"Oxygen indhold"," =",8.3,"mg/l",2
"Sø 265 - vandkemi","27.11.2008 12.00.00 +01:00","Sø",3,525342,6091577,"Oxygenmætning"," =",91.7,"pct",2
"KARLSØ, MIDT - vandkemi","31.03.2005 12.00.00 +02:00","Sø",0.2,533994,6207563,"Oxygen indhold"," =",12.3,"mg/l",2
"SØHOLM SØ /001","14.08.2000 12.00.00 +02:00","Sø",3,571863,6125861,"Oxygen indhold"," =",8.5,"mg/l",2
"KARLSØ, MIDT - vandkemi","08.06.2017 12.00.00 +02:00","Sø",1,533994,6207563,"Oxygen indhold"," =",8.8,"mg/l",3
"ARRESØ, kemi","16.06.2008 12.00.00 +02:00","Sø",2,693898,6209574,"Oxygenmætning"," =",107,"pct",2
"FUGLESØ-FREDERIKSBORG AMTS ST.","16.10.1997 12.00.00 +02:00","Sø",1,702078,6184754,"Oxygen indhold"," =",7,"mg/l",2
"SØNDERSØ, kemi","25.07.2002 12.00.00 +02:00","Sø",3,710238,6186185,"Oxygenmætning"," =",91,"pct",2
"RAVNSØ, MIDT -- RAV1 - vandkemi","05.07.2000 12.00.00 +02:00","Sø",1,552519,6218243,"Oxygen indhold"," =",12.2,"mg/l",2
"Fårup Sø - vandkemi","28.08.2006 12.00.00 +02:00","Sø",2.03,525369,6176393,"Oxygen indhold"," =",8,"mg/l",1
"VANSØ, Vandkemi","09.11.2011 12.00.00 +01:00","Sø",4.08,531169,6259883,"Oxygenmætning"," =",72,"pct",2
"TUEHOLM SØ MIDT I ØSTBASSIN","20.06.2012 12.00.00 +02:00","Sø",0.2,710694,6171579,"Oxygen indhold"," =",8.9,"mg/l",2
"GJORSLEV MØLLESØ, kemi","08.06.1999 12.00.00 +02:00","Sø",4,714654,6141325,"Oxygenmætning"," =",56,"pct",2
"FLYNDERSØ, NORDLIGE DEL, Vandkemi","09.08.2012 12.00.00 +02:00","Sø",2,496149,6263973,"Oxygen indhold"," =",9.01,"mg/l",2
"FURESØ, kemi","11.08.1994 12.00.00 +02:00","Sø",29.08,714084,6189179,"Oxygenmætning"," =",0,"pct",2
"SØBYGÅRD SØ - vandkemi","02.04.1991 12.00.00 +02:00","Sø",1,550066,6234790,"Oxygen indhold"," =",10.54,"mg/l",2
"BAGSVÆRDSØ, KRATHUS","13.04.2005 12.00.00 +02:00","Sø",0.2,715778,6186285,"Oxygen indhold"," =",12.1,"mg/l",2
"ALMINDSØ  ALM 1","07.07.2004 12.00.00 +02:00","Sø",13,534102,6222659,"Oxygen indhold"," =",2.2,"mg/l",2
"HINGE SØ - vandkemi","07.12.2000 12.00.00 +01:00","Sø",2,531019,6234743,"Oxygen indhold"," =",10.8,"mg/l",2
"FURESØ, kemi","12.04.1988 12.00.00 +02:00","Sø",10,714084,6189179,"Oxygenmætning"," =",112.2,"pct",2
"ALMINDSØ  ALM 1","25.04.1994 12.00.00 +02:00","Sø",1.3,534102,6222659,"Oxygen indhold"," =",12.7,"mg/l",2
"KULSØ, NØRRE SNEDE, Vandkemi","19.06.1995 12.00.00 +02:00","Sø",3,520106,6198657,"Oxygen indhold"," =",11.5,"mg/l",2
"BRASSØ, BRA 1","02.04.1992 12.00.00 +02:00","Sø",1,536232,6221992,"Oxygenmætning"," =",144,"pct",2
"FURESØ, kemi","16.05.1991 12.00.00 +02:00","Sø",26,714084,6189179,"Oxygenmætning"," =",104,"pct",2
"GURRE SØ","04.11.2004 12.00.00 +01:00","Sø",4.6,717347,6215075,"Oxygen indhold"," =",9.3,"mg/l",2
"BORUP SØ ST AMT","14.12.1999 12.00.00 +01:00","Sø",1,687544,6154115,"Oxygen indhold"," =",9,"mg/l",2
"RAVNSØ, MIDT -- RAV1 - vandkemi","31.10.1990 12.00.00 +01:00","Sø",17,552519,6218243,"Oxygen indhold"," =",9.1,"mg/l",2
"TÅNING SØ, MIDT --SKA1","13.07.2018 12.00.00 +02:00","Sø",1.95,554745,6208284,"Oxygenmætning"," =",107.6,"pct",3
"HARALDSTED LANGESØ, hovedstation","20.09.2005 12.00.00 +02:00","Sø",3.09,674662,6152198,"Oxygen indhold"," =",7.47,"mg/l",2
"STUBBERGÅRD SØ, Vandkemi","28.09.2023 12.00.00 +02:00","Sø",7.99,495480.9490825133,6253630.041464565,"Oxygen indhold","",5.9344,"mg/l",2
"SØNDERVIG - vandkemi","03.06.2010 12.00.00 +02:00","Sø",0.15,478399,6285172,"Oxygen indhold"," =",14,"mg/l",2
"MØLLESØ, Falster, kemi","09.05.1994 12.00.00 +02:00","Sø",2,691301,6081685,"Oxygenmætning"," =",100,"pct",2
"MAGLESØ, kemi","29.06.1992 12.00.00 +02:00","Sø",2.01,669464,6168553,"Oxygen indhold"," =",10.2,"mg/l",2
"BRYRUP LANGSØ,  BRY 1","08.12.1999 12.00.00 +01:00","Sø",6,532693,6208262,"Oxygenmætning"," =",87,"pct",2
"SØTORUP SØ, kemi","09.05.2019 12.00.00 +02:00","Sø",17.08,689419,6132094,"Oxygen indhold"," =",8.48,"mg/l",3
"SØBY SØ, MIDTJYLLAND, Vandkemi","25.08.2005 12.00.00 +02:00","Sø",5,504515,6211704,"Oxygenmætning"," =",90.5,"pct",2
"MØRKE SØ, Vandkemi","18.09.2007 12.00.00 +02:00","Sø",0.2,493285,6261900,"Oxygenmætning"," =",95,"pct",1
"Kvie Sø - vandkemi","18.07.2011 12.00.00 +02:00","Sø",1,485559,6175543,"Oxygen indhold"," =",9.05,"mg/l",2
"Vedsted Sø - vandkemi","04.08.2005 12.00.00 +02:00","Sø",0.2,523233,6116144,"Oxygenmætning"," =",114.1,"pct",2
"SØHOLM SØ /001","03.12.2007 12.00.00 +01:00","Sø",12,571863,6125861,"Oxygen indhold"," =",9.8,"mg/l",2
"Silkeborg Langsø Midt 1","12.06.2024 12.00.00 +02:00","Sø",3.5,532936.9999723308,6225508.003594737,"Oxygen indhold"," =",4,"mg/l",0
"Torup Sø, Iltstation 3.1","13.05.2003 12.00.00 +02:00","Sø",0.19,526712,6208145,"Oxygen indhold"," =",13.8,"mg/l",2
"THORSØ, ØST FOR LANGØ  THO2","10.12.1991 12.00.00 +01:00","Sø",3,534177,6220317,"Oxygenmætning"," =",77,"pct",2
"HAMPEN SØ, Vandkemi","31.05.2001 12.00.00 +02:00","Sø",3,524669,6208043,"Oxygen indhold"," =",9.7,"mg/l",2
"SØHOLM SØ /001","19.07.2004 12.00.00 +02:00","Sø",2,571863,6125861,"Oxygen indhold"," =",11.7,"mg/l",2
"VEDSØ, RINDSHOLM, Vandkemi","23.05.1990 12.00.00 +02:00","Sø",4,525999,6250533,"Oxygen indhold"," =",9.8,"mg/l",2
"RÆVSØ, MIDT","14.01.1997 12.00.00 +01:00","Sø",4,527614,6208973,"Oxygen indhold"," =",11.5,"mg/l",2
"KALGÅRD SØ, MIDT","04.08.2005 12.00.00 +02:00","Sø",7,528319,6207543,"Oxygenmætning"," =",15,"pct",2
"Dons Nørresø - vandkemi","02.10.1995 12.00.00 +01:00","Sø",0.75,526783,6156900,"Oxygen indhold"," =",12.7,"mg/l",2
"HALD SØ, Vandkemi","21.09.2021 12.00.00 +02:00","Sø",22,520998.9999823817,6247723.00356321,"Oxygenmætning"," =",15.25,"pct",2
"MARIBO SØNDERSØ, kemi","14.10.1997 12.00.00 +02:00","Sø",2,661571,6070255,"Oxygenmætning"," =",89,"pct",2
"HVIDKILDE SØ /001","14.01.1997 12.00.00 +01:00","Sø",2.5,597396,6103326,"Oxygenmætning"," =",80,"pct",2
"FURESØ, kemi","28.08.2008 12.00.00 +02:00","Sø",1,714084,6189179,"Oxygen indhold"," =",9.3,"mg/l",2
"UTTERSLEV MOSE, VESTLIG BASSIN","20.07.2016 12.00.00 +02:00","Sø",0.2,719439,6179850,"Oxygen indhold"," =",12.8,"mg/l",1
"FURESØ, kemi","13.07.2010 12.00.00 +02:00","Sø",16,714084,6189179,"Oxygen indhold"," =",8.8,"mg/l",2
"SØHOLM SØ /001","10.06.1998 12.00.00 +02:00","Sø",8,571863,6125861,"Oxygenmætning"," =",1,"pct",2
"TEBSTRUP SØ","07.11.2012 12.00.00 +01:00","Sø",3,554540,6201824,"Oxygenmætning"," =",76.1,"pct",2
"SØHOLM SØ /001","07.09.1999 12.00.00 +02:00","Sø",14,571863,6125861,"Oxygenmætning"," =",7,"pct",2
"Engelsholm Sø - vandkemi","19.04.2004 12.00.00 +02:00","Sø",5,520069,6174893,"Oxygenmætning"," =",78.4,"pct",2
"SØHOLM SØ /001","17.05.2016 12.00.00 +02:00","Sø",12,571863,6125861,"Oxygenmætning"," =",1.8,"pct",3
"TORP SØ","09.09.1991 12.00.00 +02:00","Sø",5,545640,6200822,"Oxygen indhold"," =",0.3,"mg/l",2
"ST. GEDDESØ,MØN","26.06.1995 12.00.00 +02:00","Sø",1,725763,6097897,"Oxygenmætning"," =",84,"pct",2
"Rørbæk Sø - vandkemi","11.09.1989 12.00.00 +02:00","Sø",4.55,523097,6198608,"Oxygen indhold"," =",11,"mg/l",2
"EGÅ ENGSØ  MC ST","16.07.2008 12.00.00 +02:00","Sø",0.5,576000,6231000,"Oxygen indhold"," =",10.8,"mg/l",2
"RAVNSØ, MIDT -- RAV1 - vandkemi","08.08.1996 12.00.00 +02:00","Sø",30,552519,6218243,"Oxygen indhold"," =",0.2,"mg/l",2
"RAVNSØ, MIDT -- RAV1 - vandkemi","19.09.2006 12.00.00 +02:00","Sø",17,552519,6218243,"Oxygenmætning"," =",24,"pct",2
"Råstofsø NØ for Rødekro (G36) - vandkemi","24.08.2004 12.00.00 +02:00","Sø",2.02,523625,6104547,"Oxygen indhold"," =",7,"mg/l",2
"ØRNSØ  - vandkemi","04.09.2003 12.00.00 +02:00","Sø",8,532481,6223358,"Oxygenmætning"," =",50,"pct",2
"Vejlen, Tåsinge /001","21.04.1998 12.00.00 +02:00","Sø",0.6,598488,6095353,"Oxygen indhold"," =",12.8,"mg/l",2
"Skanderborg Sø - vandkemi","16.05.1990 12.00.00 +02:00","Sø",12,557952,6207834,"Oxygen indhold"," =",3.8,"mg/l",2
"TYSTRUP SØ, kemi","03.09.1996 12.00.00 +02:00","Sø",15,663916,6137795,"Oxygen indhold"," =",0.5,"mg/l",2
"GLENSTRUP SØ - vandkemi","07.11.2012 12.00.00 +01:00","Sø",23,552405,6272687,"Oxygenmætning"," =",90.7,"pct",2
"NORS SØ - vandkemi","31.01.2005 12.00.00 +01:00","Sø",3,476319,6320842,"Oxygen indhold"," =",12.4,"mg/l",2
"BRYRUP LANGSØ,  BRY 1","28.05.1997 12.00.00 +02:00","Sø",5,532693,6208262,"Oxygenmætning"," =",91,"pct",2
"JULSØ - JUL1 - vandkemi","19.01.2005 12.00.00 +01:00","Sø",14,542593,6219335,"Oxygen indhold"," =",12.8,"mg/l",2
"BYGHOLM SØ ST.95","01.06.2016 12.00.00 +02:00","Sø",0.2,550329,6191820,"Oxygenmætning"," =",116,"pct",3
"TEBSTRUP SØ","12.05.2022 12.00.00 +02:00","Sø",4.98,554539.9953826541,6201824.0415264685,"Oxygen indhold","",6.1158,"mg/l",2
"SØ ØST FOR MOVSØ, Vandkemi","08.07.2008 12.00.00 +02:00","Sø",5.09,514851,6253810,"Oxygen indhold"," =",0,"mg/l",2
"TYSTRUP SØ, kemi","25.10.2001 12.00.00 +02:00","Sø",8,663916,6137795,"Oxygen indhold"," =",8,"mg/l",2
"FURESØ, kemi","11.11.1987 12.00.00 +01:00","Sø",5,714084,6189179,"Oxygen indhold"," =",10,"mg/l",2
"GUNDSØMAGLE SØ ST AMT","04.06.1998 12.00.00 +02:00","Sø",1,700368,6180364,"Oxygen indhold"," =",9.23,"mg/l",2
"Holm Sø - vandkemi","26.05.2009 12.00.00 +02:00","Sø",0.2,450100,6166893,"Oxygenmætning"," =",126.1,"pct",2
"FURESØ, kemi","31.10.1996 12.00.00 +01:00","Sø",30,714084,6189179,"Oxygen indhold"," =",1,"mg/l",2
"HALD SØ, Vandkemi","09.10.1996 12.00.00 +02:00","Sø",21,520999,6247723,"Oxygen indhold"," =",2,"mg/l",2
"MAGLESØ, kemi","21.07.1986 12.00.00 +02:00","Sø",5,669464,6168553,"Oxygen indhold"," =",9.6,"mg/l",2
"NORS SØ - vandkemi","17.02.2014 12.00.00 +01:00","Sø",16,476319,6320842,"Oxygenmætning"," =",96.2,"pct",2
"FURESØ, kemi","15.02.1990 12.00.00 +01:00","Sø",18,714084,6189179,"Oxygen indhold"," =",13.1,"mg/l",2
"GAMBORG INDREFJORD AMT ST","29.05.2001 12.00.00 +02:00","Sø",0.6,550992,6145697,"Oxygen indhold"," =",8.5,"mg/l",2
"VRADS SANDE SØ - sydbassin","15.06.1994 12.00.00 +02:00","Sø",0.5,527599,6211756,"Oxygen indhold"," =",8.5,"mg/l",2
"FLØDESTRUP SØ ST AMT","31.07.1989 12.00.00 +02:00","Sø",1.5,606294,6137712,"Oxygenmætning"," =",87,"pct",2
"Kaolingraven - KEMI","19.05.2021 12.00.00 +02:00","Sø",15,865200.9994987642,6121806.003365428,"Oxygenmætning"," =",19,"pct",2
"Nørresø, Fyn /001, vandkemi, sediment","18.06.2003 12.00.00 +02:00","Sø",0.5,587917,6112007,"Oxygenmætning"," =",89,"pct",2
"RAMTEN SØ, SYDLIGE DEL- RAM 3","26.08.2025 12.00.00 +02:00","Sø",1.01,600400.9953448129,6256198.927953963,"Oxygenmætning","",106,"pct",2
"VEJLESØ, MIDT","02.05.2005 12.00.00 +02:00","Sø",4.23,717014,6190183,"Oxygenmætning"," =",1.9,"pct",2
"Rørbæk Sø - vandkemi","21.06.2022 12.00.00 +02:00","Sø",3.982891,523096.9999601036,6198608.007464233,"Oxygen indhold","",10.19739,"mg/l",2
"Sortesø /001, Fyn","18.06.2003 12.00.00 +02:00","Sø",1.5,583515,6108993,"Oxygenmætning"," =",1,"pct",2
"VANDET SØ - vandkemi","12.09.2002 12.00.00 +02:00","Sø",4,473039,6319052,"Oxygen indhold"," =",9.4,"mg/l",2
"Rygbjerg Sø - vandkemi","15.05.2023 12.00.00 +02:00","Sø",0.2200411,522377.99996126606,6116429.00768884,"Oxygenmætning","",114.1707,"pct",2
"MAGLEBY LUNG, kemi","11.07.2013 12.00.00 +02:00","Sø",2,645988,6121651,"Oxygenmætning"," =",98.38,"pct",2
"Store Søgård Sø - vandkemi","12.05.2009 12.00.00 +02:00","Sø",3,528587,6087722,"Oxygen indhold"," =",12.6,"mg/l",2
"FURESØ, kemi","13.08.1991 12.00.00 +02:00","Sø",22.04,714084,6189179,"Oxygenmætning"," =",0,"pct",2
"KOLSØ - vandkemi","22.06.2017 12.00.00 +02:00","Sø",2,528189,6213978,"Oxygenmætning"," =",120.5,"pct",3
"FURESØ, kemi","21.06.1989 12.00.00 +02:00","Sø",19,714084,6189179,"Oxygen indhold"," =",7.4,"mg/l",2
"RØGBØLLE SØ, NORDB","13.10.1992 12.00.00 +01:00","Sø",0.2,665547,6067368,"Oxygen indhold"," =",13.4,"mg/l",2
"TISSØ, kemi","19.09.2005 12.00.00 +02:00","Sø",5.09,644295,6162469,"Oxygen indhold"," =",8.84,"mg/l",2
"SØHOLM SØ /001","16.08.2011 12.00.00 +02:00","Sø",5,571863,6125861,"Oxygenmætning"," =",86,"pct",2
"FURESØ, kemi","22.10.1992 12.00.00 +01:00","Sø",5,714084,6189179,"Oxygenmætning"," =",73,"pct",2
"RAVNSØ, MIDT -- RAV1 - vandkemi","12.11.2003 12.00.00 +01:00","Sø",15,552519,6218243,"Oxygen indhold"," =",8.8,"mg/l",2
"TORUP SØ - vandkemi","28.06.2004 12.00.00 +02:00","Sø",0.2,526958,6208210,"Oxygen indhold"," =",9,"mg/l",2
"FERRING SØ, Vandkemi","13.07.1987 12.00.00 +02:00","Sø",0.2,447186,6268201,"Oxygen indhold"," =",9,"mg/l",1
"RAVNSØ, MIDT -- RAV1 - vandkemi","09.05.2000 12.00.00 +02:00","Sø",9,552519,6218243,"Oxygen indhold"," =",16,"mg/l",2
"TORUP SØ - vandkemi","14.07.1997 12.00.00 +02:00","Sø",4.59,526958,6208210,"Oxygenmætning"," =",2.9,"pct",2
"Dons Nørresø - vandkemi","14.06.1994 12.00.00 +02:00","Sø",1.1,526783,6156900,"Oxygen indhold"," =",15.5,"mg/l",2
"SELLEBJERG SØ AMT ST","01.05.2017 12.00.00 +02:00","Sø",0.5,598537,6139625,"Oxygenmætning"," =",94.7,"pct",3
"TYSTRUP SØ, kemi","18.09.1989 12.00.00 +02:00","Sø",8.04,663916,6137795,"Oxygen indhold"," =",9.8,"mg/l",2
"Jels Nedersø - vandkemi","06.02.2025 12.00.00 +01:00","Sø",3.01,513936.97354807815,6135204.091818831,"Oxygen indhold","",12.62,"mg/l",2
"Fårup Sø - vandkemi","07.05.1996 12.00.00 +02:00","Sø",9,525369,6176393,"Oxygen indhold"," =",17,"mg/l",2
"STORE HULSØ, kemi","06.08.2001 12.00.00 +02:00","Sø",0.5,715003,6186832,"Oxygenmætning"," =",79.2,"pct",2
"Furesø-3008","28.07.2005 12.00.00 +02:00","Sø",24,714066,6188134,"Oxygen indhold"," =",12,"mg/l",2
"SIBIRIEN  AMT ST","27.07.1999 12.00.00 +02:00","Sø",6,725115,6099805,"Oxygen indhold"," =",0.3,"mg/l",2
"EGGESØ, Vandkemi","23.07.2008 12.00.00 +02:00","Sø",3.5,490804,6264438,"Oxygenmætning"," =",3,"pct",2
"GAMBORG INDREFJORD AMT ST","18.04.2001 12.00.00 +02:00","Sø",0.1,550992,6145697,"Oxygen indhold"," =",13.7,"mg/l",2
"FURESØ, kemi","16.09.2004 12.00.00 +02:00","Sø",27.6,714084,6189179,"Oxygen indhold"," =",7.37,"mg/l",2
"Fårup Sø - vandkemi","14.10.1999 12.00.00 +02:00","Sø",9.04,525369,6176393,"Oxygenmætning"," =",4.8,"pct",2
"Uge Sø 3 (G42)  - vandkemi","20.09.2012 12.00.00 +02:00","Sø",13,518587,6091795,"Oxygenmætning"," =",0,"pct",2
"FARUM SØ, DYBESTE STED NORD","16.05.1983 12.00.00 +02:00","Sø",13,710835,6189267,"Oxygen indhold"," =",7.4,"mg/l",2
"BURESØ","30.04.1998 12.00.00 +02:00","Sø",2,701619,6191260,"Oxygenmætning"," =",101,"pct",2
"PEDERSBORG SØ, kemi","21.09.2011 12.00.00 +02:00","Sø",1,661319,6147494,"Oxygenmætning"," =",80.47,"pct",2
"FURESØ, kemi","19.06.1984 12.00.00 +02:00","Sø",33,714084,6189179,"Oxygenmætning"," =",73,"pct",2
"SORTEDAMSSØ NORD-BAS, kemi","26.03.2021 12.00.00 +01:00","Sø",2,724715.9998018866,6177956.003866275,"Oxygenmætning","",110.6,"pct",1
"Fårup Sø - vandkemi","06.07.1992 12.00.00 +02:00","Sø",3,525369,6176393,"Oxygen indhold"," =",11.8,"mg/l",2
"SØHOLM SØ /001","13.12.1993 12.00.00 +01:00","Sø",8,571863,6125861,"Oxygen indhold"," =",11.9,"mg/l",2
"KONGSØ","03.09.2025 12.00.00 +02:00","Sø",8.98,528319.0145868812,6207093.079041556,"Oxygen indhold","",0.03,"mg/l",2
"HANNEBJERG MOSE,NORDVEST BASSI","28.03.2000 12.00.00 +02:00","Sø",2.5,610684,6079454,"Oxygen indhold"," =",10,"mg/l",2
"SØBYGÅRD SØ - vandkemi","05.09.1995 12.00.00 +02:00","Sø",1.5,550066,6234790,"Oxygenmætning"," =",106,"pct",2
"SØBYGÅRD SØ - vandkemi","26.09.1988 12.00.00 +01:00","Sø",1,550066,6234790,"Oxygen indhold"," =",9.27,"mg/l",2
"SØHOLM SØ /001","04.09.1995 12.00.00 +02:00","Sø",8.5,571863,6125861,"Oxygen indhold"," =",0,"mg/l",2
"MARIBO SØNDERSØ, kemi","10.04.1989 12.00.00 +02:00","Sø",0.2,661571,6070255,"Oxygen indhold"," =",12.5,"mg/l",2
"BAGSVÆRD SØ, kemi","30.04.2003 12.00.00 +02:00","Sø",1,717383,6185871,"Oxygenmætning"," =",109,"pct",2
"RAVNSØ, MIDT -- RAV1 - vandkemi","23.05.2024 12.00.00 +02:00","Sø",8,552519.0274697327,6218242.98182966,"Oxygen indhold","",10.2729,"mg/l",2
"Uge Sø 3 (G42)  - vandkemi","14.11.1989 12.00.00 +01:00","Sø",0.2,518587,6091795,"Oxygen indhold"," =",10.5,"mg/l",2
"RAVNSØ, MIDT -- RAV1 - vandkemi","12.09.2012 12.00.00 +02:00","Sø",13.99,552519,6218243,"Oxygenmætning"," =",27.2,"pct",2
"HELLESØ, Vandkemi","11.04.2012 12.00.00 +02:00","Sø",2,493446,6257475,"Oxygenmætning"," =",96,"pct",2
"STUBBE SØ kemi","16.11.2004 12.00.00 +01:00","Sø",0.2,715013,6168533,"Oxygen indhold"," =",11.8,"mg/l",2
"Store Søgård Sø - vandkemi","10.12.2009 12.00.00 +01:00","Sø",6,528587,6087722,"Oxygenmætning"," =",74.4,"pct",2
"PYRITSØEN, kemi ","26.06.2008 12.00.00 +02:00","Sø",23,863551,6126567,"Oxygenmætning"," =",75.1,"pct",2
"Porskjær v. Nim","18.05.2016 12.00.00 +02:00","Sø",0.5,542197,6199763,"Oxygen indhold"," =",9.42,"mg/l",3
"SØTORUP SØ, kemi","19.08.1994 12.00.00 +02:00","Sø",5.02,689419,6132094,"Oxygen indhold"," =",8.2,"mg/l",2
"Engelsholm Sø - vandkemi","08.11.2012 12.00.00 +01:00","Sø",1,520069,6174893,"Oxygen indhold"," =",10.68,"mg/l",2
"FURESØ, kemi","16.05.1991 12.00.00 +02:00","Sø",15,714084,6189179,"Oxygen indhold"," =",13.9,"mg/l",2
"BASTRUP SØ, kemi","02.10.1996 12.00.00 +02:00","Sø",6,704828,6190664,"Oxygen indhold"," =",10.2,"mg/l",2
"Etdam - KEMI","16.08.2006 12.00.00 +02:00","Sø",0,639230,6177830,"Oxygenmætning"," =",137,"pct",2
"Fjellerup Sø /001, vandkemi, sediment","30.07.1996 12.00.00 +02:00","Sø",0.5,600420,6121973,"Oxygen indhold"," =",6.2,"mg/l",2
"STORE HULSØ, kemi","29.06.1990 12.00.00 +02:00","Sø",2.5,715003,6186832,"Oxygenmætning"," =",8,"pct",2
"MAGLESØ, kemi","18.11.1992 12.00.00 +01:00","Sø",3.02,669464,6168553,"Oxygenmætning"," =",81,"pct",2
"KONGSØ","09.07.2019 12.00.00 +02:00","Sø",2.48,528319,6207093,"Oxygenmætning"," =",92.4,"pct",3
"THORSØ, MIDT  THO1 - vandkemi","07.05.2013 12.00.00 +02:00","Sø",4.99,532734,6220120,"Oxygenmætning"," =",120.3,"pct",2
"SØBY SØ, MIDTJYLLAND, Vandkemi","18.03.2019 12.00.00 +01:00","Sø",2,504515,6211704,"Oxygenmætning"," =",99.7,"pct",3
"ULSE SØ, kemi","10.07.2013 12.00.00 +02:00","Sø",2.06,691219,6132094,"Oxygen indhold"," =",10.47,"mg/l",2
"SNESERE SØ,TAPPERNØJE","07.06.2011 12.00.00 +02:00","Sø",1.03,687869,6117349,"Oxygenmætning"," =",121.98,"pct",2
"Store Søgård Sø - vandkemi","12.03.2003 12.00.00 +01:00","Sø",6.22,528587,6087722,"Oxygen indhold"," =",12.6,"mg/l",2
"Dallund Sø /001","08.12.2010 12.00.00 +01:00","Sø",0.2,580869,6149324,"Oxygen indhold"," =",10.8,"mg/l",2
"HØJE TØRVMOSE","04.05.1995 12.00.00 +02:00","Sø",0.2,724791,6099977,"Oxygen indhold"," =",16.3,"mg/l",2
"SORØ SØ ST.1, HOVEDSTATIONEN","26.05.1995 12.00.00 +02:00","Sø",8.02,661416,6145195,"Oxygenmætning"," =",80,"pct",2
"UTTERSLEV MOSE, ØSTLIGE BASSIN, kemi","01.09.1998 12.00.00 +02:00","Sø",0.2,720912,6180567,"Oxygen indhold"," =",7.9,"mg/l",2
"TISSØ, kemi","05.10.1992 12.00.00 +01:00","Sø",4.97,644295,6162469,"Oxygen indhold"," =",9,"mg/l",2
"NALDAL SØ - vandkemi","20.07.2023 12.00.00 +02:00","Sø",0.99,544094.9926262188,6202153.082737103,"Oxygenmætning","",154.8197,"pct",2
"RAVNSØ, MIDT -- RAV1 - vandkemi","15.04.2003 12.00.00 +02:00","Sø",12,552519,6218243,"Oxygenmætning"," =",132,"pct",2
"RAVNSØ, MIDT -- RAV1 - vandkemi","08.04.2010 12.00.00 +02:00","Sø",26.01,552519,6218243,"Oxygenmætning"," =",94.3,"pct",2
"RAVNSØ, MIDT -- RAV1 - vandkemi","04.01.2006 12.00.00 +01:00","Sø",25,552519,6218243,"Oxygenmætning"," =",84,"pct",1
"Stallerup Sø - vandkemi","16.05.2006 12.00.00 +02:00","Sø",0.21,526538,6153355,"Oxygenmætning"," =",98.6,"pct",2
"SØHOLM SØ /001","21.09.2009 12.00.00 +02:00","Sø",5,571863,6125861,"Oxygen indhold"," =",9.7,"mg/l",2
"MAGLEBY LUNG, kemi","04.07.2019 12.00.00 +02:00","Sø",2.07,645988,6121651,"Oxygenmætning"," =",107.15,"pct",3
"BØGEHOLM SØ AMT ST","03.08.2009 12.00.00 +02:00","Sø",1,719851,6218616,"Oxygen indhold"," =",7.6,"mg/l",2
"Rugaard NØRRESØ, MIDT - vandkemi","17.09.2014 12.00.00 +02:00","Sø",1,612264,6239269,"Oxygenmætning"," =",102,"pct",2
"TYSTRUP SØ, kemi","13.06.1990 12.00.00 +02:00","Sø",9.02,663916,6137795,"Oxygen indhold"," =",8,"mg/l",2
